C1,WNOUT,WPOUT,WCS,WN1,WP1,Bandwidth,PowerConsumption,VoltageGain
2.0328451283276081e-13,4.490358352661133e-06,2.373738303780556e-06,4.9034185186028486e-06,3.6304034888744353e-06,3.3218643963336945e-06,109000000.0,0.05909999999999999,16.07
2.2725608050823211e-13,1.5084679126739503e-06,1.5222848653793336e-06,6.258199334144593e-06,2.570560574531555e-06,4.214711606502533e-06,124000000.0,0.020700000000000003,17.22
1.9831836223602295e-13,3.4945136010646823e-06,2.5427739769220352e-06,5.401068836450577e-06,3.098874032497406e-06,3.727706879377365e-06,124000000.0,0.0465,16.71
2.234828144311905e-13,4.48657250404358e-06,1.453477442264557e-06,4.492889165878296e-06,3.469832345843315e-06,3.0558773577213288e-06,98400000.0,0.0575,14.86
2.4929259419441225e-13,4.478425025939941e-06,4.312778323888779e-06,3.910188078880311e-06,3.362420663237572e-06,3.48662419244647e-06,95600000.0,0.0586,19.18
1.973657725378871e-13,4.360262721776962e-06,4.390187859535217e-06,6.023376822471619e-06,3.4421059042215346e-06,2.5220471024513243e-06,117000000.00000001,0.164,2.239999999999999
2.0747607052326202e-13,4.490032374858857e-06,3.1113009899854664e-06,5.10410512238741e-06,3.7587953805923463e-06,3.5708333253860474e-06,112000000.0,0.0599,17.06
1.6047450602054596e-13,4.479609847068787e-06,1.7688188552856447e-06,5.573692321777344e-06,3.840558111667633e-06,2.8224893808364866e-06,14400000.0,0.061000000000000006,32.5
2.493835151195526e-13,2.4993115067481994e-06,3.7963585853576662e-06,3.955982446670532e-06,3.682470977306366e-06,4.079829394817352e-06,107000000.0,0.0325,20.18
2.458458662033081e-13,3.503148436546326e-06,2.7616429924964905e-06,4.280911564826966e-06,3.3772201389074324e-06,2.871832311153412e-06,74600000.0,0.0469,17.9
2.0467503778636457e-13,4.496464312076569e-06,3.145788185298443e-06,5.375204056501389e-06,3.5051193982362747e-06,3.887912184000015e-06,127000000.0,0.0599,16.97
1.9257775992155075e-13,1.5127151012420655e-06,3.800819456577301e-06,4.63087210059166e-06,3.6892111748456953e-06,4.004725754261017e-06,121000000.0,0.020599999999999997,20.9
1.4551800489425659e-13,1.480050802230835e-06,1.5308162569999695e-06,6.046288490295411e-06,2.289238214492798e-06,3.9411495625972745e-06,154000000.0,0.0208,17.16
2.541133046150208e-13,4.530133724212647e-06,3.485263600945473e-06,4.858405575156213e-06,3.0091150403022765e-06,2.6945058703422548e-06,17600000.000000004,0.0625,27.3
1.952573351562023e-13,2.2442481815814972e-06,2.301545083522797e-06,5.649494349956513e-06,3.39742511510849e-06,2.586438000202179e-06,54400000.0,0.0837,9.62
1.7929522544145585e-13,2.523382902145386e-06,3.1196526959538463e-06,5.6580463647842415e-06,3.6275916248559953e-06,3.086296766996384e-06,8729999.999999998,0.0384,44.17
2.002657674252987e-13,1.52210533618927e-06,3.2860160171985627e-06,5.456374645233155e-06,3.164573669433594e-06,4.399554133415222e-06,128000000.0,0.020999999999999998,20.33
2.1609160006046295e-13,4.534225523471832e-06,1.4393847584724427e-06,5.286527484655381e-06,3.0506052374839784e-06,2.822267234325409e-06,29000000.000000004,0.0583,17.53
2.000716108828783e-13,4.482652455568314e-06,1.5238607525825502e-06,4.51397529244423e-06,3.366299644112587e-06,4.3216890692710875e-06,155000000.0,0.0558,18.45
2.5085135102272033e-13,3.502954423427582e-06,1.5867176055908203e-06,3.991649866104126e-06,3.97442889213562e-06,4.308550357818604e-06,116000000.0,0.043,20.01
1.939504563808441e-13,1.5322422981262209e-06,1.5781542956829073e-06,5.8063428401947026e-06,3.7117893248796463e-06,3.972444385290146e-06,124000000.0,0.020599999999999997,18.36
2.2369001507759095e-13,3.4989203810691837e-06,3.5703850239515307e-06,4.808498442173005e-06,3.528117537498474e-06,3.850325375795364e-06,115000000.0,0.0467,18.33
1.5006173253059386e-13,3.499434739351273e-06,1.4635993838310243e-06,5.192519649863244e-06,3.2959805577993394e-06,3.706178084015846e-06,167000000.0,0.04510000000000001,15.69
2.1675190478563308e-13,3.5348840653896334e-06,2.389651045203209e-06,5.08903006464243e-06,2.805591940879822e-06,2.813964545726776e-06,28000000.0,0.0477,24.9
2.1137330234050752e-13,3.5033006072044375e-06,4.501620054244995e-06,5.1878630518913275e-06,3.6775460690259934e-06,3.50382199510932e-06,92600000.0,0.0481,19.44
1.8772245347499848e-13,1.528744161128998e-06,1.464655101299286e-06,5.963148057460786e-06,3.6508036255836487e-06,4.008990466594696e-06,127000000.0,0.020599999999999997,17.93
2.477970004081726e-13,3.501270264387131e-06,2.690687768161297e-06,4.249554336071015e-06,3.455732986330986e-06,3.703291207551956e-06,107000000.0,0.0455,18.4
2.4340219497680665e-13,2.6020083725452424e-06,3.972287714481354e-06,4.798344612121582e-06,2.9863951802253724e-06,2.7245453596115114e-06,11700000.000000006,0.0369,38.32
1.6476639807224274e-13,3.396947264671326e-06,3.7568793296813968e-06,5.351983189582825e-06,4.131921708583832e-06,2.6894913911819457e-06,18400000.000000004,0.11400000000000002,25.249999999999996
1.6826219260692597e-13,3.550728410482407e-06,3.7266297340393067e-06,5.42717668414116e-06,3.6969818621873857e-06,2.8756306171417235e-06,11500000.000000002,0.0505,39.64
2.4515025317668916e-13,2.5004111230373385e-06,2.6702468991279603e-06,4.4162026643753056e-06,3.2704646438360216e-06,3.182131737470627e-06,86600000.0,0.0337,18.54
1.5189030468463897e-13,1.4220575094223023e-06,3.8068751692771915e-06,5.013879925943912e-06,3.944760918617249e-06,2.5440216660499573e-06,19700000.0,0.109,19.63
1.493492603302002e-13,4.478328466415406e-06,1.4573169350624085e-06,4.283836126327515e-06,3.1981140971183776e-06,3.6529958993196487e-06,172000000.0,0.056100000000000004,17.55
2.4659204483032225e-13,1.5258557796478272e-06,4.53527194261551e-06,5.759431004524232e-06,2.9907015562057495e-06,3.425896689295769e-06,34500000.00000001,0.023099999999999996,31.37
2.2252607941627503e-13,4.499138116836548e-06,4.4957658648490905e-06,4.526178091764451e-06,3.84445172548294e-06,3.907732993364334e-06,118000000.0,0.0596,18.86
1.497140347957611e-13,3.496107280254364e-06,2.2097787559032443e-06,5.700562775135041e-06,3.2727912366390226e-06,4.0951756834983825e-06,178000000.0,0.046099999999999995,16.22
1.6220249831676483e-13,3.5207903981208804e-06,4.602880775928498e-06,3.965761423110963e-06,3.91639518737793e-06,3.904674261808395e-06,148000000.0,0.0459,20.02
1.9139014780521394e-13,4.511395275592804e-06,4.245303422212601e-06,5.2666430771350865e-06,3.3511965870857238e-06,4.176382541656494e-06,142000000.0,0.060000000000000005,17.95
1.9218952357769011e-13,3.4880209565162663e-06,2.5325221717357637e-06,5.485799491405487e-06,3.423310324549675e-06,4.150332450866699e-06,147000000.0,0.0463,16.96
1.9891235232353212e-13,3.5068481862545013e-06,1.4159662127494813e-06,4.548678517341614e-06,3.625560775399208e-06,3.8134430944919585e-06,134000000.0,0.04410000000000001,17.85
2.349308729171753e-13,1.5242108702659607e-06,2.493683785200119e-06,5.701359689235688e-06,2.9389629364013674e-06,4.294477999210358e-06,116000000.0,0.020899999999999995,19.33
1.9180354923009872e-13,2.510150045156479e-06,1.4934913516044618e-06,4.462934076786042e-06,4.3247145414352415e-06,2.814319908618927e-06,91200000.0,0.032999999999999995,17.25
2.0038435496389865e-13,3.501481890678406e-06,4.490921795368195e-06,5.269724279642105e-06,3.531577795743942e-06,3.243336170911789e-06,72400000.0,0.0487,21.56
2.4964507818222045e-13,4.464419513940811e-06,1.3745679259300233e-06,4.14789640903473e-06,3.3877772837877274e-06,3.5234235487878324e-06,109000000.0,0.0556,17.6
2.4135943949222565e-13,4.486321181058884e-06,2.9614157415926456e-06,5.127883598208428e-06,3.699005350470543e-06,4.049120187759399e-06,121000000.0,0.059,17.4
1.5917758643627166e-13,1.7826529741287232e-06,3.6187962144613268e-06,5.453710585832597e-06,3.940646350383758e-06,2.497254729270935e-06,73300000.0,0.12200000000000001,4.950000000000001
2.355529487133026e-13,1.519846022129059e-06,4.318033397197724e-06,5.847679734230042e-06,3.4741437286138534e-06,4.177148878574371e-06,86200000.0,0.0216,23.19
2.462507724761963e-13,3.500046014785767e-06,3.215057417750359e-06,4.054590463638306e-06,4.036486506462097e-06,3.0322496592998503e-06,81200000.0,0.0465,18.64
2.3309604227542876e-13,4.500102639198303e-06,2.335783839225769e-06,4.355708956718445e-06,3.271787568926811e-06,2.9458557963371278e-06,89700000.0,0.0589,15.84
2.494160056114197e-13,2.5184448659420013e-06,1.4104766249656677e-06,4.873934596776963e-06,2.9360575675964353e-06,2.6697999835014345e-06,24100000.0,0.0338,23.72
1.5284791588783263e-13,3.5212449431419377e-06,3.6953501701354983e-06,5.506873846054078e-06,3.7966098785400392e-06,2.8828059434890745e-06,12100000.0,0.0504,39.88
2.2321372032165527e-13,3.5120958387851717e-06,4.276549369096756e-06,4.631153404712677e-06,3.838519215583801e-06,2.885772168636322e-06,59000000.0,0.0483,21.88
2.5399460792541505e-13,1.5068693161010743e-06,1.5066119134426118e-06,5.41704061627388e-06,2.8258376121520998e-06,3.122835069894791e-06,54400000.0,0.020999999999999998,21.03
2.343772143125534e-13,3.499680072069168e-06,3.3715345412492755e-06,4.174367845058441e-06,3.74901582300663e-06,3.2998171895742415e-06,95100000.0,0.0465,18.62
2.4796050786972044e-13,4.467926770448685e-06,1.3737178444862367e-06,4.338143646717072e-06,3.6668290942907335e-06,3.924121677875519e-06,119000000.0,0.0557,18.17
2.475095987319946e-13,4.486344784498215e-06,2.627962209284306e-06,4.0726967453956605e-06,3.348698452115059e-06,3.909748941659927e-06,113000000.0,0.05709999999999999,18.86
1.4967549443244935e-13,1.5455018877983093e-06,3.971154302358628e-06,5.686032354831696e-06,3.2914741933345793e-06,4.511713266372681e-06,161000000.0,0.0214,20.67
1.9146250039339065e-13,1.5047092437744142e-06,2.150941908359528e-06,4.371467709541321e-06,3.1832699179649354e-06,3.7638410329818726e-06,124000000.0,0.020000000000000007,19.33
2.080359160900116e-13,2.5228065848350525e-06,3.873277544975281e-06,5.331175744533539e-06,2.4924362897872924e-06,2.936698615550995e-06,22199999.999999993,0.03640000000000001,33.78
1.6544534862041474e-13,2.4710286855697634e-06,3.5774859488010407e-06,5.648110032081605e-06,3.2947447746992113e-06,2.7875905632972717e-06,14199999.999999998,0.0925,27.069999999999997
2.0000895485281945e-13,2.503007143735886e-06,2.7562718018889427e-06,4.285231590270997e-06,3.2834428697824477e-06,4.356932938098908e-06,141000000.0,0.03219999999999999,19.64
1.8609835356473923e-13,4.507813632488251e-06,3.758502244949341e-06,5.639640331268311e-06,3.0123533606529234e-06,4.316025257110596e-06,152000000.0,0.060000000000000005,17.12
1.8067212998867035e-13,1.5124833583831788e-06,4.753490567207336e-06,6.068736553192139e-06,2.5972029566764833e-06,3.620920404791832e-06,49800000.0,0.023099999999999996,30.59
2.2837971448898316e-13,4.4891706705093385e-06,2.5399098694324494e-06,5.249537989497185e-06,3.6190547943115234e-06,3.9464996755123135e-06,125000000.0,0.0589,16.69
2.016286987811327e-13,3.503431409597397e-06,4.180292040109634e-06,5.163433194160462e-06,3.336873859167099e-06,3.7761779725551607e-06,117000000.00000001,0.0475,18.43
1.9737598467618226e-13,3.498553454875946e-06,4.432701766490937e-06,4.78287097811699e-06,3.75666606426239e-06,3.0674584805965424e-06,78200000.0,0.0482,20.52
1.7882729321718215e-13,1.508311986923218e-06,3.9180886745452885e-06,4.57964950799942e-06,3.771611750125885e-06,3.9391386210918424e-06,126000000.00000001,0.020599999999999997,21.08
2.435122609138489e-13,2.4995587170124055e-06,1.4580865502357483e-06,5.8622617125511175e-06,4.063867270946503e-06,3.35733063519001e-06,68500000.0,0.0337,17.41
1.7506401985883714e-13,3.0509888995438817e-06,2.5419214367866518e-06,5.712494730949403e-06,3.6681870073080065e-06,2.5565983653068543e-06,65100000.0,0.09439999999999998,11.269999999999998
1.7738959193229676e-13,1.500916063785553e-06,4.189585447311401e-06,5.256513267755509e-06,2.897458374500275e-06,2.921867072582245e-06,9349999.999999998,0.024799999999999996,44.18
2.1408594399690627e-13,3.502223074436188e-06,2.799945451319218e-06,4.8648785054683695e-06,3.219168722629547e-06,3.2498972713947296e-06,95600000.0,0.047,17.54
2.2726841866970062e-13,3.495172441005707e-06,1.4884487986564637e-06,4.33172744512558e-06,3.928575873374939e-06,2.7751646637916564e-06,79100000.0,0.0454,15.48
2.396396964788437e-13,1.5199159383773806e-06,4.820844233036042e-06,6.1684914827346805e-06,3.2142011523246766e-06,4.069542825222015e-06,65000000.0,0.022300000000000004,26.25
1.5010456740856172e-13,1.5549922585487368e-06,2.693768508732319e-06,6.1838265657424935e-06,2.99369615316391e-06,4.3441460728645325e-06,154000000.0,0.021500000000000002,19.72
1.4781237840652465e-13,3.9537658095359805e-06,2.252726644277573e-06,5.458225190639496e-06,3.7519068121910095e-06,2.700591266155243e-06,57000000.00000001,0.0621,25.17
1.8365899175405503e-13,3.7954148948192597e-06,2.009687751531601e-06,5.593023300170899e-06,3.5805320888757704e-06,2.6352893710136415e-06,36300000.0,0.0625,27.02
1.9756197538226844e-13,2.8765524700284005e-06,1.4650461673736574e-06,5.546182334423066e-06,4.581781148910523e-06,2.8155917525291444e-06,14300000.0,0.0469,25.8
1.483652949333191e-13,2.4989896416664126e-06,2.985728217288852e-06,4.935499615967274e-06,3.269490584731102e-06,4.190898358821869e-06,176000000.0,0.03330000000000001,18.77
1.4796023964881898e-13,3.503600299358368e-06,3.43521349132061e-06,4.714080363512039e-06,3.5162105038762094e-06,3.980811923742294e-06,168000000.0,0.04619999999999999,18.53
2.1940698474645614e-13,2.100432246923447e-06,4.508037149906159e-06,6.047105669975282e-06,3.191755175590515e-06,2.7673559188842773e-06,48100000.00000001,0.148,6.91
1.6317605376243592e-13,4.508370816707611e-06,3.0855497661978007e-06,5.006674849428237e-06,4.016967296600342e-06,2.695828080177307e-06,18599999.999999996,0.0618,30.15
2.1333923041820526e-13,2.504542171955109e-06,1.4374675154685975e-06,5.280880182981492e-06,4.251404762268066e-06,3.0518084764480592e-06,77300000.0,0.0334,17.18
1.9562329202890396e-13,4.504267930984498e-06,2.895629983395338e-06,5.670474648475648e-06,3.2275564670562743e-06,4.284429371356964e-06,150000000.0,0.0594,16.49
1.4890658855438232e-13,1.5159189105033876e-06,4.202672213315964e-06,5.9437898993492135e-06,2.9693483710289003e-06,4.247722446918487e-06,129000000.00000001,0.0216,22.35
2.277882546186447e-13,4.4984398484230046e-06,4.516552090644837e-06,4.648214280605317e-06,3.8932743072509764e-06,3.646251916885376e-06,104999999.99999999,0.0602,18.65
1.4976131916046143e-13,4.556538999080658e-06,3.170783713459969e-06,5.165650144219399e-06,3.1616832017898558e-06,2.7430307865142823e-06,30100000.0,0.0614,27.18
2.528595507144928e-13,1.5267414450645448e-06,3.197746060788632e-06,6.100991010665894e-06,2.7822293043136595e-06,4.517724990844727e-06,104999999.99999999,0.0214,20.28
1.4567561745643615e-13,3.512022525072098e-06,4.5069742798805236e-06,4.882585749030114e-06,3.79379677772522e-06,2.961813449859619e-06,78700000.0,0.0487,22.8
2.448220551013947e-13,1.5061506628990175e-06,3.519981935620308e-06,4.4470072388648996e-06,3.395355373620987e-06,4.040838658809662e-06,104000000.0,0.020300000000000002,20.5
1.9868572689592837e-13,4.478000700473786e-06,1.4495639204978943e-06,4.344546794891358e-06,3.649668827652931e-06,3.954989343881607e-06,138000000.0,0.0557,18.63
2.352358728647232e-13,3.5065127313137058e-06,1.4604785442352297e-06,4.883868247270584e-06,3.824107348918915e-06,4.039893686771393e-06,127000000.0,0.0444,17.54
2.49887615442276e-13,1.4122615456581117e-06,1.7095660865306855e-06,4.552858263254167e-06,2.8223109245300295e-06,2.4117554426193237e-06,18800000.0,0.0214,30.31
2.1242417991161347e-13,2.4922773241996767e-06,4.869354665279388e-06,5.371802866458894e-06,2.592429578304291e-06,3.01460200548172e-06,18100000.0,0.0377,36.78
2.296918988227844e-13,4.487176716327668e-06,3.880340784788132e-06,5.130689725279809e-06,3.7379033118486403e-06,3.975117295980453e-06,117000000.00000001,0.060000000000000005,17.92
1.8703732043504715e-13,3.499069780111313e-06,1.455020606517792e-06,5.2645684182643894e-06,3.9290493726730345e-06,3.2815568447113038e-06,109000000.0,0.0458,15.23
2.529983043670654e-13,1.523605763912201e-06,4.153789043426514e-06,6.102624893188477e-06,2.9122177958488466e-06,4.353421568870544e-06,88300000.0,0.021699999999999997,22.31
2.32286873459816e-13,3.5031673908233646e-06,2.656830377876759e-06,4.940609298646451e-06,3.0041599869728087e-06,3.2070373594760893e-06,87500000.0,0.047099999999999996,17.33
1.492089033126831e-13,3.509608268737793e-06,3.674616470932961e-06,5.552067637443543e-06,3.211732029914856e-06,4.038114368915558e-06,159000000.0,0.0474,17.89
1.4610376954078674e-13,4.496768116950989e-06,2.3946185857057575e-06,5.403297305107117e-06,3.6659211218357087e-06,2.83913254737854e-06,26700000.000000004,0.0603,26.779999999999998
1.966154232621193e-13,4.487423121929169e-06,2.2116903662681583e-06,4.601356983184815e-06,3.275131344795227e-06,4.324583649635315e-06,156000000.0,0.05700000000000001,18.35
1.6689839363098145e-13,1.5599820613861085e-06,4.6191760897636414e-06,5.780992329120637e-06,3.885070323944091e-06,3.1396502554416657e-06,9470000.000000002,0.031200000000000002,43.27
1.917855605483055e-13,3.532476156949997e-06,3.0129374004900455e-06,4.821357011795045e-06,3.119989037513733e-06,2.629297316074371e-06,22100000.000000004,0.0488,30.3
1.9896636232733726e-13,4.4836416542530065e-06,1.3802127242088319e-06,4.055139064788819e-06,3.280671298503876e-06,4.4489213228225706e-06,150000000.0,0.0538,19.72
2.4530917406082156e-13,1.5272798538208008e-06,3.879170000553132e-06,6.1646240949630745e-06,2.699781894683838e-06,4.494099199771881e-06,99900000.0,0.021699999999999997,21.35
2.449942648410797e-13,2.5042102038860324e-06,1.7914147675037385e-06,4.498816668987274e-06,3.5316187590360643e-06,3.949362963438034e-06,116000000.0,0.0323,18.46
1.493116319179535e-13,3.5006629228591923e-06,2.146694988012314e-06,5.962670922279359e-06,4.1899727582931515e-06,3.035036712884903e-06,11799999.999999996,0.0523,43.04
1.4968939423561095e-13,4.4891733527183534e-06,1.3692362308502198e-06,4.747589409351349e-06,3.1053431630134582e-06,4.431657135486603e-06,199000000.0,0.0557,18.07
1.9921915009617805e-13,3.495179504156113e-06,2.2312712967395785e-06,5.017346810549498e-06,3.5636889785528185e-06,4.19369226694107e-06,149000000.0,0.0454,17.55
2.31979513168335e-13,2.5043222308158874e-06,2.748544827103615e-06,4.790206596255303e-06,3.4598271399736404e-06,3.6376576423645018e-06,104000000.0,0.0337,18.54
1.7570762485265733e-13,2.4868175983428956e-06,4.360887497663499e-06,4.792918205261231e-06,3.672499105334282e-06,3.3899142295122146e-06,103000000.0,0.0346,20.61
1.4983410835266113e-13,2.4908085465431216e-06,4.422598242759705e-06,4.173435509204865e-06,3.6794534474611284e-06,4.26872444152832e-06,167000000.0,0.032999999999999995,20.29
2.058313872665167e-13,1.5290004014968873e-06,2.4221386313438417e-06,5.8773628473281866e-06,2.818033397197723e-06,4.192484319210053e-06,123000000.00000001,0.021100000000000004,19.12
1.8036222010850907e-13,4.253395199775696e-06,4.509134531021119e-06,6.0342395305633555e-06,3.363151654601097e-06,2.554611027240753e-06,124000000.0,0.165,1.7999999999999992
1.8952942714095115e-13,2.503402501344681e-06,1.7871158123016358e-06,4.742933928966522e-06,3.498350605368614e-06,4.3039728999137875e-06,156000000.0,0.03219999999999999,18.57
2.487090110778809e-13,2.496278464794159e-06,3.3366677463054658e-06,5.872304677963257e-06,3.2136300802230834e-06,3.981820851564407e-06,95100000.0,0.0348,19.29
1.9642180800437926e-13,3.5615606904029847e-06,2.828165173530579e-06,5.105280719697476e-06,3.698581323027611e-06,2.6688883900642394e-06,11199999.999999998,0.0496,37.48
2.5769252181053164e-13,1.5234110355377198e-06,4.7068589329719545e-06,6.072286128997803e-06,2.613456189632416e-06,3.901607185602188e-06,53200000.00000001,0.022499999999999996,27.039999999999996
1.9165072962641716e-13,3.508578568696976e-06,1.4766767621040345e-06,5.633031606674195e-06,2.9572916030883788e-06,3.5446791164577008e-06,124000000.0,0.0457,14.55
1.4898232817649842e-13,3.491458296775818e-06,1.4419580698013306e-06,5.626613378524781e-06,3.637217804789543e-06,3.5904136151075362e-06,149000000.0,0.0458,14.84
2.559281051158905e-13,1.5332277417182923e-06,4.854436039924622e-06,6.303501129150392e-06,2.406005620956421e-06,3.947677403688431e-06,47299999.99999999,0.023,28.590000000000003
1.4824450016021728e-13,4.390187323093415e-06,1.3702787160873413e-06,5.2760961353778845e-06,3.0544424653053284e-06,2.795720100402832e-06,42800000.00000001,0.0582,17.51
1.4859914183616637e-13,3.4974099397659303e-06,3.1259676218032837e-06,4.003218233585358e-06,3.5258470326662064e-06,3.914163798093796e-06,166000000.0,0.045,19.54
1.9826010446995497e-13,2.4992353320121765e-06,3.8550733029842375e-06,4.117216408252717e-06,3.557008773088455e-06,4.034329831600189e-06,128000000.0,0.0329,20.08
2.237337440252304e-13,2.4884104728698732e-06,2.0385642349720003e-06,4.425749301910401e-06,3.5542605072259905e-06,2.634373664855957e-06,50900000.00000001,0.0337,20.92
2.469296216964722e-13,4.48447260260582e-06,2.3204467892646792e-06,4.9597338661551484e-06,3.424876719713211e-06,4.008906722068787e-06,123000000.00000001,0.05809999999999999,17.13
2.4064299166202547e-13,2.4997612237930298e-06,4.792660117149353e-06,3.984503865242005e-06,4.353764891624451e-06,4.097145020961761e-06,107000000.0,0.032999999999999995,20.76
2.2788364589214325e-13,2.6871157810091975e-06,2.434418946504593e-06,5.73650199174881e-06,3.5242975503206253e-06,2.6127988696098326e-06,49700000.0,0.0893,10.48
2.474345028400421e-13,2.4948296248912812e-06,2.6605794355273246e-06,4.470240712165833e-06,3.1674733757972717e-06,2.965198457241058e-06,73200000.0,0.034,19.1
1.9821555763483047e-13,2.510624349117279e-06,1.914568215608597e-06,4.525160342454911e-06,3.5178398340940476e-06,4.036606252193451e-06,138000000.0,0.0323,18.72
2.5490284562110903e-13,1.5236815810203554e-06,4.284920901060104e-06,6.179633259773255e-06,2.8298693299293517e-06,4.383300006389618e-06,86500000.0,0.0218,22.51
1.5028368532657623e-13,2.5078615844249727e-06,4.332367837429047e-06,5.563329994678498e-06,3.2739786207675934e-06,4.034131824970245e-06,146000000.0,0.0348,19.59
2.3348243832588196e-13,1.508648693561554e-06,3.437972277402878e-06,5.713575243949891e-06,4.332754492759705e-06,2.5414087772369383e-06,62200000.00000001,0.115,2.9300000000000006
1.4946563839912415e-13,3.5027179419994355e-06,2.80044561624527e-06,4.288470923900605e-06,3.4016351252794264e-06,4.18074244260788e-06,177000000.0,0.0448,19.34
2.182547003030777e-13,3.4960360229015354e-06,2.732617825269699e-06,4.657748848199845e-06,3.4397934153676034e-06,3.5566988326609133e-06,112000000.0,0.04619999999999999,17.59
2.2103155851364135e-13,3.559268295764923e-06,3.7901293337345126e-06,5.32876667380333e-06,3.7659491896629336e-06,2.8774322867393494e-06,8160000.000000005,0.0512,41.65
2.0339025743305682e-13,4.495411813259125e-06,4.017589420080185e-06,4.711289763450623e-06,3.3394989669322968e-06,4.086670279502869e-06,135000000.0,0.059,18.58
2.1622580885887147e-13,3.5063695013523105e-06,2.153018653392792e-06,4.284569561481476e-06,3.7039104253053666e-06,3.988334029912948e-06,127000000.0,0.0445,18.98
2.5112789273262026e-13,1.4664738178253174e-06,2.306127995252609e-06,5.2998987436294565e-06,2.9068138599395754e-06,2.898551404476166e-06,18699999.999999996,0.0216,33.18
2.3341052532196043e-13,2.509056240320206e-06,1.7793287336826325e-06,4.466272294521332e-06,3.6941476017236708e-06,3.4459881000220776e-06,104000000.0,0.0327,17.79
2.2446976602077484e-13,1.5375630855560303e-06,1.6502646803855896e-06,5.9938774108886726e-06,3.6178785115480424e-06,4.148054599761963e-06,116000000.0,0.020700000000000003,18.35
1.5180616974830627e-13,1.503096342086792e-06,2.1579831540584567e-06,5.1426473110914235e-06,3.1780734062194823e-06,3.96838566660881e-06,157000000.0,0.020400000000000005,19.01
1.4925420880317687e-13,3.499225437641144e-06,2.54864202439785e-06,5.349661499261857e-06,3.4611731767654418e-06,4.167214572429657e-06,183000000.0,0.046,17.27
2.2519491910934448e-13,4.497247159481049e-06,2.9840816259384156e-06,4.509544312953949e-06,3.7096795588731766e-06,3.180845558643341e-06,96100000.0,0.0595,17.2
