C1,L1,Rp,Wn,Wn5,Wn6,Wvar,OscillationFrequency,PowerConsumption,OutputPower,PhaseNoise,TuningRange
1.6268969923257828e-13,5.1221487522125234e-09,977.855861186981,2.0638993501663207e-06,1.0992143034934997e-05,2.393601989746094e-06,3.351229667663574e-06,3150000000.0,0.00524,17.1,-99.46,224999999.99999997
1.005187839269638e-13,3.919420003890991e-09,1002.3491680622099,1.5623070240020751e-06,1.2019775152206421e-05,4.018437385559082e-06,4.07937191426754e-06,3860000000.0,0.007640000000000001,17.6,-85.26,387000000.0
1.9507849514484406e-13,3.9818943869322536e-09,2005.6251138448713,1.9997843131422995e-06,1.20032559633255e-05,3.2099391274154185e-06,3.5974254012107848e-06,3400000000.0,0.00635,17.74,-96.83,230000000.0
1.9169727563858033e-13,5.107656478881836e-09,2024.8571783304212,1.9879903331398962e-06,1.2013352930545806e-05,4.027877616882324e-06,4.078683502972126e-06,2950000000.0,0.0077800000000000005,17.93,-97.72999999999999,217000000.00000003
2.0231542587280272e-13,2.9420000314712523e-09,961.1896872520445,2.0060639150440692e-06,1.1994029313325881e-05,2.389641094207764e-06,4.608689785003663e-06,3849999999.9999995,0.00488,16.81,-96.38,344000000.0
1.961836725473404e-13,6.00965929031372e-09,3798.7788915634155,2.778648138046265e-06,1.1003381758928299e-05,3.2023436166346073e-06,4.456552594900131e-06,2490000000.0,0.00694,17.87,-97.37000000000002,179000000.0
1.0560783743858337e-13,3.897184446454048e-09,3850.5658209323883,2.3608745098114015e-06,1.0987258911132812e-05,2.3824251174926757e-06,3.028977394104004e-06,3730000000.0,0.00529,17.76,-100.9,266000000.0
1.8109008371829986e-13,5.3507294654846184e-09,3492.996782064438,1.9615173757076264e-06,1.099432623386383e-05,3.1928001053631307e-06,3.32919305562973e-06,3010000000.0,0.00681,18.02,-95.73000000000002,198000000.00000003
2.016384184360504e-13,5.963855504989624e-09,2009.126156568527,2.438896322250366e-06,1.2006731986999512e-05,3.2075993828475476e-06,3.878370530903339e-06,2620000000.0,0.00642,17.71,-96.26999999999998,172000000.0
1.533526536077261e-13,4.115240804851054e-09,957.6116204261778,1.5320128917694091e-06,1.0982096552848815e-05,4.02616958618164e-06,4.621891081333161e-06,3550000000.0,0.0082,17.65,-101.7,175000000.0
1.1286419630050659e-13,4.121210992336273e-09,950.9752988815305,1.1936071395874024e-06,1.0995743989944458e-05,3.19706936404109e-06,4.561628997325897e-06,3830000000.0,0.00656,17.36,-89.52999999999999,430000000.0
1.8828697800636291e-13,5.175636172294616e-09,1927.633002400398,1.1827706336975098e-06,1.0990763306617736e-05,3.190672468394041e-06,3.5358765721321105e-06,3250000000.0,0.00656,17.91,-94.6,253999999.99999997
1.7539599537849426e-13,2.9510264396667477e-09,3944.6246325969696,2.361502432823181e-06,1.0994394540786743e-05,4.012481307983399e-06,4.093856953084469e-06,3789999999.9999995,0.00845,18.06,-94.12,269000000.0
1.1164578199386597e-13,5.800095796585082e-09,3768.1371569633484,1.9204311192035676e-06,1.0990199923515319e-05,4.003209781646728e-06,4.273553848266602e-06,2930000000.0,0.00835,18.16,-96.76,267000000.0
1.408258393406868e-13,4.6314424276351925e-09,2955.872043967247,1.6198866128921509e-06,1.2010608315467835e-05,2.3907044410705567e-06,4.351337045431138e-06,3350000000.0,0.00482,17.54,-96.57999999999998,312000000.0
1.4726502634584903e-13,3.0769855380058286e-09,3068.3110058307648,1.5782743453979492e-06,1.2012828528881073e-05,2.3825541496276856e-06,4.045930173248053e-06,4240000000.0,0.00482,17.55,-104.5,379000000.0
1.0379827618598937e-13,2.974363803863525e-09,3089.9790972471237,1.9724462151527404e-06,1.2005462288856505e-05,2.3910743713378905e-06,4.566105663776398e-06,4219999999.9999995,0.00488,17.46,-106.3,428000000.0
1.2868532687425612e-13,3.998869085684418e-09,3700.916349887848,1.966497415304184e-06,1.0992923140525818e-05,4.014508152008056e-06,3.367505609989166e-06,3620000000.0,0.00835,18.21,-95.2,267000000.0
1.4221433848142623e-13,4.186075299978255e-09,2890.0537192821503,1.193424415588379e-06,1.200879681110382e-05,3.2001487366855146e-06,4.774516761302949e-06,3620000000.0,0.00612,17.76,-98.88000000000001,375000000.0
9.716576933860779e-14,1.9723803997039792e-09,3228.190153837204,2.530025577545166e-06,1.098875331878662e-05,2.3843671798706055e-06,3.998822933179326e-06,5090000000.0,0.00529,17.54,-97.3,431000000.0
1.2239757478237153e-13,4.604842841625213e-09,2556.977652013302,1.6027889728546143e-06,1.0992161273956298e-05,3.193766612559557e-06,4.33026272058487e-06,3420000000.0,0.00671,17.84,-93.6,327000000.0
1.1588425040245057e-13,4.706202507019042e-09,2678.2113648951054,1.9480366826057434e-06,1.0990458905696868e-05,4.012365531921387e-06,4.409191399812699e-06,3250000000.0,0.00835,18.03,-90.31,298000000.0
1.196244090795517e-13,5.138957381248473e-09,3613.972097635269,2.681283950805664e-06,1.0993845641613007e-05,3.9978817462921145e-06,3.392088949680328e-06,3000000000.0,0.00853,18.16,-93.18,207000000.0
1.080823302268982e-13,1.9547672271728515e-09,2003.7979036569593,1.6457671880722047e-06,1.0997610092163085e-05,2.3938940048217773e-06,4.940702378749848e-06,5300000000.0,0.00517,17.35,-89.75,617000000.0
1.9850511252880096e-13,2.012749910354614e-09,944.8078274726865,2.4241854190826418e-06,1.0998211085796356e-05,3.996128034591675e-06,2.9975961446762083e-06,4780000000.0,0.00845,17.74,-96.23000000000002,272000000.0
1.0326016545295715e-13,3.89893502742052e-09,2195.749521255493,1.9742656290531158e-06,1.2005509197711944e-05,4.0151874542236325e-06,4.6884088516235356e-06,3580000000.0,0.0077800000000000005,17.85,-78.54,345000000.0
1.1742107570171357e-13,4.062523610889911e-09,3938.280314207077,1.5778408527374268e-06,1.2000674545764923e-05,4.004293155670166e-06,4.559041261672974e-06,3610000000.0,0.007640000000000001,18.03,-95.49,352000000.0
1.120366245508194e-13,5.6293884515762324e-09,3827.200472354889,1.601409387588501e-06,1.2008596897125244e-05,3.1809246718883514e-06,3.7303233742713927e-06,3180000000.0,0.00625,17.96,-96.57999999999998,281000000.0
2.0018528699874878e-13,4.13697774708271e-09,2627.8835460543633,1.1624462127685547e-06,1.0993085026741027e-05,3.1936819456517695e-06,3.180887162685394e-06,3650000000.0,0.00656,18.02,-96.41000000000001,258000000.0
1.7840936481952668e-13,6.034251451492309e-09,1914.6929979324339,2.4263985633850097e-06,1.0986509680747984e-05,4.023661613464356e-06,3.918111443519592e-06,2640000000.0,0.00845,18.01,-93.11,184000000.0
1.5747429877519607e-13,1.99497652053833e-09,3932.038187980652,1.170323371887207e-06,1.0994873344898223e-05,2.395678997039795e-06,4.5014094710350044e-06,5330000000.0,0.00508,17.64,-100.2,555000000.0
9.743348360061646e-14,2.9861667156219478e-09,2130.2640587091446,2.803538227081299e-06,1.2015472888946533e-05,3.1992768578231333e-06,5.0190176963806155e-06,3830000000.0,0.00647,17.51,-99.54,358000000.0
1.8946715891361237e-13,2.9656008481979366e-09,1041.112810373306,1.1342175483703613e-06,1.200888979434967e-05,3.1908857576549052e-06,4.544616162776947e-06,4200000000.0000005,0.00612,17.23,-98.29,416000000.0
9.972493648529053e-14,4.0062788100913164e-09,3970.4146087169647,2.78051118850708e-06,1.2012079775333405e-05,4.005135345458984e-06,4.415125727653504e-06,3330000000.0,0.00795,17.95,-94.18,279000000.0
1.1687276661396027e-13,6.041199445724486e-09,1937.1923506259916,2.8402544021606446e-06,1.0987887382507324e-05,3.193354495614767e-06,4.946460664272309e-06,2610000000.0,0.00694,17.67,-97.22000000000001,232000000.0
1.2600429952144623e-13,1.951995849609375e-09,3166.951432824135,1.6068056106567383e-06,1.2001983761787414e-05,4.01536922454834e-06,3.986464852467179e-06,5310000000.0,0.007640000000000001,17.98,-101.3,471000000.0
1.5236706994473934e-13,2.995049238204956e-09,966.527462005615,2.0576537191867828e-06,1.0990387737751006e-05,2.3897092819213866e-06,2.96493399143219e-06,4279999999.9999995,0.00524,17.13,-101.99999999999999,292000000.0
1.572323501110077e-13,5.2125773429870596e-09,3675.703227519989,1.6136662483215331e-06,1.2000133633613586e-05,2.3873958587646486e-06,3.845390751957893e-06,3170000000.0,0.00482,17.67,-99.33,263000000.0
1.6532568037509918e-13,6.053911447525023e-09,3853.3299267292023,1.6386710643768311e-06,1.0991028189659119e-05,2.38426513671875e-06,3.492397665977478e-06,2940000000.0,0.00517,17.83,-98.84,227000000.0
1.2871906459331513e-13,3.842439875006675e-09,2147.2316682338715,2.407160234451294e-06,1.099047863483429e-05,4.017210578918457e-06,4.229850575327874e-06,3430000000.0,0.00845,17.96,-93.2,274000000.0
1.4807887058705092e-13,2.963696956634521e-09,922.4156737327573,2.4151487350463867e-06,1.2007729828357697e-05,3.1933512441813946e-06,3.009309709072113e-06,4110000000.0,0.00642,17.39,-96.19,257000000.0
1.9177829027175903e-13,6.0447540283203115e-09,935.667037963867,2.815419101715088e-06,1.0993076503276824e-05,4.020383167266846e-06,4.881712377071381e-06,2460000000.0,0.00853,17.61,-96.22,28500000.0
1.7895199060440063e-13,3.053536176681518e-09,3885.3236734867096,1.6230902671813965e-06,1.2013700723648072e-05,4.012189483642578e-06,2.9773435592651366e-06,4249999999.9999995,0.007640000000000001,18.19,-94.07,260000000.0
1.0220079720020294e-13,1.969624280929565e-09,3083.8857889175415,2.059142655134201e-06,1.099170422554016e-05,2.3839876174926757e-06,3.961978044360876e-06,5300000000.0,0.00524,17.57,-90.07,480000000.0
1.7662901282310487e-13,2.9197404384613034e-09,3996.3925182819366,1.6402638912200928e-06,1.0994437634944915e-05,2.395425891876221e-06,5.0676411390304574e-06,3970000000.0,0.00517,17.59,-89.8,389000000.0
1.757001757621765e-13,4.569884777069091e-09,3163.5299623012543,1.6321213006973266e-06,1.0995850086212158e-05,2.3952717781066894e-06,4.0985367670655255e-06,3310000000.0,0.00517,17.67,-98.48,275000000.0
1.0327465236186981e-13,3.924431025981903e-09,4119.4727420806885,2.7989904403686523e-06,1.2006490051746368e-05,2.3954123497009276e-06,4.677007496356965e-06,3390000000.0,0.00497,17.49,-99.46,299000000.0
1.0331704318523407e-13,4.900809705257415e-09,962.4258279800413,1.1978160858154297e-06,1.099271923303604e-05,2.3902216911315917e-06,2.950559616088867e-06,3860000000.0,0.00508,17.15,-96.31,361000000.0
1.9977470338344573e-13,2.9288898706436154e-09,1004.8338770866392,2.387977123260498e-06,1.1998344123363495e-05,3.1933200918138027e-06,3.6003366112709044e-06,3840000000.0,0.00642,17.34,-90.6,252999999.99999997
1.1127587854862213e-13,4.7127870321273795e-09,3471.10915184021,1.9726383626461028e-06,1.2010234594345093e-05,4.01230640411377e-06,4.218621164560318e-06,3250000000.0,0.0077800000000000005,18.02,-93.58,293000000.0
1.0200764536857605e-13,1.9816465377807617e-09,3430.5815994739532,1.1832386016845702e-06,1.099348497390747e-05,3.1986362867057325e-06,4.206532463431359e-06,5760000000.0,0.00656,17.88,-97.34,622000000.0
1.6225443333387375e-13,3.9080858603119845e-09,3780.722439289093,1.1793964385986328e-06,1.0990762531757355e-05,4.027551555633545e-06,2.990799784660339e-06,3920000000.0000005,0.008,18.36,-92.74,279000000.0
1.2643218040466309e-13,2.003347873687744e-09,3014.851361513138,2.7410645484924315e-06,1.0986008822917938e-05,4.003738689422607e-06,5.012856125831605e-06,4580000000.0,0.00853,17.86,-85.3,393000000.0
9.693693518638611e-14,3.092541933059692e-09,1978.7779897451398,1.929917627573013e-06,1.0987981259822845e-05,3.207631217688322e-06,2.9827785491943357e-06,4480000000.0,0.00681,17.88,-89.95,339000000.0
1.18117755651474e-13,6.028600692749023e-09,3321.8714892864227,1.996315333247185e-06,1.2011837661266327e-05,4.017371559143066e-06,4.751069366931916e-06,2810000000.0,0.0077800000000000005,17.99,-92.30000000000001,269000000.0
1.7002919912338257e-13,5.992076158523559e-09,4097.736299037933,1.210930871963501e-06,1.0992682337760925e-05,3.2227616667747496e-06,5.046596288681031e-06,2840000000.0,0.00656,17.95,-87.53000000000002,290000000.0
1.0434227883815765e-13,5.714130401611327e-09,3656.1112999916077,1.9236159324645996e-06,1.0996246457099914e-05,4.003221321105957e-06,3.3776467442512514e-06,3080000000.0,0.00835,18.25,-87.73999999999998,250999999.99999997
1.4853146206587554e-13,2.9574801921844477e-09,1971.119165420532,1.228449010848999e-06,1.2009684801101685e-05,2.3869537353515625e-06,5.007743358612061e-06,4240000000.0,0.00473,17.3,-99.33,490000000.00000006
1.1464200615882873e-13,4.6475420594215385e-09,2768.0396288633347,1.5989942550659179e-06,1.099031615257263e-05,4.011912822723389e-06,4.345463603734971e-06,3380000000.0,0.0082,18.07,-90.74,327000000.0
9.907145500183105e-14,5.0159296989440915e-09,4046.8104481697083,2.3541090488433838e-06,1.2014520347118377e-05,2.3844080924987793e-06,3.935202397406102e-06,3190000000.0,0.00493,17.61,-98.71000000000001,275000000.0
1.4915141873061658e-13,2.0174129009246825e-09,3947.373539209366,1.1740094184875487e-06,1.0988596081733703e-05,3.2026072673499583e-06,3.949167054146529e-06,5410000000.0,0.00656,17.96,-92.80000000000001,507999999.99999994
1.4562811367213727e-13,2.02271819114685e-09,3260.5573534965515,2.8068316459655764e-06,1.2006276726722717e-05,4.020427513122559e-06,4.597446501255036e-06,4570000000.0,0.00795,17.83,-97.73999999999998,355000000.0
1.9471551775932312e-13,1.958137273788452e-09,2094.2968875169754,2.0506348371505736e-06,1.1000305980443954e-05,4.013495540618897e-06,5.054559946060181e-06,4580000000.0,0.00835,17.84,-90.83000000000001,386000000.0
1.4021293073892594e-13,5.078854322433471e-09,1901.3354182243345,1.5909265995025634e-06,1.0987948536872863e-05,4.0113539695739745e-06,4.971674263477326e-06,3070000000.0,0.0082,17.93,-99.62,304000000.0
2.030688762664795e-13,2.967940211296081e-09,3082.900881767273,2.8070252418518068e-06,1.2001205801963806e-05,3.2062018029391764e-06,4.853328585624696e-06,3530000000.0,0.00647,17.63,-98.71000000000001,263000000.0
1.8281083703041078e-13,4.924755156040191e-09,2151.9097089767456,1.1601126670837402e-06,1.0997009873390196e-05,4.019633674621582e-06,4.7710284590721136e-06,3170000000.0,0.008,18.0,-94.33,301000000.0
1.904844045639038e-13,4.122572444379329e-09,2816.5685683488846,1.988344870507717e-06,1.1997933298349381e-05,3.2030124209821222e-06,3.3598628640174863e-06,3390000000.0,0.00635,17.86,-96.39999999999999,220999999.99999997
9.976781010627747e-14,5.023134112358093e-09,991.2678003311155,1.963327217102051e-06,1.2007558524608613e-05,4.00390796661377e-06,3.937616646289826e-06,3300000000.0,0.0077800000000000005,17.61,-94.24,303000000.0
1.5363467521965505e-13,4.9792922735214225e-09,1981.5743714570997,1.997747130692005e-06,1.2001926839351653e-05,2.3912936210632326e-06,4.960614204406739e-06,3030000000.0,0.00488,17.32,-84.45,284000000.0
1.0823379456996918e-13,1.952623128890991e-09,975.7571220397947,1.592627716064453e-06,1.0986372470855712e-05,2.3859587669372558e-06,3.032728374004364e-06,5860000000.0,0.00517,17.09,-86.88,518000000.0
1.4860680513083936e-13,5.012563586235046e-09,2840.257614850998,1.6019837379455567e-06,1.2003713428974151e-05,4.014260482788086e-06,4.8958840966224675e-06,3070000000.0,0.007640000000000001,17.95,-96.97,295000000.0
1.8090201020240785e-13,2.95334780216217e-09,3826.9470036029816,2.796333408355713e-06,1.200737351179123e-05,4.008584785461426e-06,4.981504797935486e-06,3570000000.0,0.00795,17.86,-97.28,276000000.0
1.0767323076725006e-13,2.9508651494979856e-09,3682.1509897708893,1.5635716915130615e-06,1.0996070504188536e-05,4.001443767547607e-06,3.4510921239852905e-06,4520000000.0,0.0082,18.2,-91.94,380000000.0
1.2564065754413604e-13,2.945634007453918e-09,3214.483082294464,1.605944013595581e-06,1.2001635193824768e-05,4.008449363708496e-06,5.050793051719666e-06,4120000000.0,0.007640000000000001,17.91,-86.3,419000000.0
1.5437064282596112e-13,4.1262857317924495e-09,1914.9981439113615,1.198558521270752e-06,1.2006067037582398e-05,2.3849374771118165e-06,3.370560586452484e-06,3909999999.9999995,0.00473,17.52,-99.59,331000000.0
1.19817391037941e-13,2.0346847772598265e-09,2025.897607207298,2.821516799926758e-06,1.200904279947281e-05,2.379106140136719e-06,4.029802441596985e-06,4820000000.0,0.00497,17.3,-101.2,378000000.0
1.5985023379325866e-13,5.785396218299865e-09,2105.7959645986557,1.9931804597377777e-06,1.2000392079353332e-05,3.1936014764010905e-06,3.6158303022384645e-06,2900000000.0,0.00635,17.79,-95.78,214000000.0
1.4457357600331306e-13,6.027246236801147e-09,1942.2074556350706,2.8051005363464355e-06,1.0985155045986176e-05,2.401410722732544e-06,3.475793957710266e-06,2730000000.0,0.00533,17.54,-96.74999999999999,181000000.0
1.0385063290596008e-13,1.990514516830444e-09,4009.8419189453125,2.383375024795532e-06,1.2000501871109009e-05,3.201328157633543e-06,4.601007461547852e-06,4960000000.0,0.00642,17.71,-100.0,454000000.0
1.3572657704353333e-13,5.591743111610412e-09,2388.148821890354,1.1790060997009277e-06,1.0992633938789367e-05,4.011191749572754e-06,3.879568606615066e-06,3200000000.0,0.008,18.15,-89.85000000000001,295000000.0
1.9863459765911101e-13,5.9810644388198845e-09,956.1067223548887,1.599907684326172e-06,1.200713288784027e-05,2.38466796875e-06,2.9933704137802124e-06,2960000000.0,0.00482,17.05,-95.57,198000000.00000003
1.7771947085857393e-13,2.922156691551208e-09,957.9665660858152,2.8038747787475584e-06,1.2005230963230133e-05,2.3790447235107424e-06,4.071727648377419e-06,3770000000.0,0.00497,16.86,-94.73,285000000.0
1.4802126213908196e-13,6.006110429763793e-09,963.9137387275694,1.9442161202430726e-06,1.0993380308151244e-05,3.2067324914038183e-06,3.6079936623573303e-06,2920000000.0,0.00681,17.49,-89.42,224999999.99999997
1.7673304080963135e-13,4.66862291097641e-09,3407.9771041870117,1.6302690267562867e-06,1.2002168118953705e-05,2.390847396850586e-06,3.6978700160980223e-06,3330000000.0,0.00482,17.66,-99.18000000000002,258000000.0
1.2519579082727432e-13,1.9873721599578854e-09,892.2057747840879,1.576232147216797e-06,1.2006958425045013e-05,2.390221405029297e-06,4.994069755077363e-06,5190000000.0,0.00482,16.7,-107.2,637000000.0
1.6827186644077302e-13,4.982809960842132e-09,3937.046855688095,1.154384422302246e-06,1.2008426249027252e-05,3.2029012374579907e-06,2.9847673177719114e-06,3520000000.0,0.00612,18.1,-98.03,251999999.99999997
1.0509589016437531e-13,1.9689986705780026e-09,3105.937346816063,2.009655198454857e-06,1.0997179925441742e-05,3.1998113587498666e-06,4.538148164749146e-06,5150000000.0,0.00681,17.77,-96.69,496000000.00000006
1.515488527715206e-13,2.986363410949707e-09,1977.7289777994154,1.9469255685806275e-06,1.0985198020935059e-05,4.009914779663086e-06,4.552116096019745e-06,3950000000.0000005,0.00835,17.91,-87.48,338000000.0
1.0683455169200897e-13,1.968437910079956e-09,3991.7710721492767,1.1773008346557617e-06,1.0991126000881194e-05,3.202321761101484e-06,4.0203623957932e-06,5750000000.0,0.00656,17.95,-99.26,604000000.0
1.5380514748394488e-13,6.0565779209136955e-09,3888.748049736023,1.1793774604797362e-06,1.2006427764892577e-05,3.2022948496043683e-06,4.914067566394807e-06,2920000000.0,0.00612,17.87,-99.32,300000000.0
1.0893878638744355e-13,2.9684177637100216e-09,983.1290841102598,2.3904281139373777e-06,1.0992273092269897e-05,4.016242790222168e-06,3.4746866226196287e-06,4219999999.9999995,0.00845,17.71,-90.48000000000002,313000000.0
1.1942491233348847e-13,3.003711402416229e-09,992.5395250320432,2.417594575881958e-06,1.1999628245830536e-05,2.394194507598877e-06,3.5170578062534333e-06,4159999999.9999995,0.00493,16.92,-90.00999999999999,332000000.0
2.051514446735382e-13,1.93540620803833e-09,1002.5588274002073,2.7859583854675294e-06,1.2005400240421295e-05,4.0109375e-06,4.106726095080376e-06,4480000000.0,0.00795,17.52,-96.19,298000000.0
1.8880403339862824e-13,5.720824837684631e-09,2102.461263537407,1.1923133850097656e-06,1.2002982199192047e-05,3.1996077321469783e-06,3.050757110118866e-06,3120000000.0,0.00612,17.92,-95.23,218000000.00000003
1.6161449700593948e-13,4.936098217964172e-09,997.5059032440183,1.5920937061309814e-06,1.2001371800899505e-05,4.007416915893555e-06,3.344119369983673e-06,3320000000.0,0.007640000000000001,17.69,-93.94999999999999,246000000.00000003
1.2993170469999314e-13,2.0244661569595335e-09,2941.2184208631516,1.17076473236084e-06,1.0992245495319366e-05,3.196214994043112e-06,4.9504944682121285e-06,5330000000.0,0.00656,17.77,-94.04,601000000.0
1.0582477152347564e-13,1.9466261863708494e-09,1969.2596793174741,1.981017716228962e-06,1.2008440911769867e-05,4.004231834411621e-06,4.572273135185243e-06,5140000000.0,0.0077800000000000005,17.78,-95.17,491000000.00000006
1.3291469365358352e-13,4.904705286026001e-09,2172.605812549591,1.1887942314147949e-06,1.2004417896270752e-05,3.2006129346787927e-06,4.173130601644516e-06,3440000000.0,0.00612,17.76,-95.34,339000000.0
1.3042074739933014e-13,2.9689297676086424e-09,3681.921124458313,2.3381654262542726e-06,1.200663322210312e-05,4.013510608673096e-06,3.987169783562422e-06,3980000000.0000005,0.00787,17.98,-81.89,304000000.0
1.2669030874967576e-13,2.0136456489562985e-09,4039.027750492096,1.1555306434631348e-06,1.200412356853485e-05,4.005317306518555e-06,4.56594055891037e-06,5420000000.0,0.00746,18.0,-96.03,570000000.0
1.5649561285972596e-13,6.03119659423828e-09,1010.1165771484373,2.5344603061676027e-06,1.0988961458206175e-05,2.387346076965332e-06,3.995627041906118e-06,2720000000.0,0.00529,17.05,-94.47,214000000.0
1.552477654069662e-13,4.90971028804779e-09,1025.4431664943693,2.429514265060425e-06,1.2003635227680207e-05,2.39140043258667e-06,3.9767286255955696e-06,3070000000.0,0.00493,16.9,-92.51,246000000.00000003
