Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
6.369379285722971e-06,752.8922110795974,6.937720715999603e-06,8.493034211918712e-06,237000000.0,0.0009550000000000001,8.58
8.703766644001006e-06,1218.1545766070485,1.5544436216354368e-05,6.351889461278916e-06,151000000.0,0.00152,13.820000000000002
4.860241323709488e-06,1523.60849827528,9.802963033318518e-06,8.09661339968443e-06,107000000.00000001,0.00091,16.33
7.639033868908882e-06,1405.4195508360863,1.2320180505514145e-05,6.233736723661423e-06,129999999.99999999,0.00129,14.74
6.123947069048882e-06,1296.9481628388166,1.3265042573213576e-05,9.311749428510666e-06,132999999.99999999,0.00119,16.18
5.10669931769371e-06,1377.1551251411438,1.2739851623773574e-05,8.679312530905008e-06,120000000.0,0.00103,16.45
6.476295556873083e-06,968.8943699002265,1.2876830086112021e-05,9.081395983695984e-06,177000000.0,0.00122,13.9
7.7600938975811e-06,1288.675389252603,7.038532316684722e-06,8.329812787473203e-06,124000000.00000001,0.00104,13.730000000000002
8.366922095417977e-06,1103.9604917168617,1.3537622302770613e-05,7.5912420302629475e-06,182000000.0,0.00144,13.460000000000003
7.77318750321865e-06,1203.9894731715322,1.101398953050375e-05,8.675934303551913e-06,145000000.0,0.00129,14.84
7.81629529595375e-06,1617.3835322260857,8.899340599775313e-06,5.534416019916535e-06,124000000.00000001,0.00111,13.43
5.9671389609575274e-06,1324.3778739124537,1.336254985630512e-05,9.33569023013115e-06,129999999.99999999,0.00117,16.35
5.690188005566597e-06,929.6581670641898,1.4924345672130585e-05,9.822575330734253e-06,176000000.0,0.00117,14.48
5.750891625881195e-06,840.7844454050063,1.0850224442780018e-05,7.978303991258144e-06,207000000.0,0.00106,11.520000000000001
4.535639852285385e-06,1137.5109814107418,7.860795497894287e-06,7.803463123738765e-06,143000000.0,0.000817,12.27
6.063418328762054e-06,845.9421098232268,8.772696509957313e-06,8.012289717793464e-06,201000000.0,0.00102,10.939999999999998
7.182429157197475e-06,714.9973809719085,9.009301155805586e-06,8.359198369085788e-06,278000000.0,0.00113,8.66
6.178216204047203e-06,653.5348296165465,1.4910988092422484e-05,9.562165707349778e-06,276000000.0,0.00124,11.340000000000002
5.76509003341198e-06,1401.9174464046955,6.936347126960754e-06,8.201513659209014e-06,113000000.0,0.000901,14.42
7.639857307076454e-06,587.0704054832457,1.2822998508810996e-05,8.852834891527892e-06,324000000.0,0.00136,9.54
5.051325246691704e-06,1132.0377886295319,7.875990867614745e-06,7.931232601404191e-06,143000000.0,0.000871,12.56
8.302971929311753e-06,749.0477114915847,1.223144517838955e-05,9.01470397412777e-06,240000000.0,0.00141,12.03
5.618057370185852e-06,674.2618232965468,5.6142057180404655e-06,8.424018478021026e-06,274000000.0,0.000823,6.18
5.165436342358589e-06,782.9139977693557,7.61213457584381e-06,8.072207514196634e-06,234000000.0,0.000875,8.78
8.371255338191986e-06,1105.1304042339325,1.4481061935424804e-05,7.207512348890305e-06,231000000.0,0.00145,11.07
4.495649725198746e-06,1661.9875729084015,1.1026088628917931e-05,9.84736968576908e-06,99999999.99999999,0.000903,17.68
5.904188051819802e-06,1024.7439295053482,9.270643681287764e-06,7.74381822347641e-06,157000000.0,0.00102,12.9
5.101458415389061e-06,785.3607088327407,9.097801595926283e-06,7.935588613152505e-06,233000000.0,0.000921,9.61
7.867611587047577e-06,1214.4086761400104,1.0359693996608257e-05,8.376856327056886e-06,145000000.0,0.00126,14.42
6.48796571418643e-06,1001.9569769501685,1.0423906087875365e-05,8.089058101177215e-06,175000000.0,0.00112,12.49
6.8643773635849356e-06,922.4159792065619,1.4115048810839652e-05,9.538228869438171e-06,179000000.0,0.00132,14.62
4.9131312668323515e-06,1705.7816088199615,1.1279881864786148e-05,7.798064447939395e-06,99999999.99999999,0.0009669999999999999,17.59
5.56305505335331e-06,1775.4902094602585,7.242690920829772e-06,7.854483932256699e-06,94700000.0,0.000881,16.32
5.347181618213653e-06,603.8637161254882,8.762188389897346e-06,8.107751656323672e-06,325000000.0,0.000939,6.69
7.651487901806831e-06,929.3171688914298,6.024230241775512e-06,9.402299419045448e-06,174000000.0,0.000989,10.46
8.068964079022407e-06,1831.5400630235672,1.576790177822113e-05,1.1584912061691284e-05,507000000.0,0.00134,1.71
6.064592868089676e-06,751.9522756338118,5.636316239833831e-06,5.988671034574509e-06,236000000.0,0.000845,7.1899999999999995
4.677755355834961e-06,939.2080157995223,1.4132868751883506e-05,8.569332589395344e-06,175000000.0,0.000996,13.52
7.037225928157568e-06,1651.1485874652863,8.27395960688591e-06,6.874571651220322e-06,103000000.00000001,0.00103,15.71
5.052439838647842e-06,686.263546347618,1.1169725412502885e-05,7.813358940184117e-06,274000000.0,0.000983,9.21
5.318834289908409e-06,683.5161149501799,1.0352177448570728e-05,7.855700582265854e-06,276000000.0,0.000993,8.95
7.812088787555694e-06,1025.8713737130165,1.1573504880070686e-05,7.646314792335034e-06,196000000.0,0.00128,11.84
4.878223389387131e-06,1295.0462559238076,1.0800863668322562e-05,7.982448987662793e-06,124000000.00000001,0.00095,15.28
5.303460940718651e-06,1341.778738424182,1.201258310675621e-05,8.454754576086997e-06,124000000.00000001,0.00104,15.91
4.960591614246369e-06,1294.995623640716,1.0213893093168735e-05,7.935679152607919e-06,124000000.00000001,0.0009430000000000002,15.049999999999999
4.956967145204544e-06,1779.041364789009,7.079923570156097e-06,8.091803569346666e-06,94100000.0,0.000814,16.22
6.161066561937332e-06,1315.0290846824646,1.2035351246595382e-05,8.838960632681846e-06,132999999.99999999,0.00115,15.6
4.604824215173721e-06,1221.3324969634414,8.742851436138152e-06,7.842483595013618e-06,131999999.99999999,0.00085,13.53
4.964806437492371e-06,1551.070161163807,8.633888125419616e-06,8.043067395687104e-06,105000000.00000001,0.000885,15.98
6.305588778108358e-06,1933.5645884275436,1.3689069345593452e-05,5.272316604852677e-06,253000000.0,0.00111,5.290000000000001
7.6048711091279985e-06,2002.0027160644531,1.3955363675951957e-05,1.0058843359351158e-05,460000000.0,0.00121,1.22
7.417346879839897e-06,659.4894677400588,1.2622312396764755e-05,8.891216736286878e-06,278000000.0,0.00133,10.87
5.72557345032692e-06,1640.508085489273,9.632874846458435e-06,6.86786849796772e-06,103000000.00000001,0.000997,16.4
6.027900516986847e-06,765.8083885908126,1.2897641435265541e-05,8.810991737991571e-06,235000000.0,0.00116,11.76
8.711781486868858e-06,1575.2755776047707,1.5590948104858398e-05,6.090300112962723e-06,263999999.99999997,0.00146,7.16
5.7689493298530575e-06,1673.4687685966492,1.0794745787978171e-05,7.591612219810486e-06,105000000.00000001,0.00105,16.93
8.049173668026924e-06,1347.6583696901798,1.3101086854934691e-05,7.722465723752975e-06,130999999.99999999,0.0014,16.05
6.934055730700493e-06,1241.8102805968374,6.747975945472716e-06,8.520223057828843e-06,125000000.00000001,0.000978,13.509999999999998
5.785203382372856e-06,1432.2141706943512,1.1787251643836498e-05,8.632711831480265e-06,121000000.0,0.00109,16.19
8.18247127532959e-06,1230.4695984348655,1.2945455774664878e-05,7.38009150326252e-06,150000000.0,0.0014,14.73
5.257919177412987e-06,1360.7590943574905,7.35419487953186e-06,8.059206001460553e-06,117000000.0,0.000874,14.19
4.997450798749924e-06,1127.5792308151722,1.0190824009478092e-05,7.847122490406037e-06,143000000.0,0.0009470000000000001,13.78
4.633382230997085e-06,950.5174160003661,1.1749138563871383e-05,7.873900786042214e-06,174000000.0,0.000938,12.64
6.48304245248437e-06,595.6268310546874,7.00565469264984e-06,8.588692556135356e-06,323000000.0,0.000968,6.01
6.942046232521534e-06,1322.1691977232695,6.296622455120086e-06,9.383374586701394e-06,117000000.0,0.0009480000000000001,13.8
6.341410148888826e-06,1554.5389950275421,1.10258045271039e-05,8.29268230125308e-06,113000000.0,0.00113,16.62
7.637150958180428e-06,733.7455302476882,1.3388133853673935e-05,9.312374547123908e-06,239000000.0,0.00139,12.55
6.9224566351622345e-06,748.293027281761,1.318855907022953e-05,9.093395747244358e-06,236000000.0,0.00129,12.29
5.021148383617401e-06,1730.9478372335434,1.1638024389743805e-05,7.605923607945442e-06,99999999.99999999,0.000991,17.68
4.7083027660846715e-06,1021.0275277495383,1.4557085335254669e-05,8.903795827180147e-06,157000000.0,0.00101,14.539999999999997
5.677481308579445e-06,933.418221771717,6.335242927074432e-06,8.63070783764124e-06,175000000.0,0.000867,10.16
5.217778846621514e-06,585.9533995389937,1.3676717862486839e-05,8.482064967043699e-06,323000000.0,0.00106,8.77
4.9991485029459004e-06,1723.2004553079605,9.311238646507262e-06,7.751656822860242e-06,97600000.00000001,0.000913,17.04
5.271533265709877e-06,577.8608620166777,1.4769059300422668e-05,9.116381034255028e-06,324000000.0,0.00109,9.17
8.068471759557723e-06,1243.9636697527021,1.0683600962162017e-05,7.976827770471574e-06,143000000.0,0.00129,14.56
5.2069498300552365e-06,1281.5644284710288,8.938158750534057e-06,7.91562706232071e-06,125000000.00000001,0.000931,14.47
6.013680249452591e-06,1149.2588557302952,1.2314110323786735e-05,8.842514436691999e-06,150000000.0,0.00114,14.65
5.4641202986240385e-06,1181.7199662327766,5.705250740051269e-06,7.225008055567742e-06,131999999.99999999,0.00081,11.74
7.042722444981337e-06,895.8381041884421,8.716080546379089e-06,8.301259871572257e-06,200000000.0,0.0011,10.939999999999998
5.0022550374269484e-06,1340.6829051673412,6.752903163433074e-06,8.185714967548848e-06,118000000.0,0.000819,13.56
7.739973708987236e-06,1053.2954633235931,1.2779757499694824e-05,7.088888242840767e-06,213000000.0,0.00132,11.31
8.078853517770767e-06,1735.9858304262161,1.1589738473296165e-05,8.54276545252651e-06,242000000.0,0.00127,9.2
4.816838622093201e-06,601.8728017807006,6.281069755554199e-06,8.55076082702726e-06,323000000.0,0.000783,4.96
6.640170380473137e-06,1443.9099207520485,1.173316829651594e-05,8.738721381872892e-06,121000000.0,0.0012,16.5
7.793662548065186e-06,1376.8558017909527,6.261373996734618e-06,7.89248912036419e-06,113000000.0,0.000986,14.05
7.944417715072632e-06,1364.817075431347,1.027605217695236e-05,7.465952634811402e-06,129999999.99999999,0.00124,14.87
7.23066258430481e-06,799.5143681764602,1.1341678619384765e-05,8.6234919577837e-06,237000000.0,0.00125,11.29
5.832698196172714e-06,656.9866538047789,1.4610751032829284e-05,9.328054770827294e-06,277000000.0,0.00118,10.99
8.228918552398682e-06,1210.2275593206286,1.3504444554448127e-05,9.440510407090187e-06,141000000.0,0.00146,16.43
4.766100347042084e-06,1717.2075062990189,9.972724705934523e-06,8.116963263601065e-06,97600000.00000001,0.000901,17.36
5.496774718165398e-06,1247.1314144786447,1.4839592278003692e-05,9.913653537631035e-06,132999999.99999999,0.00114,16.53
7.379696510732174e-06,1992.6320165395737,1.3250748068094252e-05,9.056026160717011e-06,371000000.0,0.0012,3.460000000000001
6.650270707905293e-06,812.755987048149,1.086332443356514e-05,8.218709714710713e-06,236000000.0,0.00116,10.7
5.92499153316021e-06,839.3258601427077,7.500222146511077e-06,8.184157099574804e-06,203000000.0,0.0009489999999999999,10.01
5.561036556959152e-06,765.515848994255,1.311483635008335e-05,8.71992925554514e-06,234000000.0,0.0011,11.629999999999999
6.343968003988266e-06,1072.0882266759872,1.2785294473171234e-05,9.058572478592396e-06,160000000.0,0.0012,14.52
5.423432528972626e-06,1317.7814111113548,1.1791838824748993e-05,8.40879893116653e-06,127000000.00000001,0.00105,15.629999999999999
5.2295101583004e-06,666.4263308048247,1.4896176934242247e-05,9.247557267546654e-06,274000000.0,0.00109,10.78
8.715124592185021e-06,836.6168737411498,1.5847777783870694e-05,5.230365127325058e-06,219000000.0,0.00152,10.55
5.518679648637772e-06,951.9511461257933,1.1454022713005543e-05,8.139206502586603e-06,174000000.0,0.00105,12.970000000000002
5.737867087125778e-06,1703.1442821025848,9.534427523612975e-06,6.679610162973404e-06,99999999.99999999,0.000991,16.58
6.318222921341658e-06,1420.0269728899002,1.3934742137789725e-05,9.537559628486634e-06,121000000.0,0.00124,17.42
5.336285680532456e-06,1652.6320278644562,1.1365791048854588e-05,7.751224152743817e-06,105000000.00000001,0.00102,17.16
7.059965495020151e-06,1244.6816579904407,1.472469663619995e-05,1.0020682021975517e-05,135000000.0,0.00137,17.13
7.904009833931923e-06,1087.9595838487148,9.617574244737624e-06,7.712946876883508e-06,177000000.0,0.00119,11.85
4.505747705698013e-06,1664.2369627952576,1.1040426734834909e-05,1.0556255549192429e-05,99999999.99999999,0.000905,17.8
5.882241949439049e-06,1362.5998049974442,1.104093974083662e-05,8.255220115184785e-06,126000000.00000001,0.00108,15.46
4.524408102035522e-06,1580.6136429309845,1.1854520954191685e-05,9.946980610489845e-06,103999999.99999999,0.000927,17.58
6.9768816232681274e-06,1264.0819884836674,1.3916012808680534e-05,9.611215978860855e-06,135000000.0,0.00133,16.72
4.755788460373878e-06,1643.9256221055984,7.798540115356444e-06,8.073753595352173e-06,99500000.0,0.000826,15.989999999999998
6.081504195928574e-06,936.1285492777823,8.772097080945969e-06,7.913955785334111e-06,175000000.0,0.00102,11.92
7.80591233074665e-06,1380.999457091093,9.769753322005271e-06,7.986899502575397e-06,127000000.00000001,0.00121,15.08
7.990685686469079e-06,1138.5294944047928,1.3715452417731284e-05,6.776722073554993e-06,202000000.0,0.00138,11.73
8.480411320924759e-06,1198.5414512455463,1.5525260388851165e-05,1.0693285763263702e-05,140000000.0,0.00157,17.45
7.177094042301178e-06,965.5220061540603,1.238711166381836e-05,9.039581671357156e-06,180000000.0,0.00129,13.76
7.268748410046101e-06,1291.763841174543,1.0021308124065399e-05,8.172149565070868e-06,136000000.0,0.00118,14.57
5.963565453886986e-06,1587.1117636561394,8.768445923924445e-06,7.026009112596512e-06,103999999.99999999,0.000984,15.989999999999998
7.26894012093544e-06,1140.0717534124851,1.5094913959503174e-05,1.022875389456749e-05,145000000.0,0.00141,16.77
8.417415082454681e-06,1051.7898947000504,1.4493786811828613e-05,5.241396963596345e-06,171000000.0,0.00143,11.98
5.916058301925659e-06,1231.5059676766396,1.551927363872528e-05,1.0419657588005066e-05,133999999.99999999,0.00123,17.01
8.427108988165856e-06,1835.8549773693085,1.5065281808376311e-05,9.775057658553124e-06,519999999.99999994,0.00134,0.11999999999999984
7.838838189840317e-06,874.803528189659,7.727952063083648e-06,8.581062573008239e-06,204000000.0,0.0011,10.269999999999998
5.5567499846220014e-06,1112.7166524529457,8.63102489709854e-06,7.849920608103275e-06,144000000.0,0.0009589999999999999,13.19
7.83136287331581e-06,772.3582983016967,9.81533008813858e-06,8.54988976288587e-06,274000000.0,0.00121,9.05
6.618132915347815e-06,1207.5688252225518,1.1859399817883968e-05,8.796582978218793e-06,145000000.0,0.0012,14.93
8.317486435174942e-06,591.2074893712996,7.046156883239746e-06,8.61722032725811e-06,327000000.0,0.00111,6.21
5.857212245464325e-06,1197.454011067748,1.2932277351617812e-05,9.084214754402637e-06,143000000.0,0.00114,15.27
4.824756905436516e-06,767.5008177757262,1.1673998244106769e-05,7.825431562960148e-06,237000000.0,0.000964,10.47
6.882219878956676e-06,1301.4764301478863,9.812042981386185e-06,7.882232502102852e-06,132999999.99999999,0.00113,14.46
5.598467454314232e-06,604.6769618988036,7.940679371356963e-06,8.259204633533954e-06,322000000.0,0.000936,6.430000000000001
7.726698651909829e-06,928.674355149269,5.862156569957732e-06,7.604561656713486e-06,175000000.0,0.000977,10.15
8.144001826643944e-06,1403.045941144228,1.3330787822604179e-05,8.669191930443048e-06,282000000.0,0.00136,8.81
4.668835133314133e-06,1548.8867536187172,1.498895615339279e-05,9.483207270503045e-06,107000000.00000001,0.00101,18.16
4.379039347171784e-06,1445.3022107481956,7.0813909173011774e-06,8.124476239085198e-06,111000000.0,0.000777,14.179999999999998
8.125342637300491e-06,1014.5013332366942,1.148718624189496e-05,8.474834236316384e-06,182000000.0,0.00134,13.16
8.48739431798458e-06,853.887841105461,1.3645874723792076e-05,9.231337770819664e-06,203000000.0,0.00149,13.81
8.500498116016387e-06,1267.9115291684866,1.5993639171123504e-05,5.125809788703919e-06,153000000.0,0.00148,11.76
6.7324337270110844e-06,702.8615921735762,9.342214226722717e-06,8.134109042584897e-06,275000000.0,0.00111,8.9
5.547524526715279e-06,1338.3611403405666,8.545114934444427e-06,7.852864600718022e-06,119000000.0,0.00095,14.8
4.955358624458313e-06,1631.3793659210205,1.2974391132593155e-05,8.473632104694843e-06,105000000.00000001,0.00101,17.75
7.990359663963318e-06,1117.0714758336544,1.2964405894279479e-05,5.652301728725434e-06,168000000.0,0.00134,12.45
7.252035699784756e-06,1341.1524649709463,1.258148156106472e-05,9.074865825474262e-06,129000000.00000001,0.00131,16.53
8.515997126698493e-06,1159.3979634344578,1.5499553620815277e-05,5.2013630867004395e-06,159000000.0,0.00147,12.03
6.1280124932527546e-06,1116.538230329752,1.0211265981197356e-05,7.753897413611411e-06,149000000.0,0.00108,13.63
7.526388332247734e-06,1017.4640789628028,7.14619219303131e-06,8.365111166611314e-06,158000000.0,0.00105,11.86
6.5224120505154135e-06,1488.977089524269,6.9333258867263785e-06,8.13063894584775e-06,107000000.00000001,0.0009529999999999999,15.06
8.09479120373726e-06,1317.6291231065989,1.1059639893472194e-05,8.066307637840509e-06,132999999.99999999,0.00131,15.38
7.792957127094269e-06,1494.2639917135239,9.55700060725212e-06,6.251534819602967e-06,122999999.99999999,0.00116,14.34
6.793664317578077e-06,680.2558451890944,8.087122321128845e-06,8.271161708980798e-06,274000000.0,0.00106,8.39
7.690880700945854e-06,1855.7091355323792,1.256142421066761e-05,1.0045114740729331e-05,329000000.0,0.00124,6.02
7.076378066092729e-06,1188.398102298379,1.1131746597588061e-05,8.595991178415716e-06,148000000.0,0.00122,14.5
4.713210135698319e-06,670.9094196557998,1.4664020717144011e-05,8.611671525985002e-06,274000000.0,0.00101,10.3
4.432664483785629e-06,1757.6268762350082,6.073353588581085e-06,9.042403414845467e-06,94400000.0,0.000718,15.18
6.768525129184127e-06,1727.982521057129,8.597087740898132e-06,6.777768597006798e-06,99800000.0,0.00103,16.23
4.712905302643776e-06,1195.1671596616507,1.2192441314458846e-05,8.145418886095285e-06,133999999.99999999,0.000964,15.07
8.83854053914547e-06,1584.656648337841,1.7043678164482117e-05,1.177064874768257e-05,488000000.0,0.00149,3.33
7.2500496245920655e-06,1987.733006477356,1.3611911997199057e-05,9.55587686598301e-06,377000000.0,0.0012,3.5500000000000007
7.238075371831656e-06,761.1889094114302,1.1944056257605551e-05,8.780921451747418e-06,241000000.0,0.00128,11.59
7.305327270179987e-06,668.1412905454634,1.2182814963161945e-05,8.735915753990411e-06,275000000.0,0.0013,10.72
6.943887904286385e-06,1393.9125388860703,1.0793371379375457e-05,8.4632478361018e-06,126000000.00000001,0.00119,15.69
6.820861221291125e-06,1345.5362059175968,1.0867146510630845e-05,8.480634798295796e-06,130999999.99999999,0.00118,15.340000000000002
7.764467105269432e-06,944.0408870577811,1.0473531991243361e-05,8.55508488137275e-06,205000000.0,0.00123,11.41
8.222714737057686e-06,1143.9917013049126,1.2553931593894957e-05,7.665897548198701e-06,166000000.0,0.00139,13.94
8.04250904917717e-06,1720.0424671173096,1.1678973242640495e-05,8.920948099344968e-06,254000000.00000003,0.00127,8.95
4.599954664707184e-06,1057.6790869235992,7.857340216636657e-06,7.756794676184654e-06,156000000.0,0.000821,11.56
7.5460683703422546e-06,547.0877438783644,1.5559770584106444e-05,1.0079511597752571e-05,325000000.0,0.00145,10.71
6.330975819379091e-06,964.6948352456092,1.0537159979343413e-05,8.088619016110896e-06,181000000.0,0.00111,12.31
8.398099422454834e-06,1067.442249506712,1.3253187090158461e-05,9.103692471981048e-06,162000000.0,0.00146,15.119999999999997
7.341831363737583e-06,1603.440761566162,9.189185425639152e-06,7.50999204814434e-06,109000000.0,0.00112,15.87
7.493039891123772e-06,1410.280428826809,1.145128782838583e-05,8.57857955712825e-06,122999999.99999999,0.00128,16.36
8.168422803282738e-06,670.7956492900847,1.1107334248721598e-05,8.589173533953727e-06,277000000.0,0.00134,10.269999999999998
7.757977768778802e-06,1211.3853124901652,9.13045810163021e-06,8.021587952971459e-06,146000000.0,0.00117,13.41
6.720990467816591e-06,755.2305608987807,1.281000170111656e-05,8.933206234127283e-06,237000000.0,0.00125,11.989999999999998
8.314597293734551e-06,849.999889731407,1.2933876484632492e-05,7.866057492792606e-06,240000000.0,0.00142,11.629999999999999
7.561643287539483e-06,1502.367302775383,1.021730764210224e-05,6.318726569414139e-06,120000000.0,0.00117,14.77
4.820476368069649e-06,926.5142381191253,1.507287949323654e-05,9.25793717801571e-06,176000000.0,0.00103,13.89
5.8357757627964025e-06,1562.7432465553284,1.1098212707787752e-05,8.165060263127088e-06,112000000.0,0.00107,16.58
5.317174270749092e-06,1205.2029995247722,7.363657891750335e-06,8.023172236979008e-06,131999999.99999999,0.000881,13.05
5.551321730017662e-06,1791.2840396165848,8.198942959308623e-06,7.249073296785355e-06,94700000.0,0.000924,16.71
8.031838819384574e-06,1814.8377686738968,7.902568995952605e-06,5.502959400415421e-06,119000000.0,0.00105,12.69
5.712001204490662e-06,1474.0687012672424,1.243101143836975e-05,8.85927388444543e-06,118000000.0,0.0011,16.71
6.9131416082382205e-06,1387.463167309761,1.2592781215906142e-05,9.05552365630865e-06,125000000.00000001,0.00127,16.72
6.979383252561093e-06,1294.7137653827667,1.538362270593643e-05,1.0426544219255447e-05,129000000.00000001,0.00138,17.77
8.27750314772129e-06,1696.5462267398834,1.3278029546141623e-05,8.591260361485184e-06,276000000.0,0.00135,8.27
6.467012733221054e-06,1276.4396937564015,1.477063089609146e-05,1.0003780350089074e-05,131999999.99999999,0.00129,17.09
7.93135978281498e-06,1961.74056828022,1.3718979820609092e-05,5.22023743391037e-06,347000000.0,0.00121,0.5599999999999996
8.04011906683445e-06,1326.901027932763,1.2172249883413315e-05,8.724301721900702e-06,129999999.99999999,0.00137,16.3
4.6479278504848485e-06,675.1448065042495,1.3303035587072371e-05,8.027001962065697e-06,274000000.0,0.000978,9.79
7.4502543658018116e-06,1934.481903910637,1.5011949181556701e-05,1.1293583422899246e-05,463000000.0,0.00125,2.2400000000000007
7.88321627676487e-06,1012.2656002640723,6.423259496688842e-06,9.221458591520786e-06,156000000.0,0.00102,11.49
6.919507110491395e-06,850.2593487501143,5.810201466083526e-06,6.507176518440247e-06,200000000.0,0.000915,8.8
5.48063613474369e-06,766.843944787979,8.812656477093695e-06,8.003697074949742e-06,238000000.0,0.0009589999999999999,9.5
7.283365074545145e-06,1197.6895369589329,1.2526939257979392e-05,9.096465431153774e-06,144000000.0,0.00131,15.56
4.696278020739555e-06,860.4550063610076,1.1257466219365596e-05,7.79353455454111e-06,201000000.0,0.000931,11.4
8.304793417453766e-06,1265.233874320984,1.4488952696323394e-05,7.305741608142853e-06,142000000.0,0.00147,15.49
5.3255749493837355e-06,1299.3027847260237,8.557877838611602e-06,7.92324536293745e-06,122999999.99999999,0.00093,14.46
