C1,WNOUT,WPOUT,WCS,WN1,WP1,Bandwidth,PowerConsumption,VoltageGain
1.83340685069561e-13,1.498042345046997e-06,1.4905416369438173e-06,5.19149473309517e-06,3.549403566867113e-06,3.977224111557007e-06,144000000.0,0.020899999999999995,18.23
2.4524136185646055e-13,4.630281150341034e-06,1.200004041194916e-06,5.828937232494355e-06,3.5147954784333705e-06,2.610244154930115e-06,23999999.999999996,0.0655,32.42
1.948738604784012e-13,4.5029107332229615e-06,3.93093279004097e-06,5.681479156017304e-06,3.208592236042023e-06,3.872530221939087e-06,125000000.0,0.0599,17.17
1.65944504737854e-13,2.506823256611824e-06,4.382057279348373e-06,4.404806971549988e-06,3.881902992725373e-06,3.8334290087223054e-06,138000000.0,0.0338,19.93
2.513417482376099e-13,3.511991143226624e-06,2.673501692712307e-06,3.957473635673523e-06,3.720044806599617e-06,2.9917783737182616e-06,84900000.0,0.0458,17.92
1.8358895629644395e-13,1.4757601618766786e-06,4.057858765125275e-06,5.1872848123312e-06,3.66286201775074e-06,3.6900153756141664e-06,97600000.0,0.022,22.59
1.7333256900310517e-13,1.489402949810028e-06,2.817245587706566e-06,4.4926157593727115e-06,3.3325061947107315e-06,4.163143038749695e-06,146000000.0,0.021299999999999996,20.05
1.5539265871047973e-13,2.5055803209543228e-06,2.856633234769106e-06,5.340091109275818e-06,3.922134429216385e-06,2.914235770702362e-06,12499999.999999994,0.036199999999999996,40.09
2.2007709741592407e-13,1.491262972354889e-06,3.78229621052742e-06,5.0914660319685945e-06,3.51301134750247e-06,3.112498164176941e-06,41900000.00000001,0.0224,28.9
1.9997702660039067e-13,4.536387026309967e-06,2.6398180201649667e-06,5.912879884243012e-06,2.7436654567718504e-06,3.727815330028534e-06,120000000.00000001,0.0592,15.269999999999998
1.5584435164928435e-13,3.5089498311281205e-06,3.672481566667557e-06,5.4914955496788034e-06,3.925263613462448e-06,2.890350878238678e-06,11099999.999999996,0.0508,41.29
1.4724961519241333e-13,3.5017345100641254e-06,3.9892129898071295e-06,5.446029663085938e-06,3.3461596369743347e-06,3.98171216249466e-06,157000000.0,0.047,18.12
2.003956994973123e-13,1.5014776289463045e-06,3.4973709583282474e-06,4.39561676979065e-06,3.6218466013669967e-06,4.149347722530365e-06,121000000.0,0.0208,20.61
1.6311385631561278e-13,4.137795299291611e-06,4.51692670583725e-06,5.540720045566559e-06,3.944492161273957e-06,2.730744481086731e-06,17600000.000000004,0.136,25.3
2.0817017331719398e-13,1.4893696904182435e-06,3.936623275279999e-06,4.6267730891704565e-06,3.774322986602783e-06,4.028904676437378e-06,110000000.0,0.020899999999999995,21.11
2.4838707447052004e-13,2.5054630637168884e-06,3.854699939489365e-06,4.999104963615538e-06,3.2506917268037795e-06,3.2657144218683244e-06,68800000.0,0.0349,21.27
2.1905844658613205e-13,4.526127576828003e-06,3.7058217823505405e-06,5.24620333313942e-06,4.132373750209809e-06,2.805935621261597e-06,11600000.000000004,0.0625,36.08
2.2411440908908845e-13,1.490845263004303e-06,3.89365741610527e-06,4.824111044406892e-06,3.6857001781463624e-06,3.84734719991684e-06,95400000.0,0.0216,21.47
2.049980729818344e-13,4.387129873037338e-06,3.974496692419053e-06,5.6315619349479686e-06,2.9877939820289613e-06,2.78240305185318e-06,10800000.000000004,0.0976,33.4
1.6440932154655456e-13,4.035843014717102e-06,2.5733594298362734e-06,5.601911664009095e-06,3.0918823182582853e-06,2.718553066253662e-06,42499999.99999999,0.062000000000000006,26.49
2.292231947183609e-13,2.547537535429001e-06,1.5358124971389772e-06,5.225729405879975e-06,3.7095694094896315e-06,2.8589696884155275e-06,18200000.0,0.034300000000000004,28.09
2.375453621149063e-13,4.520853281021119e-06,3.4702394306659703e-06,5.449761509895326e-06,2.9830796718597413e-06,3.450974069535732e-06,88100000.0,0.0601,17.08
1.5241720974445343e-13,4.503884911537171e-06,4.316155761480331e-06,5.388943940401078e-06,3.4771165065467357e-06,3.95399859547615e-06,154000000.0,0.0597,17.73
2.162218451499939e-13,4.509581208229065e-06,4.441199451684952e-06,5.529654204845429e-06,3.380273163318634e-06,3.5283589735627176e-06,93800000.0,0.0607,18.44
1.9261010214686393e-13,1.4814335703849794e-06,4.027312248945236e-06,4.9148649498820315e-06,3.732467025518417e-06,3.834359705448151e-06,104999999.99999999,0.021299999999999996,21.66
2.5223793387413024e-13,3.285720728337765e-06,4.602024614810944e-06,5.339856445789338e-06,3.1514360308647157e-06,2.6528640985488893e-06,10199999.999999994,0.121,26.95
2.454257220029831e-13,3.4911914169788363e-06,2.8543601632118228e-06,4.21825110912323e-06,3.445096779614687e-06,3.3832890391349794e-06,99000000.0,0.0458,18.04
1.4848480820655822e-13,3.516287550330162e-06,3.354775317013264e-06,4.042201638221742e-06,3.5926104635000227e-06,4.4575082063674925e-06,182000000.0,0.0444,19.98
2.243915230035782e-13,2.4993942975997926e-06,2.3510019779205324e-06,5.17200966179371e-06,3.2198689579963685e-06,3.5860688760876654e-06,107000000.0,0.0336,17.56
1.4833340048789977e-13,3.65204755961895e-06,3.3963002264499665e-06,6.0091050863266e-06,3.922307252883911e-06,2.51770281791687e-06,163000000.0,0.13,1.1699999999999988
2.284379720687866e-13,1.4685691595077516e-06,1.4845531582832337e-06,5.589756608009339e-06,2.754995882511139e-06,4.070949852466583e-06,123000000.00000001,0.020700000000000003,17.43
2.3403547704219816e-13,3.498496636748314e-06,2.4972069561481476e-06,4.312232673168183e-06,3.315171554684639e-06,4.256730020046234e-06,127000000.0,0.0445,18.98
1.4880146980285645e-13,2.494449779391289e-06,4.252385705709457e-06,4.92394731938839e-06,3.72412933409214e-06,4.008346021175384e-06,153000000.0,0.034,19.55
1.5017367005348206e-13,2.6266819909214976e-06,3.435785382986069e-06,5.550508677959443e-06,3.936504483222962e-06,2.759187698364258e-06,19000000.0,0.10000000000000002,24.36
2.474710315465927e-13,3.4986613243818284e-06,2.991828549653292e-06,4.2048571109771734e-06,3.3439637273550033e-06,4.182846128940582e-06,118000000.0,0.0448,19.22
2.0389650538563728e-13,4.513666033744813e-06,1.4124757647514345e-06,5.986997246742249e-06,3.5497753582894803e-06,2.4759089946746826e-06,57600000.0,0.0682,26.53
1.4791868925094604e-13,3.912427872419358e-06,4.473907381296158e-06,5.73502141237259e-06,4.075740933418274e-06,2.6061325073242186e-06,80100000.0,0.155,7.209999999999998
2.379783570766449e-13,4.515463471412659e-06,4.137900173664094e-06,4.8133994042873385e-06,3.4780434928834437e-06,3.0657842755317687e-06,73900000.0,0.0605,18.62
2.307606518268585e-13,3.494498670101166e-06,1.4790920019149782e-06,4.761732578277589e-06,3.3020495027303695e-06,3.7109613716602324e-06,124000000.0,0.0446,16.66
2.3949514627456665e-13,1.6596248745918274e-06,4.46016588807106e-06,5.335251599550248e-06,4.0714881420135494e-06,2.6712027192115784e-06,14700000.000000006,0.123,20.17
2.4455212354660036e-13,1.5023851096630096e-06,2.9791468111798167e-06,4.523113012313844e-06,3.483200404793024e-06,3.165486305952072e-06,65000000.0,0.021299999999999996,22.51
2.1499836593866347e-13,3.5014868527650834e-06,1.4610840082168579e-06,5.028612982481719e-06,4.0356574654579165e-06,3.5452219396829606e-06,119000000.0,0.04519999999999999,16.26
1.9237267076969146e-13,2.502675846219063e-06,4.336679309606552e-06,5.421047896146775e-06,3.5591503046453e-06,3.5664106756448747e-06,91700000.0,0.034999999999999996,21.4
1.9973361557349563e-13,1.6024915874004365e-06,2.2647948861122134e-06,5.610252380371094e-06,2.6549398899078367e-06,2.726151406764984e-06,12800000.0,0.0539,29.959999999999997
2.0766650810837746e-13,2.497679427266121e-06,4.208114594221115e-06,5.441287636756898e-06,3.5066058188676833e-06,3.8069951534271242e-06,102000000.0,0.0347,20.18
2.44726088643074e-13,4.513877749443055e-06,2.993974462151528e-06,4.5039050281047824e-06,3.3491935878992082e-06,4.073875546455384e-06,121000000.0,0.0575,18.31
1.906508907675743e-13,1.5020720064640045e-06,3.5539085268974308e-06,4.4093057513237e-06,3.6531749218702315e-06,4.1913268566131595e-06,128000000.0,0.020700000000000003,20.68
2.3195644319057465e-13,2.5043117702007295e-06,4.1572316586971285e-06,5.3744876682758334e-06,4.229252278804779e-06,2.8286170959472655e-06,4630000.000000005,0.0408,47.99
2.3152957260608673e-13,3.486557543277741e-06,2.9755739606916904e-06,4.915391825139523e-06,3.349948763847351e-06,3.2439377903938293e-06,89600000.0,0.0469,17.9
2.2180245369672776e-13,3.490193992853165e-06,3.2445485517382625e-06,5.196026176214219e-06,3.328000411391258e-06,3.508193861693144e-06,99500000.0,0.047,17.91
1.8338429778814316e-13,4.242296040058136e-06,2.4986288845539094e-06,5.754067540168763e-06,3.6404829025268555e-06,2.6130928993225097e-06,60000000.00000001,0.0971,16.21
2.4657324850559234e-13,1.4839099645614624e-06,3.241668373346329e-06,4.531515181064606e-06,3.440646845847368e-06,3.0766485035419463e-06,59900000.0,0.0216,23.58
2.2176172733306884e-13,2.0479520559310916e-06,2.645881377160549e-06,5.675664067268372e-06,2.907487154006958e-06,2.839497447013855e-06,10700000.000000002,0.0644,31.56
2.380440056324005e-13,3.508603870868683e-06,4.18781304359436e-06,4.251094937324524e-06,3.7775738835334777e-06,3.3922900334000586e-06,95000000.0,0.0466,18.98
1.5193143486976622e-13,4.5406939387321476e-06,2.0511626601219177e-06,5.3383287191391e-06,3.7572105526924134e-06,2.8060407638549803e-06,17999999.999999996,0.0603,29.179999999999996
1.99249724438414e-13,2.520320311188698e-06,3.027669969946146e-06,4.388827860355378e-06,3.4172174334526062e-06,4.102922618389129e-06,132000000.00000001,0.032999999999999995,19.18
2.0175404362380504e-13,4.527202606201172e-06,1.4783207774162294e-06,5.179350212216378e-06,2.963978290557861e-06,3.887415826320648e-06,144000000.0,0.0567,15.63
2.321554869413376e-13,2.480132281780243e-06,1.6500597596168519e-06,4.615344315767289e-06,3.845496326684952e-06,3.4706723242998124e-06,108000000.00000001,0.0329,17.42
2.1778632998466491e-13,2.5043357312679292e-06,1.4727973937988282e-06,5.001213029026986e-06,3.7546096444129945e-06,3.821182191371918e-06,127000000.0,0.0327,17.15
1.9906601216644048e-13,4.525830745697022e-06,1.7571558058261872e-06,4.1624249219894415e-06,3.5300800800323487e-06,4.254933893680573e-06,144000000.0,0.0553,19.16
2.4855189919471743e-13,3.5061339586973194e-06,2.95351822860539e-06,4.14183807373047e-06,3.8122103214263915e-06,2.7433964014053343e-06,67000000.0,0.0467,18.59
1.530454993247986e-13,4.325402140617371e-06,3.2871918305754664e-06,5.7819399237632755e-06,3.993786692619324e-06,2.6381168365478515e-06,81300000.0,0.129,11.130000000000003
2.4525561332702637e-13,3.4224308431148532e-06,2.464739978313446e-06,5.840358078479768e-06,2.8721696734428405e-06,2.6384512782096863e-06,37700000.0,0.0919,15.65
1.481538951396942e-13,3.5122274905443195e-06,3.855311751365662e-06,4.524671792984009e-06,3.5014459732919933e-06,4.050008535385132e-06,167000000.0,0.0458,18.91
2.1121135279536248e-13,1.4922473430633547e-06,4.473535269498826e-06,5.501884698867799e-06,3.9497885107994076e-06,3.209420442581177e-06,30799999.999999996,0.023599999999999993,33.57
2.060142509639263e-13,3.51831328868866e-06,1.5017755329608919e-06,5.660586595535279e-06,3.078340142965317e-06,3.432892985641956e-06,102000000.0,0.0458,14.7
2.045452918857336e-13,2.5106994062662124e-06,2.3825888335704804e-06,4.8487969338893895e-06,3.2479124069213865e-06,3.934200882911682e-06,130000000.0,0.0331,18.05
2.274238407611847e-13,4.50070184469223e-06,1.4644192457199098e-06,4.948777213692666e-06,3.976576954126358e-06,3.828315943479538e-06,127000000.0,0.0567,16.74
1.9675493985414506e-13,4.540663182735443e-06,2.630392111837864e-06,5.183871716260911e-06,3.030738592147827e-06,2.7821270227432252e-06,30499999.999999993,0.0601,23.58
1.4827521443367005e-13,4.4956438243389135e-06,4.166006147861481e-06,5.827159821987153e-06,3.120290756225586e-06,2.979030787944794e-06,23899999.999999996,0.0633,33.84
1.5385229885578155e-13,4.511107206344605e-06,1.4814314246177674e-06,5.762278974056245e-06,3.1773936450481415e-06,3.660630017518997e-06,150000000.0,0.0576,14.150000000000002
2.00695679243654e-13,2.507895559072495e-06,2.8764161914587023e-06,4.067487061023713e-06,3.5080984793603422e-06,4.244740962982177e-06,131000000.0,0.032400000000000005,19.84
1.887660041451454e-13,3.514193639159203e-06,4.357680559158326e-06,4.922861941158772e-06,3.7081237882375716e-06,3.821056425571442e-06,126000000.00000001,0.0469,18.76
2.2690682411193848e-13,4.5086213350296024e-06,2.6936638355255127e-06,5.279799073934555e-06,3.21010085940361e-06,3.331311136484146e-06,91900000.0,0.0594,16.21
1.6986470520496368e-13,1.4832444190979004e-06,4.0914616584777835e-06,5.1898703873157505e-06,3.6651017814874648e-06,3.6740042865276337e-06,102000000.0,0.022099999999999995,22.55
2.1043244749307632e-13,1.8625813722610474e-06,2.615010738372803e-06,5.775109231472016e-06,3.6153829991817474e-06,2.6264784932136535e-06,58500000.00000001,0.0913,7.230000000000002
2.512518048286438e-13,1.4846200346946718e-06,4.511910796165467e-06,5.193502798676491e-06,4.058943152427673e-06,2.595676362514496e-06,13700000.000000002,0.12400000000000001,18.99
2.50412118434906e-13,4.323170632123948e-06,4.538638472557068e-06,5.433028608560563e-06,2.786920428276062e-06,2.6887338161468506e-06,8909999.999999998,0.11599999999999999,31.029999999999998
2.4637814164161683e-13,2.491412222385407e-06,3.1259031370282175e-06,4.221376180648804e-06,3.432008743286133e-06,3.943647563457489e-06,110000000.0,0.032999999999999995,19.3
2.500916838645935e-13,3.514040842652321e-06,4.3282572627067566e-06,5.810951113700867e-06,2.8168352842330933e-06,3.7017649561166765e-06,84100000.0,0.0484,19.29
2.100245214998722e-13,4.567397832870483e-06,1.4855405688285829e-06,5.402510851621628e-06,4.236041665077209e-06,2.9510875940322877e-06,18100000.0,0.0586,18.22
1.9352021589875222e-13,1.465306341648102e-06,3.4803220331668855e-06,5.240700468420983e-06,3.679309770464897e-06,2.8762638568878172e-06,7589999.999999999,0.025400000000000002,46.27
1.57400444149971e-13,3.5000153034925464e-06,3.470490038394928e-06,4.4779108166694646e-06,4.069655656814575e-06,2.7496378421783446e-06,75200000.0,0.0476,20.98
2.029222447425127e-13,3.4985053986310962e-06,3.2763968557119373e-06,5.63613247871399e-06,3.1924509406089784e-06,3.930342972278595e-06,124000000.0,0.0469,17.51
1.7642102986574173e-13,4.514190495014191e-06,1.4853667616844179e-06,5.670443892478943e-06,3.5017159208655355e-06,3.73933869600296e-06,142000000.0,0.0575,14.600000000000001
1.5262323021888734e-13,1.4704737067222595e-06,4.094314724206925e-06,5.349960058927537e-06,3.6490933448076247e-06,3.1896534562110902e-06,52200000.0,0.022700000000000005,30.02
2.1721959859132768e-13,2.498966127634049e-06,3.997218489646912e-06,5.083950683474542e-06,3.5024731494486334e-06,3.1534294486045836e-06,61000000.0,0.03529999999999999,23.65
1.9462656043469905e-13,4.513710558414459e-06,1.5161659419536591e-06,4.451466619968415e-06,3.159741699695587e-06,4.164743542671203e-06,152000000.0,0.0553,18.19
2.309352785348892e-13,2.477390840649605e-06,1.4771409630775453e-06,4.675868272781372e-06,3.1217763423919677e-06,3.16680908203125e-06,99700000.0,0.0329,16.26
1.503948450088501e-13,4.1254979074001314e-06,3.4801822006702423e-06,6.0229622125625615e-06,3.927391827106476e-06,2.5451825857162477e-06,163000000.0,0.134,3.389999999999999
1.96934899315238e-13,2.502678841352463e-06,4.591349959373475e-06,4.005031287670136e-06,4.240949153900146e-06,4.240906476974487e-06,131000000.0,0.032999999999999995,20.54
2.3845109939575197e-13,4.515911936759949e-06,3.1406492292881015e-06,4.650827795267106e-06,3.400498315691948e-06,3.787088304758072e-06,116000000.0,0.0583,17.65
1.5354202389717102e-13,2.4872117042541507e-06,4.565992534160615e-06,4.042717576026917e-06,4.431906700134278e-06,3.5974242687225344e-06,132000000.00000001,0.0338,20.56
2.438480317592621e-13,1.4876301884651185e-06,2.9342465791851282e-06,4.525447487831116e-06,3.358436107635498e-06,3.737023413181305e-06,94600000.0,0.020899999999999995,20.4
2.3604846596717834e-13,3.505068808794022e-06,4.073970526456833e-06,4.501264542341233e-06,3.620493561029434e-06,3.980134606361389e-06,115000000.0,0.046099999999999995,18.98
2.349108934402466e-13,4.546694040298462e-06,1.5046551525592805e-06,5.671610355377198e-06,2.901496171951294e-06,3.295840412378311e-06,84600000.0,0.057999999999999996,13.51
1.4835162162780762e-13,1.4644614458084107e-06,2.053213119506836e-06,4.565165489912034e-06,3.11005038022995e-06,4.437424898147583e-06,184000000.0,0.020300000000000002,19.28
1.8277995586395263e-13,1.4774953722953796e-06,4.058650106191635e-06,4.95737934857607e-06,3.7242493480443953e-06,3.822189956903458e-06,109000000.0,0.021900000000000003,21.72
1.962767254561186e-13,2.5163699090480807e-06,1.4673843383789063e-06,5.913889646530152e-06,3.7330587953329085e-06,3.731046378612518e-06,115000000.0,0.0336,16.15
1.4813466668128966e-13,3.5012321770191194e-06,4.0193014740943915e-06,5.468390792608262e-06,3.3631825298070906e-06,4.29651540517807e-06,173000000.0,0.0467,18.08
1.5066432654857635e-13,3.4871324300765995e-06,4.550130844116212e-06,5.822868287563325e-06,3.772583544254303e-06,3.6728554666042327e-06,109000000.0,0.0486,21.34
2.3505294024944306e-13,4.513053417205811e-06,2.3991751670837403e-06,4.808638349175454e-06,3.271505743265152e-06,4.016533136367798e-06,127000000.0,0.0574,17.35
2.4592068791389466e-13,2.6286008432507517e-06,1.393951714038849e-06,5.454779505729676e-06,3.1675123572349547e-06,2.6634241342544558e-06,7420000.0,0.0458,39.43
2.4921953976154326e-13,2.5047730654478074e-06,1.4554592370986939e-06,4.170865595340729e-06,3.317020148038864e-06,3.997263908386231e-06,116000000.0,0.0317,18.79
2.1837184876203537e-13,4.51535189151764e-06,1.4406681060791016e-06,4.704936295747758e-06,4.1840090751647946e-06,3.047747492790222e-06,96800000.0,0.0575,14.96
1.7139593064785003e-13,1.4782794713974e-06,4.092961102724075e-06,4.908061966300011e-06,3.758718490600586e-06,3.840689033269882e-06,116000000.0,0.0214,21.66
2.4991138279438016e-13,2.495919764041901e-06,2.3326788246631624e-06,4.319280207157136e-06,3.2946508377790453e-06,2.6390098333358766e-06,55200000.0,0.034199999999999994,19.9
2.3648193478584287e-13,2.48044815659523e-06,4.1877066493034365e-06,6.062057852745057e-06,2.8686915040016172e-06,4.074787974357605e-06,99100000.0,0.0351,19.92
2.4238540530204775e-13,2.5125833451747894e-06,1.4879339933395386e-06,4.900859318673611e-06,3.558241870254278e-06,2.96282285451889e-06,68000000.0,0.0335,17.05
1.491657853126526e-13,2.506282523274422e-06,4.045715689659119e-06,5.802846670150757e-06,3.190317749977112e-06,4.42291259765625e-06,171000000.0,0.03440000000000001,18.89
2.0346525609493257e-13,4.509702265262604e-06,2.444494664669037e-06,5.392334342002869e-06,3.1804045140743256e-06,3.885035514831543e-06,134000000.0,0.0583,16.17
1.930100493133068e-13,2.5096065849065783e-06,2.762768961489201e-06,4.252316296100617e-06,3.396952569484711e-06,4.273634374141693e-06,148000000.0,0.0326,19.47
1.4794614911079406e-13,2.5021582692861558e-06,1.4617162942886353e-06,5.110552065074445e-06,3.7499599009752275e-06,4.011268556118011e-06,178000000.0,0.0327,17.46
2.3957089483737947e-13,4.562864363193512e-06,3.2802649140357975e-06,5.037877768278123e-06,3.3642266243696214e-06,2.7638933658599852e-06,17600000.000000004,0.0613,28.68
1.4812167882919312e-13,2.484174281358719e-06,4.47312667965889e-06,5.345001578330994e-06,3.976109057664871e-06,4.106347262859344e-06,149000000.0,0.03440000000000001,19.94
2.452564388513565e-13,4.5309535861015325e-06,2.441929131746292e-06,4.1205739974975594e-06,3.639000594615936e-06,2.781046986579895e-06,80400000.0,0.0584,16.32
2.415882021188736e-13,1.4973841309547426e-06,2.3342372775077823e-06,4.65233126282692e-06,3.2395288944244385e-06,4.215255618095398e-06,117000000.00000001,0.020099999999999993,19.49
2.3826625645160676e-13,1.5072138011455536e-06,3.3850603401660923e-06,4.452097594738007e-06,3.5892663449048997e-06,4.251911520957947e-06,111000000.00000001,0.0202,20.5
2.466167002916336e-13,1.497825622558594e-06,1.4453973770141601e-06,4.426653027534486e-06,3.6391686797142027e-06,2.9692484736442565e-06,74800000.0,0.0208,18.96
2.186463549733162e-13,1.5037682354450226e-06,3.1727444753050807e-06,4.385993301868439e-06,3.5270245335996153e-06,4.212822675704956e-06,118000000.0,0.020099999999999993,20.34
1.9726207014173269e-13,2.5254856646060943e-06,3.2282313331961634e-06,4.452659308910371e-06,3.44985543563962e-06,4.1010320782661436e-06,134000000.0,0.03320000000000001,19.21
1.6502545475959778e-13,4.469879239797592e-06,2.459683120250702e-06,5.3079533278942115e-06,3.1606859266757964e-06,2.779464602470398e-06,31000000.0,0.0601,24.92
2.0444283708930016e-13,2.4990314394235613e-06,2.919276533648372e-06,5.6592604517936715e-06,3.1085718274116514e-06,4.023600280284882e-06,124000000.0,0.03409999999999999,18.24
1.4515786170959473e-13,3.505755588412285e-06,3.589931666851044e-06,5.63686490058899e-06,4.021141648292541e-06,2.9748872518539427e-06,11799999.999999996,0.0523,43.04
2.2482728660106658e-13,2.507468953728676e-06,1.4697502255439758e-06,4.9446850270032885e-06,4.057586431503296e-06,3.0595823526382447e-06,77300000.0,0.0334,17.18
1.8802659660577774e-13,3.5107196867465975e-06,1.5096921622753144e-06,5.072517789900304e-06,4.020661056041718e-06,3.942302197217941e-06,150000000.0,0.0449,16.96
2.2317489832639695e-13,2.502588450908661e-06,3.856776326894761e-06,5.089277818799019e-06,3.475195046514273e-06,3.6446678340435028e-06,96100000.0,0.03440000000000001,19.74
1.9648393616080283e-13,4.50686377286911e-06,1.4997441172599793e-06,4.354338288307191e-06,3.5515733994543554e-06,4.170271277427673e-06,148000000.0,0.0553,18.68
2.5098308324813845e-13,4.522654831409455e-06,2.4924170672893526e-06,4.0233339071273806e-06,3.6349999606609345e-06,3.0451859831809997e-06,89300000.0,0.0579,17.09
1.628826916217804e-13,3.5148834586143495e-06,4.087266325950623e-06,5.0652826875448235e-06,3.768651992082596e-06,2.9646084308624268e-06,69800000.0,0.0484,22.68
2.313573658466339e-13,1.48173987865448e-06,3.686319708824158e-06,4.973919058218599e-06,3.4831633232533933e-06,3.1448158025741578e-06,47799999.99999999,0.0222,27.060000000000002
