Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
5.288012892007828e-06,1559.9602982401848,1.3244119107723236e-05,8.981638088822365e-06,113000000.0,0.00106,17.27
7.614770539104938e-06,718.0003374814986,1.1359876256436108e-05,8.69346409291029e-06,238000000.0,0.00128,11.4
8.68033754825592e-06,994.5155456662177,1.4615116029977798e-05,8.690661255270243e-06,181000000.0,0.0015,14.59
8.287610918283462e-06,1104.2518354952335,6.424939602613449e-06,8.11179604753852e-06,142000000.0,0.00102,12.34
8.262019827961921e-06,593.3687686920165,1.4882378101348876e-05,9.882143408060075e-06,278000000.0,0.00149,11.96
6.553860481828451e-06,1136.4245526492596,1.5075082808732985e-05,1.0194286629557609e-05,145000000.0,0.00128,16.18
4.516410559415817e-06,1807.6420277357101,8.213429898023605e-06,8.891072113066912e-06,99299999.99999999,0.000819,16.52
8.107630670070648e-06,1900.8719474077225,1.28526938483119e-05,8.235128857195378e-06,365000000.0,0.00124,3.56
8.838599145412446e-06,1614.3245622515678,1.601401451230049e-05,8.45325939077884e-06,373000000.0,0.00144,4.69
5.424404829740524e-06,783.3156585693358,8.35784524679184e-06,7.851987838745118e-06,200000000.0,0.000924,10.15
7.272858325392008e-06,718.4635996818541,8.524068534374236e-06,8.238284282386304e-06,235000000.0,0.0011,9.71
8.158098310232163e-06,1382.7631771564484,1.0392141349613666e-05,7.151494607329369e-06,130999999.99999999,0.00124,14.95
8.018821790814399e-06,1406.2289521098137,1.2518643960356711e-05,5.87722134590149e-06,131999999.99999999,0.00131,14.74
5.487580642104149e-06,1009.1635361313819,1.316867235302925e-05,8.905596654862165e-06,161000000.0,0.00109,14.04
4.501582771539688e-06,1209.885060787201,1.5568513363599776e-05,9.885586202144624e-06,132999999.99999999,0.00101,16.01
4.510121047496796e-06,1651.381403207779,1.6538148880004882e-05,1.0727218449115753e-05,108000000.0,0.00102,18.53
6.715067724930122e-06,1194.9911899864674,6.442267477512359e-06,8.491797521710397e-06,131999999.99999999,0.00093,12.68
8.190661802887917e-06,1866.7616248130798,6.352631121873855e-06,8.366395577788353e-06,101000000.00000001,0.001,16.0
4.589853465557099e-06,1707.9743593931198,5.947765588760376e-06,5.458141952753067e-06,103000000.00000001,0.00072,13.93
7.738505601882934e-06,1477.9161736369133,7.824082642793655e-06,7.583979159593582e-06,119000000.0,0.00107,14.670000000000002
7.172420293092728e-06,1270.225434564054,1.4266834825277328e-05,9.775149762630462e-06,135000000.0,0.00133,16.72
5.317215576767921e-06,1588.480494916439,1.3453781247138977e-05,9.078020468354225e-06,112000000.0,0.00107,17.47
4.540137246251106e-06,478.0582785606383,6.0459431111812585e-06,7.751924321055413e-06,324000000.0,0.000735,4.06
4.550519004464149e-06,685.6699287891387,9.489119082689285e-06,8.190181128680706e-06,236000000.0,0.000876,9.21
4.5039742290973664e-06,892.079971730709,8.256195068359374e-06,8.340738842263818e-06,174000000.0,0.000821,10.68
4.555168747901917e-06,1614.841379225254,1.5944849550724028e-05,1.0311281651258468e-05,109000000.0,0.00102,18.23
6.811376096215099e-06,1799.999251961708,8.484624236822127e-06,8.584540095180274e-06,103999999.99999999,0.00105,16.86
7.649067744612694e-06,926.0115027427672,1.0489391617476939e-05,8.482934727333486e-06,190000000.0,0.00123,12.23
6.036480970680714e-06,695.4013854265212,5.933171451091766e-06,8.090769588947296e-06,234000000.0,0.000856,7.569999999999999
8.997628390789031e-06,1121.5378567576408,1.6479653328657148e-05,7.032570824027062e-06,171000000.0,0.00158,14.269999999999998
7.131004672497511e-06,1457.4288129806519,1.3111468106508254e-05,9.799989804625512e-06,121000000.0,0.00129,17.43
5.4655583649873736e-06,921.1306199431418,1.4866345465183258e-05,9.66136920452118e-06,175000000.0,0.00113,14.03
7.205756027251482e-06,1535.9604954719543,1.1149567522108555e-05,9.144503131508828e-06,116000000.0,0.00122,17.06
8.147173404693604e-06,1522.3925411701202,1.3942578643560408e-05,4.856963098049164e-06,139000000.0,0.00133,12.18
8.07492797076702e-06,1060.9992146492004,1.1386421059258282e-05,8.761990282684565e-06,164000000.0,0.00131,13.97
8.84358349442482e-06,1708.7983340024948,1.6533604890108108e-05,1.0929984271526337e-05,590000000.0,0.00143,0.23000000000000007
6.6139304805547e-06,1576.9468620419502,1.2359608575701712e-05,1.041191604733467e-05,113000000.0,0.00121,17.86
