L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
1.755966529250145e-10,4.175652980804443e-11,4.762408543489873e-10,9.061071395874024e-11,1.826675672903657e-10,2.1758855797350405e-05,2.3649896621704102e-05,-0.15900000000000117,-5.488,17.46,12.06,14.28,3.1370000000000005,0.0127
5.278802394866944e-10,1.1699473381042482e-10,2.336691384315491e-10,5.96679309848696e-11,1.9084922498464585e-10,1.6117194652557373e-05,3.62218337059021e-05,-0.4669999999999989,-3.72,9.283,2.168,3.6879999999999993,-2.526,0.0135
5.246009588241578e-10,4.017081499099731e-11,7.104712245166302e-10,5.953610722906888e-11,2.6489930251240733e-10,2.203199265152216e-05,3.203003469109536e-05,-0.6070000000000001,-6.03,12.680000000000001,9.035,11.94,2.477,0.0146
1.7558303028345107e-10,8.571117281913759e-11,4.802709376551211e-10,5.891542050987482e-11,9.554182803630827e-11,2.496148008108139e-05,3.6063991546630864e-05,-0.29899999999999993,-12.98,11.999999999999998,9.232,12.0,3.051,0.0165
1.7368851304054261e-10,8.604921579360964e-11,4.732079720702023e-10,2.909619927406311e-11,2.624895376712084e-10,2.7728188157081603e-05,3.2210148066282276e-05,-0.3740000000000004,-5.531,12.439999999999998,4.873999999999999,7.421,0.893,0.0165
5.257571518421173e-10,7.987803201191127e-11,2.3823964866995813e-10,5.944977924227715e-11,1.7846427735034377e-10,2.4861778795719145e-05,4.0244856834411626e-05,-0.869999999999999,-4.826,8.526,2.3129999999999993,4.244999999999999,-1.065,0.0174
1.7192138731479645e-10,8.222761765122415e-11,7.090339695215225e-10,6.226712062954903e-11,2.642000522315502e-10,1.9224063158035277e-05,3.195683494210243e-05,-0.20700000000000088,-5.839999999999999,12.88,8.91,11.33,1.9310000000000005,0.0136
1.7751837372779846e-10,8.278539836406709e-11,7.104311344325543e-10,5.95075422897935e-11,1.8260738344863058e-10,2.5147017955780026e-05,3.218674001097679e-05,-0.3229999999999998,-5.306000000000001,13.11,9.113,11.6,2.6979999999999995,0.0156
1.7463012337684632e-10,9.09385132789612e-11,2.446993616521359e-10,5.859650015830994e-11,1.7373353083152325e-10,1.886914110183716e-05,3.65902123451233e-05,-0.1999999999999996,-3.6960000000000006,8.686,2.168,3.692,-2.439,0.0145
3.540050973650068e-10,4.0296268463134764e-11,2.4023860368132597e-10,9.135446548461914e-11,1.8017624658998102e-10,2.8155733346939084e-05,2.4212594985961912e-05,-8.206,-1.8389999999999997,12.39,3.353,5.395,-0.47799999999999987,0.0147
3.5249549145810305e-10,1.2125317573547366e-10,2.4176324430108075e-10,8.980136632919312e-11,8.814541995525359e-11,2.5038097381591794e-05,2.830854845046997e-05,-10.470000000000002,-2.3950000000000005,13.07,4.234,5.969000000000001,0.42999999999999994,0.0147
1.752940759062767e-10,1.1770938634872437e-10,7.21580693602562e-10,9.130821347236634e-11,2.614866628050804e-10,2.497172254323959e-05,3.9608179569244386e-05,-0.5559999999999995,-4.586,8.413,3.1379999999999995,5.684000000000001,-0.03800000000000011,0.0174
1.7984349578619004e-10,1.1723855495452882e-10,4.790398906329647e-10,9.11391842365265e-11,1.7847671763692051e-10,1.6012125730514526e-05,2.7728015422821043e-05,-0.21300000000000024,-7.786,16.22,12.64,14.91,2.864,0.0117
3.5262714738491923e-10,3.881387710571289e-11,2.4301427575945855e-10,3.068134188652039e-11,2.6984693288803103e-10,1.902041447162628e-05,2.8840709686279295e-05,-6.088000000000001,-0.8330000000000005,6.311,0.481,1.2530000000000001,-7.141,0.0127
3.5098696677014234e-10,1.1682203054428103e-10,4.724489209353924e-10,9.024948477745056e-11,8.811406949162482e-11,1.9249783754348756e-05,3.2155975341796876e-05,-15.92,-7.73,14.1,11.44,14.15,3.836,0.0136
1.708875685930252e-10,4.092933893203735e-11,7.19370048224926e-10,9.290079832077027e-11,9.43307607769966e-11,1.615310835838318e-05,2.8280956268310546e-05,-0.11200000000000095,-3.799,10.89,10.29,12.28,1.9239999999999997,0.0117
1.7551575154066085e-10,1.1761683940887452e-10,4.704602777604014e-10,9.107861280441285e-11,2.64408281236887e-10,2.5281858682632446e-05,3.534438562393189e-05,-0.5540000000000005,-12.28,12.439999999999998,8.62,11.67,2.7469999999999994,0.0165
1.7143645882606507e-10,8.480525285005571e-11,7.142867614626884e-10,7.602401196956635e-11,1.7738287726137787e-10,1.919537317752838e-05,3.567299675941468e-05,-0.1999999999999996,-4.149,9.151,4.579,7.004,0.32000000000000006,0.0145
3.519035993842408e-10,3.9193115234375e-11,2.43251956731081e-10,3.0606200695037846e-11,2.7249605229496957e-10,1.8910956382751467e-05,3.262671756744385e-05,-6.014,-1.1090000000000002,5.25,0.48300000000000004,1.4550000000000007,-6.245,0.0136
3.4750003535300495e-10,1.208316516876221e-10,2.3829412135481835e-10,9.023223638534547e-11,1.7477594290021806e-10,2.1811762548983096e-05,3.9989837169647224e-05,-11.450000000000001,-7.819999999999999,9.759,3.662,5.967,0.5939999999999999,0.0164
3.505654365173541e-10,7.554612785577774e-11,7.187777002453804e-10,2.956676244735718e-11,1.8891610461100935e-10,1.615661597251892e-05,3.609621858596802e-05,-9.483000000000002,-2.7359999999999998,7.215,2.4680000000000004,5.38,-0.6819999999999999,0.0135
3.490536601049826e-10,8.106022410094739e-11,2.3587865132093434e-10,2.8694643974304202e-11,2.607668574154377e-10,1.5701053142547608e-05,2.4520336151123046e-05,-9.987000000000002,-0.5880000000000003,6.993,0.4850000000000001,1.0860000000000007,-8.378,0.0108
5.234463304281235e-10,3.9115252494812006e-11,2.3652719902992254e-10,9.040626168251038e-11,9.313275882601737e-11,2.7822969913482665e-05,3.97146601676941e-05,-0.7979999999999995,-7.269,8.357,3.4929999999999994,6.291000000000001,0.8869999999999999,0.0184
5.253732770681381e-10,4.5105926990509034e-11,4.81140060454607e-10,8.252605319023133e-11,1.7114258421305568e-10,2.1945850245654584e-05,4.010626602172852e-05,-0.5880000000000001,-8.682,8.449,4.494,8.251,1.465,0.0164
3.502126925857738e-10,3.973532676696777e-11,4.747768301628531e-10,3.059796988964081e-11,1.675338527560234e-10,2.217798738926649e-05,3.188568603992462e-05,-7.106999999999999,-6.903,12.49,5.558,8.253,1.5330000000000001,0.0146
3.477808325085789e-10,1.209713649749756e-10,7.118756515085698e-10,6.083839036524296e-11,2.6290535235404967e-10,2.8147864818572996e-05,2.408229112625122e-05,-8.281,-15.66,19.41,15.05,17.88,4.323,0.0147
3.5084608381148427e-10,3.8500728607177734e-11,4.759666687687859e-10,9.048708558082581e-11,2.69894706517458e-10,2.20981307849288e-05,3.195228335261345e-05,-7.681000000000002,-12.77,13.55,10.86,14.44,3.6279999999999997,0.0146
1.7448131740093233e-10,4.925615549087524e-11,7.154150595068932e-10,6.50266295671463e-11,2.697971089780331e-10,2.443101942539215e-05,3.252349507808686e-05,-0.19199999999999884,-6.256000000000001,12.13,8.737,11.150000000000002,2.356,0.0155
5.260330677032471e-10,3.955396175384521e-11,2.332883675694466e-10,5.984447116032243e-11,1.7828033070173115e-10,2.1961756996810436e-05,4.0159784317016606e-05,-0.5899999999999991,-4.931000000000001,7.162,1.9280000000000002,4.036999999999999,-1.582,0.0164
3.5018388251774013e-10,4.1115908622741695e-11,7.188917701244355e-10,3.031814754009247e-11,2.0923789068311452e-10,2.506258201599121e-05,2.7862280368804933e-05,-8.244,-7.718000000000001,15.840000000000002,8.635,10.86,2.111,0.0146
3.4905512204859407e-10,8.055901609361172e-11,2.378503983020783e-10,8.926973283290864e-11,2.6440993401408197e-10,2.4860156595706938e-05,2.8080446004867555e-05,-16.21,-2.9090000000000003,13.25,3.425,5.108,-0.566,0.0146
1.7077028453350069e-10,1.1868970155715945e-10,2.4202482077479363e-10,8.926497101783753e-11,2.6564872190356256e-10,2.2025603473186492e-05,3.599389505386353e-05,-0.44299999999999906,-5.7,11.259999999999998,3.85,5.649000000000001,-0.45999999999999985,0.0155
5.252435177564621e-10,1.1978950738906863e-10,4.805605290569366e-10,2.9594396352767945e-11,8.550222125649451e-11,2.4870439648628234e-05,3.18371100127697e-05,-0.9470000000000008,-7.822,14.58,6.408,8.509,1.8600000000000005,0.0156
3.52969348942861e-10,1.2209071636199953e-10,4.76780496059917e-10,6.041863524354994e-11,1.7362632652465255e-10,1.621997833251953e-05,3.597882795333863e-05,-14.039999999999997,-13.57,11.59,7.222000000000001,11.28,2.453,0.0135
1.7228896915912629e-10,1.213412618637085e-10,2.4281017306447033e-10,5.910001248121262e-11,1.8242783091217279e-10,1.92177517414093e-05,3.632466840744019e-05,-0.29800000000000043,-3.6950000000000003,9.541,2.3410000000000006,3.815999999999999,-2.214,0.0145
3.521929744165391e-10,1.2062978744506837e-10,4.780265476666391e-10,5.994522107765079e-11,1.8316707473993302e-10,1.9106715440750124e-05,2.812634539604187e-05,-13.74,-10.8,17.19,11.520000000000001,13.69,3.371,0.0127
3.512655582977459e-10,1.2172928333282474e-10,4.768251236174256e-10,3.0084664821624756e-11,2.6956474733352665e-10,2.5154212355613708e-05,3.947322797775269e-05,-8.755,-5.745,9.203,3.822,6.901,0.9940000000000002,0.0174
5.239935413002968e-10,8.348679780960085e-11,4.711940080504864e-10,9.05939769744873e-11,9.198924621939658e-11,1.6126272678375245e-05,3.59998688697815e-05,-0.47499999999999964,-7.402999999999999,9.969,5.987,9.647000000000002,1.65,0.0136
1.732027292251587e-10,4.700702667236328e-11,7.137548317313195e-10,2.8787173032760622e-11,1.746896068667993e-10,2.446870124340057e-05,2.380035400390625e-05,-0.18400000000000052,-11.87,18.78,9.453000000000001,11.35,1.9360000000000002,0.0137
1.7393678724765778e-10,1.2118288516998292e-10,2.35072546184063e-10,9.039565443992615e-11,9.004687735438346e-11,2.7832000732421872e-05,3.58364520072937e-05,-0.5210000000000005,-5.073999999999999,10.65,4.103000000000001,6.401,0.8869999999999999,0.0175
1.712674379348755e-10,3.7920856475830077e-11,2.383670252859593e-10,6.015916418284178e-11,1.8847482094541193e-10,1.6008588790893553e-05,3.232667872309685e-05,-0.11200000000000095,-2.5699999999999994,6.576999999999999,1.5010000000000001,2.9850000000000008,-3.957,0.0126
5.272036552429199e-10,8.196575552225114e-11,2.379387040734291e-10,6.052271783351899e-11,9.374519123136996e-11,2.7869255185127258e-05,2.4382916927337644e-05,-1.1019999999999992,-1.0890000000000002,11.12,1.9389999999999994,3.3170000000000006,-2.529,0.0147
1.6987365186214448e-10,9.87930464744568e-11,2.3897941830754285e-10,2.9619637727737425e-11,1.8481805270910262e-10,1.5538672924041748e-05,3.30956906080246e-05,-0.1550000000000008,-1.0729999999999995,5.137,0.4660000000000004,1.372,-7.172,0.0126
3.4952854306902737e-10,1.2012190341949466e-10,2.376049597859383e-10,2.981597900390625e-11,1.8901038875058293e-10,2.4555243790149687e-05,3.294516336917878e-05,-9.757,-1.0360000000000003,7.136,0.6639999999999998,1.627,-4.983,0.0156
1.7037791907787324e-10,1.2106356620788576e-10,7.161352654099464e-10,2.9675005674362187e-11,2.683333341777325e-10,1.9285208940505982e-05,3.1986194521188736e-05,-0.31200000000000055,-4.35,13.01,6.219,8.215,0.5220000000000001,0.0136
1.7350242733955385e-10,1.045226836204529e-10,2.403414619266987e-10,3.049979746341705e-11,2.7321843099594117e-10,2.1418251395225526e-05,3.6936755180358894e-05,-0.276999999999999,-1.4060000000000004,5.806,0.5839999999999999,1.5269999999999997,-6.122,0.0155
5.261621177196503e-10,3.782886028289795e-11,4.788638457767665e-10,5.938876546919346e-11,2.621516231894493e-10,1.622924017906189e-05,2.7692575931549073e-05,-0.42799999999999944,-11.91,14.629999999999999,9.7,12.57,2.0629999999999997,0.0117
3.532101582735777e-10,1.2149596691131595e-10,4.756697998028249e-10,6.011218636762351e-11,1.7294734368566423e-10,1.9080694437026976e-05,3.974241590499878e-05,-13.75,-9.479,9.725,4.708,8.783,1.9029999999999998,0.0154
1.6939633786678315e-10,4.03170895576477e-11,7.374753926992417e-10,8.28520381450653e-11,2.7108650532364846e-10,1.5998496532440186e-05,3.611956644058228e-05,-0.11099999999999902,-4.578999999999999,6.2010000000000005,2.543,4.348,-2.185,0.0135
5.266894787549973e-10,3.890327930450439e-11,2.386870098412037e-10,9.004736065864563e-11,2.646762612760067e-10,1.6144087553024292e-05,2.795556974411011e-05,-0.42799999999999944,-3.036999999999999,11.28,3.216,4.949,-1.868,0.0117
5.282505124807358e-10,3.829065799713135e-11,7.175409098267556e-10,9.080476641654968e-11,2.6435256800055504e-10,1.6267891168594362e-05,2.804293394088745e-05,-0.4260000000000005,-5.91,13.66,12.42,15.73,2.953,0.0117
3.506074433156755e-10,1.1865948438644412e-10,4.713640847820789e-10,6.008292593993247e-11,8.845793083310125e-11,1.6240968942642213e-05,3.205496993660927e-05,-15.510000000000002,-16.28,13.94,10.57,13.35,3.2199999999999998,0.0126
3.4927067316602915e-10,3.960815906524658e-11,4.785998671893031e-10,8.230175614356995e-11,1.7458721117395907e-10,1.906295895576477e-05,4.0082546234130864e-05,-5.689000000000002,-8.545,7.218,3.367,8.156,1.478,0.0154
5.236945316195488e-10,3.862132549285888e-11,2.3706190335750583e-10,9.103250026702881e-11,1.8069545660819858e-10,1.6395647287368773e-05,3.977305936813355e-05,-0.4350000000000007,-8.041,5.94,1.7280000000000006,4.585,-1.543,0.0145
1.753998026251793e-10,1.2025763511657717e-10,2.322063316702843e-10,9.024753570556642e-11,1.8001749825570733e-10,1.5944947481155394e-05,2.41650595664978e-05,-0.21300000000000024,-1.6409999999999996,13.299999999999999,3.697,5.103,-1.9369999999999998,0.0108
1.8118174821138382e-10,1.229613780975342e-10,7.066112940311433e-10,2.9035288095474244e-11,2.6839487397670747e-10,1.9190639972686767e-05,2.391472625732422e-05,-0.3220000000000003,-11.95,20.76,10.62,12.26,1.6769999999999996,0.0117
5.248151242733002e-10,9.876417994499207e-11,7.105385934114457e-10,3.049407005310059e-11,2.7386557695269585e-10,2.4873087882995603e-05,3.227333560585976e-05,-0.925,-4.672000000000001,13.07,6.178,8.221,1.108,0.0155
3.514563629636541e-10,4.0491678714752195e-11,2.358597953915596e-10,9.03168511390686e-11,2.6546742898225785e-10,2.805369138717651e-05,2.83219735622406e-05,-8.376000000000001,-2.783,11.63,2.926,5.103,-0.45299999999999985,0.0156
3.5134297196054833e-10,1.2106163978576662e-10,4.713870442118496e-10,6.028529017232359e-11,8.702873882651328e-11,2.792721378803253e-05,3.5895706653594975e-05,-9.508,-13.48,12.499999999999998,9.342,12.300000000000002,3.7090000000000005,0.0175
1.7351730167865754e-10,8.721604228019716e-11,7.112956051826478e-10,5.7942882701754575e-11,9.325889815390108e-11,2.8076925754547118e-05,3.212759253382683e-05,-0.3410000000000003,-4.693,12.42,8.385,10.98,2.8020000000000005,0.0166
3.4899671813473104e-10,4.067450046539306e-11,2.347596679925919e-10,6.003178343642503e-11,8.818298402428626e-11,2.4851138651371e-05,3.607212209701538e-05,-7.713,-3.4240000000000004,8.209,2.2350000000000003,4.37,-0.507,0.0165
1.7321449518203736e-10,1.2003937244415285e-10,4.696778575535864e-10,3.060793697834015e-11,1.837569226771593e-10,2.4933490335941314e-05,3.628271293640137e-05,-0.5039999999999993,-7.303000000000001,11.9,5.9,8.262,1.3260000000000003,0.0165
1.7023570537567138e-10,8.254023969173433e-11,7.048493829667569e-10,6.919012069702148e-11,1.6651437689363955e-10,1.589644742012024e-05,3.5824977397918705e-05,-0.15399999999999886,-3.838,7.735,3.28,5.484,-1.043,0.0135
3.5055692521855237e-10,3.967307567596435e-11,2.373940904736519e-10,6.109117135405541e-11,2.666969173848629e-10,2.176658891886473e-05,2.814652109146118e-05,-7.779999999999999,-1.873,10.69,1.7690000000000001,3.1109999999999993,-2.973,0.0136
5.261112987995148e-10,7.826551079750061e-11,2.3824839714169506e-10,9.023924231529237e-11,1.7828103221673518e-10,1.602903938293457e-05,3.596544742584229e-05,-0.4569999999999992,-5.839999999999999,9.617,3.3369999999999997,5.470000000000001,-0.884,0.0135
1.6977616548538207e-10,4.0847134590148925e-11,7.304344584345818e-10,8.449826538562776e-11,1.0613381806015968e-10,1.5852552890777588e-05,3.994481611251831e-05,-0.11200000000000095,-3.1719999999999997,2.1149999999999998,0.32800000000000024,1.8859999999999997,-5.449,0.0145
1.7138791382312776e-10,8.004376572556795e-11,7.068854552805424e-10,6.151186522096396e-11,1.8182782048732042e-10,1.9174922585487366e-05,3.2086388438940055e-05,-0.1999999999999996,-4.856999999999999,12.240000000000002,8.758,11.18,2.0390000000000006,0.0136
5.251367270946502e-10,1.0785065889358522e-10,4.675015734620393e-10,3.0143541097640995e-11,1.8641919107735156e-10,1.634171915054321e-05,3.557160043716431e-05,-0.4649999999999999,-7.416999999999999,11.13,5.076,7.480999999999999,0.29799999999999993,0.0135
1.7631605565547945e-10,4.424293518066406e-11,4.770041399281472e-10,2.979313373565674e-11,2.489561220407486e-10,2.473084908723831e-05,4.004817771911622e-05,-0.18999999999999986,-5.738,7.363,3.056999999999999,5.351,-0.5400000000000001,0.0174
3.4863453831057994e-10,3.9139719009399414e-11,4.737548993080855e-10,6.105219829827547e-11,8.826877152919768e-11,2.4920327484607695e-05,3.604585933685303e-05,-7.699,-12.98,11.14,8.793,12.300000000000002,3.528,0.0165
3.4756619310937824e-10,3.825170040130615e-11,7.196607013344765e-10,9.13057816028595e-11,1.854560979306698e-10,2.5083416700363156e-05,2.3602083206176756e-05,-8.425999999999998,-6.254999999999999,18.21,16.11,19.0,4.629,0.0137
5.263935983181e-10,8.334214478731157e-11,2.421692413389683e-10,9.028220772743226e-11,2.708546667098999e-10,2.804768967628479e-05,3.992279767990113e-05,-1.1320000000000008,-7.1450000000000005,8.776,3.155,5.72,0.16100000000000006,0.0184
5.224976375699044e-10,4.1491992473602295e-11,2.420479801595211e-10,3.0517153143882755e-11,2.721439166069031e-10,2.470517873764038e-05,3.629628515243531e-05,-0.7430000000000009,-1.3769999999999996,5.059,0.5009999999999998,1.6130000000000004,-5.548,0.0165
3.484596491092816e-10,1.195750689506531e-10,7.107470703423024e-10,2.953311681747437e-11,1.7840152412001044e-10,1.9169153690338134e-05,2.8074347019195557e-05,-13.77,-7.051,16.98,9.656,11.299999999999999,1.8950000000000005,0.0127
3.490035157650709e-10,3.902058124542236e-11,2.3707775819301606e-10,6.042150842025877e-11,2.6226973399519923e-10,1.5835413932800295e-05,3.626861524581909e-05,-4.594999999999998,-3.6309999999999993,6.144999999999999,1.388,3.5599999999999996,-2.626,0.0135
1.7629132419824602e-10,4.7369258403778075e-11,2.475721445977688e-10,6.02013990143314e-11,2.587666988819838e-10,1.8408113718032838e-05,3.665692520141602e-05,-0.13200000000000042,-3.5830000000000006,6.918999999999999,1.658,3.1900000000000004,-3.308,0.0145
5.264505922794342e-10,8.156154051423075e-11,4.802999842092396e-10,2.974995374679565e-11,2.638496739268303e-10,1.9119985580444335e-05,4.027947998046875e-05,-0.5429999999999988,-5.5680000000000005,8.531,2.811,5.724999999999999,-0.5319999999999999,0.0154
1.7603099197149276e-10,1.2104691028594972e-10,7.131953825354576e-10,3.067730784416199e-11,9.808666557073592e-11,2.8060826778411862e-05,4.000426101684571e-05,-0.5260000000000002,-2.0790000000000006,5.6259999999999994,1.6120000000000003,3.8510000000000004,-1.28,0.0184
5.284233301877976e-10,1.2122147083282473e-10,7.11943006247282e-10,9.06053924560547e-11,1.8561169827356934e-10,2.4890322685241697e-05,3.633576726913452e-05,-0.9589999999999996,-4.293,10.86,6.02,8.96,2.047,0.0165
1.7359682619571687e-10,9.164824962615968e-11,7.058386397659779e-10,2.975459218025208e-11,2.0936678115278483e-10,1.8888649702072143e-05,2.8212665796279908e-05,-0.2009999999999991,-6.926999999999999,15.960000000000003,9.328999999999999,11.27,1.5520000000000005,0.0127
5.257870882749557e-10,8.065889380872251e-11,2.384398442804814e-10,8.94527792930603e-11,8.75194358229637e-11,2.499637472629547e-05,3.219688704609871e-05,-0.8660000000000011,-3.599000000000001,12.07,4.262,6.315,0.698,0.0156
1.7680573016405107e-10,8.801274895668031e-11,4.742057039514185e-10,8.903259873390198e-11,8.733582064509391e-11,2.489106833934784e-05,2.8038670063018798e-05,-0.3059999999999988,-7.235999999999999,16.47,13.16,15.81,4.173,0.0146
5.243596524000168e-10,9.023564934730532e-11,7.152397786378861e-10,3.004305839538574e-11,2.6886022490262984e-10,2.2067161418497564e-05,3.211493572592736e-05,-0.7110000000000003,-4.483,13.2,6.304,8.314,0.9220000000000002,0.0146
3.5048317321925425e-10,1.201508951187134e-10,4.627613987885416e-10,9.09408187866211e-11,8.923605415225027e-11,1.6140337467193602e-05,3.267269623279572e-05,-15.470000000000002,-7.446,13.239999999999998,10.34,13.69,3.379,0.0126
1.7320844531059266e-10,1.210487508773804e-10,4.757619498409331e-10,2.955668091773987e-11,1.6252329524233936e-10,1.8968000173568725e-05,4.011866664886475e-05,-0.29499999999999954,-5.764,8.584,3.371,5.868999999999999,-0.38899999999999996,0.0154
5.265575289726257e-10,1.185168266296387e-10,7.191563193798065e-10,3.060506880283356e-11,8.942250415682791e-11,1.8872469902038573e-05,3.607653141021729e-05,-0.5999999999999988,-2.4429999999999987,8.398,3.237,5.513,-0.45200000000000007,0.0145
1.7077839970588684e-10,1.0300016403198243e-10,4.725859927125275e-10,2.9617652893066406e-11,1.775318756485358e-10,1.5641698360443115e-05,3.255696964263916e-05,-0.1550000000000008,-7.496000000000001,12.030000000000001,5.244,7.107,-0.24300000000000002,0.0126
5.246459782123565e-10,8.137329280376436e-11,7.147825365066528e-10,3.0149370431900025e-11,9.231106181442736e-11,1.6043632745742797e-05,3.6049944400787356e-05,-0.4740000000000002,-2.3989999999999996,6.642,2.2580000000000005,4.917,-1.261,0.0136
3.5289630945771936e-10,1.2226277351379397e-10,4.735971879325808e-10,3.1219364404678344e-11,1.7002632673922926e-10,1.8730134010314942e-05,4.010407638549805e-05,-13.77,-5.792999999999999,8.858,3.49,6.751,0.6569999999999999,0.0154
5.249150201678276e-10,8.44716763496399e-11,7.167142217159272e-10,3.1182539463043216e-11,2.699134100973606e-10,2.496089893579483e-05,2.378189945220947e-05,-0.9570000000000006,-9.828000000000001,19.95,9.622,11.55,2.0049999999999994,0.0137
3.521150544518605e-10,1.2149386405944825e-10,7.178914149403573e-10,6.246218539774419e-11,1.710516710067168e-10,2.184905106574297e-05,4.008374404907227e-05,-11.360000000000001,-3.4170000000000003,7.758,2.639,5.649000000000001,0.42999999999999994,0.0164
1.739502638578415e-10,9.198380470275881e-11,2.3176786053180698e-10,3.0162538290023805e-11,1.938213263452053e-10,2.7235384464263915e-05,2.518329095840454e-05,-0.36400000000000066,-0.567,7.324,0.44799999999999973,1.2160000000000002,-7.071,0.0147
5.236695915460586e-10,3.9562921524047847e-11,2.349672814011574e-10,9.031839966773987e-11,1.8330726136639715e-10,2.7921553969383236e-05,2.8100913524627684e-05,-0.8549999999999994,-2.6600000000000006,12.030000000000001,3.3309999999999995,5.571,-0.18899999999999995,0.0156
5.247296541929246e-10,3.8096151351928707e-11,4.767267537415028e-10,2.957429051399231e-11,2.620152638405562e-10,1.6075761318206788e-05,2.798580837249756e-05,-0.42899999999999894,-4.239,12.66,4.054,6.068,-0.999,0.0117
5.236927688121796e-10,1.2110980510711673e-10,7.093199935853481e-10,6.307198204100133e-11,2.6358320021629333e-10,1.6133248567581177e-05,3.600713872909546e-05,-0.44100000000000006,-4.573,10.3,4.097999999999999,6.98,0.08100000000000014,0.0135
5.26138898730278e-10,1.2155689716339113e-10,4.721714073438198e-10,3.021120071411133e-11,2.687179500758648e-10,1.9197989225387574e-05,2.8018294334411622e-05,-0.5880000000000001,-4.120000000000001,16.01,4.795,6.377,-0.3310000000000001,0.0127
