C,R,WLO,RF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
1.2119174897670748e-12,200.0742256641388,9.025511816143989e-06,1.9798135086894035e-05,0.00928,0.0029,4.022,8.501
1.3203093111515046e-12,326.6808144748211,1.1035317927598951e-05,1.5993171632289887e-05,0.007649999999999999,0.00303,4.893,8.308
1.2597543299198153e-12,397.01972752809525,1.0995179787278173e-05,1.7988559901714325e-05,0.0069,0.00331,5.629,8.173
1.36347171664238e-12,325.6291829049587,1.3373860120773313e-05,1.903353825211525e-05,0.007649999999999999,0.0031999999999999997,5.391,8.25
1.1614921689033509e-12,400.0405564904213,1.459603428840637e-05,1.5792320668697356e-05,0.00691,0.0031599999999999996,5.068,8.297
1.359449237585068e-12,401.6507178544998,5.830022394657134e-06,1.4991521835327148e-05,0.00684,0.00306,4.93,8.236
8.227079659700395e-13,393.59740763902664,1.3622584939002989e-05,2.150163695216179e-05,0.0069,0.00359,5.843,8.199
1.4617534875869752e-12,372.9087829589844,6.390458047389983e-06,1.9398830756545068e-05,0.00709,0.00328,5.546,8.153
7.115486860275269e-13,223.66234064102173,9.203981310129164e-06,1.6279840767383575e-05,0.00892,0.00297,3.7810000000000006,8.544
4.956246018409729e-13,471.6113656759262,1.412855505943298e-05,2.1003973707556728e-05,0.00629,0.00388,5.974,8.175
8.316636234521867e-13,296.344693005085,1.138824701309204e-05,2.4414290189743044e-05,0.00793,0.00353,5.694,8.289
9.266524091362954e-13,395.96568644046783,8.819555491209029e-06,2.17541079223156e-05,0.006889999999999999,0.00358,5.995,8.153
4.991369247436524e-13,324.5908036828041,6.151627004146575e-06,1.983401091769338e-05,0.00758,0.0036800000000000005,5.269,8.232
1.2123432010412218e-12,224.19983744621277,4.732298851013183e-06,2.5142097473144533e-05,0.00878,0.00314,4.703,8.474
6.398731470108033e-13,280.3799793124199,9.609361365437506e-06,2.224582225084305e-05,0.00816,0.00353,5.213,8.334
6.824793219566346e-13,477.8835505247116,5.7793220877647395e-06,1.4877612590789794e-05,0.00625,0.0033399999999999997,5.176,8.192
1.3499106466770174e-12,500.0018060207367,1.3118141293525694e-05,1.7930155247449874e-05,0.00612,0.0033800000000000006,5.756,8.145
7.442978024482728e-13,395.82336843013763,1.1065359711647032e-05,2.4538077414035802e-05,0.006889999999999999,0.00375,6.195,8.202
6.939681470394135e-13,198.741614818573,5.959528386592864e-06,1.600710332393646e-05,0.0092,0.0029,3.428,8.658
1.043225344270468e-12,419.80268359184265,6.077736318111419e-06,1.9729076977819207e-05,0.00665,0.00345,5.758,8.121
6.724131703376771e-13,400.31354278326035,6.930079758167266e-06,1.5910759270191192e-05,0.00686,0.00337,5.184,8.212
1.4783646166324617e-12,501.7983853816986,9.492774680256843e-06,2.4171672463417056e-05,0.00606,0.0035700000000000003,6.373,8.132
1.4242865145206453e-12,275.17579197883606,6.65315419435501e-06,1.501116931438446e-05,0.00819,0.00282,4.17,8.433
7.821792960166932e-13,424.1432845592499,1.4934315979480741e-05,1.7003245055675506e-05,0.00669,0.0033900000000000002,5.303,8.257
1.2585251033306123e-12,394.46230828762054,1.3027711212635039e-05,1.922442004084587e-05,0.0069,0.0033600000000000006,5.691,8.183
6.0343536734581e-13,298.2331648468971,1.0494181513786315e-05,2.418699532747269e-05,0.00793,0.00369,5.643,8.289
7.889533489942552e-13,499.95146095752716,5.673433542251586e-06,1.6941590309143068e-05,0.00607,0.0034599999999999995,5.623,8.106
1.441905200481415e-12,225.21338164806366,1.485547453165054e-05,1.6094158291816712e-05,0.00894,0.0027,3.9170000000000003,8.553
7.995712310075761e-13,196.47141098976135,1.4370377063751219e-05,2.4966133236885074e-05,0.00931,0.0032200000000000006,4.5,8.521
1.0375295504927636e-12,501.54759883880615,9.557427242398261e-06,2.3644522428512576e-05,0.0061,0.00369,6.394,8.123
5.828789472579957e-13,501.192170381546,5.169998407363891e-06,1.961595430970192e-05,0.00604,0.00374,5.904,8.085
1.2421338111162188e-12,476.1980503797531,1.1376785486936568e-05,1.579051911830902e-05,0.0063,0.00324,5.424,8.19
1.439866065979004e-12,421.24471962451935,1.062511160969734e-05,2.3820446431636815e-05,0.006670000000000001,0.00353,6.228,8.158
6.93267583847046e-13,199.1332709789276,1.3041087388992308e-05,1.8924572244286537e-05,0.00931,0.00305,3.874,8.539
1.3103165924549105e-12,345.2564686536789,6.013859212398528e-06,1.859743505716324e-05,0.00734,0.0032200000000000006,5.274,8.196
8.736771494150162e-13,451.50047540664673,5.761147737503051e-06,1.4954792857170105e-05,0.00643,0.0032300000000000002,5.107,8.202
1.429323345422745e-12,449.96914863586426,9.939563460648058e-06,2.5002405643463137e-05,0.00646,0.0036,6.464,8.16
9.795432705432179e-13,274.21272695064545,1.3390104770660398e-05,2.2859274744987492e-05,0.00825,0.00333,5.314,8.342
1.439717084169388e-12,427.07235515117645,1.2814294695854185e-05,2.3297215998172762e-05,0.006620000000000001,0.00351,6.151,8.167
4.977625012397766e-13,446.42287492752075,5.403020977973937e-06,1.832601398229599e-05,0.00643,0.00372,5.608,8.13
1.2664963603019715e-12,398.2335478067398,1.5126539468765257e-05,2.520087063312531e-05,0.006889999999999999,0.00358,6.125,8.244
1.130824312567711e-12,345.5702072009444,1.5094512104988096e-05,2.524007618427277e-05,0.007370000000000001,0.00353,5.959,8.276
8.25454205274582e-13,418.74838322401047,1.2351815849542616e-05,2.2754091322422033e-05,0.00668,0.00367,6.065,8.173
6.879963278770447e-13,500.89505314826965,1.5101424455642698e-05,1.8839671686291694e-05,0.00612,0.0036399999999999996,5.758,8.192
8.012714833021165e-13,349.322815425694,7.883061319589614e-06,2.108635656535626e-05,0.00735,0.0035400000000000006,5.666,8.187
6.275045573711396e-13,449.4509994983673,1.0444663800299165e-05,1.803144857287407e-05,0.00648,0.00361,5.763,8.152
1.408118784427643e-12,198.7947940826416,1.2998383343219755e-05,2.4813045859336857e-05,0.0093,0.003,4.494,8.494
7.756868302822114e-13,498.91110360622406,5.7501688599586476e-06,1.587270349264145e-05,0.00608,0.0033900000000000002,5.45,8.134
8.74525621533394e-13,324.75660666823387,1.1174034848809241e-05,1.6922422647476196e-05,0.007649999999999999,0.0032200000000000006,5.071,8.282
1.4871929585933687e-12,474.50039088726044,1.3154817223548888e-05,1.88231036067009e-05,0.00629,0.00337,5.862,8.139
1.3044181466102602e-12,272.7376013994217,9.735926967114208e-06,2.364598631858826e-05,0.00825,0.00328,5.344,8.308
1.0221544839441777e-12,476.52454674243927,9.306288138031959e-06,2.4248965382575992e-05,0.00627,0.00371,6.449,8.14
7.630918920040132e-13,502.7526080608368,1.3039191067218779e-05,2.0020303777419033e-05,0.00611,0.0036600000000000005,6.0,8.136
1.4572470784187318e-12,273.73013496398926,1.2266194522380828e-05,1.995419424958527e-05,0.00825,0.00311,5.109,8.293
9.465478397905827e-13,320.6558667123318,6.958580613136291e-06,1.8575294464826584e-05,0.00762,0.00328,5.146,8.239
1.329943209886551e-12,400.1446843147278,1.0349419750273226e-05,1.6937513649463655e-05,0.006889999999999999,0.0032300000000000002,5.472,8.188
6.918945610523225e-13,323.58525916934013,8.233343809843062e-06,1.698724150657654e-05,0.00762,0.0033199999999999996,4.981,8.271
1.4080213606357575e-12,426.1156737804413,5.325292348861694e-06,1.8552370816469193e-05,0.0066,0.00329,5.57,8.118
7.205309569835663e-13,478.08766663074493,1.0177959892898796e-05,1.5064887404441834e-05,0.00629,0.00335,5.292,8.218
9.620282799005509e-13,250.50260722637177,1.1558682322502134e-05,2.4513197839260105e-05,0.00857,0.00333,5.198,8.365
1.460018575191498e-12,223.47030341625214,6.046166718006133e-06,1.8208382576704026e-05,0.00884,0.00284,4.138,8.46
8.781369104981423e-13,450.19836127758026,1.3067874014377593e-05,1.8905540332198143e-05,0.00648,0.0035200000000000006,5.797,8.16
6.988959908485413e-13,375.69583505392075,7.888429015874861e-06,1.4944679737091064e-05,0.007109999999999999,0.0032500000000000003,4.903,8.289
5.037887394428254e-13,472.411647439003,1.2793706953525542e-05,2.1139698177576068e-05,0.00629,0.00388,6.031,8.156
9.674054533243181e-13,376.3521581888199,5.916902124881743e-06,1.5992978513240814e-05,0.007069999999999999,0.00319,5.016,8.223
1.1928996443748476e-12,346.5543585829437,1.3014096021652219e-05,2.2912390530109407e-05,0.00738,0.00344,5.796,8.231
5.050081014633179e-13,250.746750831604,9.968146514147518e-06,1.4904154539108276e-05,0.00857,0.00314,3.9109999999999996,8.542
1.431522309780121e-12,197.51176834106445,1.3972703814506529e-05,1.5016083717346191e-05,0.00931,0.00253,3.227,8.681
1.4460158348083498e-12,501.0167896747589,9.922074154019355e-06,1.6819776594638825e-05,0.00611,0.00329,5.735,8.126
1.4363496303558351e-12,223.2050061225891,1.4558517336845395e-05,2.4433829486370092e-05,0.00893,0.00309,4.984,8.425
1.0942353382706643e-12,397.6856127381325,8.040155321359633e-06,2.139977037906647e-05,0.00686,0.00351,5.962,8.139
1.1705977618694307e-12,425.40367245674133,9.253660067915915e-06,1.5897643566131593e-05,0.006670000000000001,0.0032200000000000006,5.37,8.195
9.387590400874615e-13,450.7747858762741,7.12287664413452e-06,2.0873207077384e-05,0.00644,0.00359,6.054,8.106
4.928592443466187e-13,399.9730095267296,5.974150300025939e-06,2.5003696084022526e-05,0.00683,0.00398,6.009,8.211
7.212460637092591e-13,444.7042316198349,8.125362545251845e-06,1.971377180889249e-05,0.00647,0.00363,5.912,8.128
1.2885961234569551e-12,302.24609375,8.965655863285063e-06,1.4955735206604005e-05,0.00792,0.00291,4.438,8.385
1.2696220576763154e-12,451.206111907959,1.0290036536753176e-05,2.4415025115013126e-05,0.00644,0.00361,6.33,8.153
1.399122625589371e-12,325.7731683552265,1.347668409347534e-05,1.805927723646164e-05,0.007649999999999999,0.00314,5.247,8.266
1.136925131082535e-12,296.919883787632,1.095827743411064e-05,2.4437269568443302e-05,0.00792,0.00342,5.694,8.276
6.291157007217408e-13,421.39015793800354,7.522581517696379e-06,1.8215069025754928e-05,0.006660000000000001,0.00359,5.657,8.153
1.3818936049938204e-12,199.96647238731384,5.954286754131316e-06,2.3192708194255833e-05,0.00921,0.00296,4.329,8.505
1.2992273867130281e-12,199.41694140434265,6.790639758110045e-06,2.2139353156089786e-05,0.00924,0.00296,4.26,8.493
9.089275151491166e-13,399.81105774641037,1.5034055709838866e-05,2.5019506812095647e-05,0.006889999999999999,0.0036800000000000005,6.106,8.25
1.321522802114487e-12,403.6480784416199,5.129249095916747e-06,1.579931765794754e-05,0.00681,0.00311,5.032,8.198
1.402062624692917e-12,498.70292842388153,4.940621256828307e-06,1.595725744962692e-05,0.00605,0.00319,5.372,8.119
1.2537457048892977e-12,199.26334023475647,1.009585728868842e-05,2.3969444632530217e-05,0.00929,0.00303,4.389,8.486
4.821972846984863e-13,274.76890087127686,7.359066009521484e-06,2.291838884353638e-05,0.00819,0.00374,5.18,8.323
1.4862866699695589e-12,198.2681691646576,1.495169401168823e-05,2.011204730719328e-05,0.00931,0.0028,4.117,8.502
1.4377654790878297e-12,472.8211760520935,1.3939786255359647e-05,2.339140295982361e-05,0.00628,0.00355,6.218,8.166
1.4377079010009767e-12,349.3017913773656,8.709388822317123e-06,2.1026065796613697e-05,0.007360000000000001,0.00335,5.722,8.176
1.4888786375522615e-12,475.2826929092407,7.716756016016006e-06,1.904066398739815e-05,0.00627,0.0033900000000000002,5.968,8.091
6.905923187732697e-13,303.9937451481819,4.992817044258117e-06,1.487603485584259e-05,0.00782,0.00309,4.267,8.396
7.736586928367616e-13,298.26080054044724,1.0359732955694197e-05,2.3604290783405306e-05,0.00792,0.00355,5.617,8.273
4.946230053901673e-13,478.09139490127563,1.2088273614645003e-05,1.489051878452301e-05,0.0063,0.0034799999999999996,5.16,8.256
6.093973517417908e-13,448.8229602575302,1.2968317568302152e-05,1.7884079962968826e-05,0.00648,0.00359,5.625,8.184
1.4600648880004884e-12,299.7103601694107,1.2880847454071043e-05,2.4432265460491184e-05,0.00793,0.0033399999999999997,5.782,8.284
7.277500927448274e-13,346.62153646349907,7.3453620076179494e-06,1.8373785912990572e-05,0.00735,0.00343,5.304,8.214
1.4329087734222413e-12,297.71661162376404,8.726565688848494e-06,1.8132210224866868e-05,0.00792,0.00309,4.988,8.269
1.4398806393146516e-12,446.5044856071472,6.238218247890472e-06,1.8450425267219542e-05,0.00645,0.0033199999999999996,5.711,8.11
1.0921171158552172e-12,398.70544224977493,9.063679650425909e-06,1.6882270872592926e-05,0.006889999999999999,0.00328,5.453,8.184
8.284621089696886e-13,293.3073326945305,7.695315778255461e-06,2.175440296530724e-05,0.00794,0.00342,5.318,8.28
6.028107404708863e-13,226.50327384471893,1.4859604835510252e-05,1.7873722463846207e-05,0.00894,0.00315,4.229,8.52
1.4753235578536989e-12,349.01569089852273,1.1298683285713194e-05,2.1779482960700992e-05,0.007370000000000001,0.00337,5.88,8.19
1.0512219481170178e-12,476.3268053531647,1.1366111040115355e-05,1.5760969519615173e-05,0.0063,0.00328,5.419,8.193
9.44968231022358e-13,478.4584730863571,7.229953110218047e-06,2.0908774808049206e-05,0.00624,0.00361,6.128,8.098
1.5025392770767213e-12,370.51116302609444,1.3182842731475829e-05,2.197676092386246e-05,0.00713,0.0033800000000000006,5.955,8.191
1.0008869972079993e-12,374.6212773025036,9.033902660012244e-06,1.496764600276947e-05,0.007119999999999999,0.00312,4.942,8.288
1.3173481523990633e-12,251.37896537780762,9.692101012915371e-06,2.0673377439379695e-05,0.00856,0.0031,4.84,8.335
1.1252039372920991e-12,450.32959282398224,1.4957556724548338e-05,1.4876666665077209e-05,0.00649,0.00315,4.986,8.317
8.965191915631296e-13,398.6814498901367,7.941621392965316e-06,1.6890552043914795e-05,0.00688,0.0033399999999999997,5.416,8.181
6.008110344409943e-13,451.265487074852,8.331374078989028e-06,2.1876179277896885e-05,0.00646,0.0038400000000000005,6.181,8.13
1.020365819334984e-12,420.31356394290924,1.376832991838455e-05,2.15881422162056e-05,0.00668,0.0035400000000000006,5.923,8.18
5.103851258754731e-13,229.5459806919098,4.943627715110778e-06,1.473189651966095e-05,0.00878,0.00308,3.516,8.625
1.3735762536525729e-12,348.58849393203855,1.2414533495903013e-05,2.440903663635254e-05,0.007370000000000001,0.00347,6.016,8.234
1.0475968644022944e-12,252.58397459983826,6.490038037300109e-06,1.641358494758606e-05,0.00844,0.00294,4.208,8.426
4.982993602752686e-13,252.04790830612183,1.3342624604701994e-05,1.4920241236686707e-05,0.00858,0.00312,3.957,8.564
9.048793762922288e-13,198.55738282203674,1.4283319413661955e-05,1.4965500831604004e-05,0.00931,0.00267,3.24,8.72
9.007785692811014e-13,300.10885149240494,9.175837114453315e-06,2.1863091439008716e-05,0.00792,0.00343,5.435,8.25
6.887229681015015e-13,223.60951900482178,6.772284805774688e-06,2.472408294677735e-05,0.00887,0.00343,4.776,8.453
6.107932925224305e-13,447.85631000995636,1.0613409951329229e-05,1.9160701259970665e-05,0.00648,0.0036800000000000005,5.873,8.146
1.2331538796424866e-12,485.67706644535065,1.363643705844879e-05,2.2838788330554966e-05,0.0062,0.00358,6.168,8.158
1.3184874355793e-12,323.42201098799706,1.002614280208945e-05,2.3415508866310124e-05,0.00763,0.0034100000000000003,5.793,8.226
1.4440390765666963e-12,249.80706572532654,1.155620127916336e-05,1.916183277964592e-05,0.00858,0.00299,4.687,8.352
1.3530987799167634e-12,398.3004108071327,9.992978908121584e-06,1.788817673921585e-05,0.006889999999999999,0.00329,5.633,8.164
1.446461230516434e-12,394.41215097904205,1.4720137715339659e-05,2.2336936444044115e-05,0.0069,0.00342,5.91,8.206
1.3080110251903535e-12,344.8409715667367,1.4440897107124326e-05,2.145408555865288e-05,0.00738,0.00335,5.637,8.242
1.3595461249351503e-12,502.47355103492737,7.291238903999328e-06,2.143263995647431e-05,0.00609,0.0035400000000000006,6.248,8.08
1.4978450834751131e-12,498.0997711420059,1.2752533853054044e-05,1.8534352481365204e-05,0.00612,0.00335,5.9,8.13
1.4538671076297761e-12,471.74000442028046,1.293365955352783e-05,2.0221580266952518e-05,0.00629,0.00344,5.987,8.133
1.2373979836702348e-12,302.18068808317184,8.192014098167418e-06,1.9376084469258786e-05,0.007810000000000001,0.00319,5.138,8.258
1.30462983250618e-12,481.0552626848221,5.557113587856292e-06,1.920712724328041e-05,0.00621,0.0034,5.843,8.084
6.18050903081894e-13,500.1760423183441,1.1274244785308836e-05,2.2508842349052434e-05,0.00611,0.00386,6.233,8.134
1.4221438467502596e-12,252.08093523979187,9.773979391902684e-06,2.054071590304375e-05,0.00854,0.00307,4.83,8.337
8.552733063697816e-13,274.02431070804596,1.0522481948137281e-05,2.378775924444199e-05,0.00824,0.00344,5.385,8.312
1.4137583374977114e-12,301.7191603779793,5.953618586063384e-06,1.7051905691623688e-05,0.00786,0.00302,4.728,8.293
6.393831968307495e-13,369.85894814133644,1.0772470012307165e-05,1.9660585969686508e-05,0.00713,0.00359,5.638,8.201
7.842267751693726e-13,222.99962043762207,1.0319667346775531e-05,1.8050610721111298e-05,0.00892,0.00305,4.122,8.462
5.985350608825684e-13,394.80076283216476,1.4252094328403471e-05,2.4233794510364536e-05,0.006889999999999999,0.00383,6.07,8.23
1.2347971200942995e-12,374.1207346320152,6.3318580389022814e-06,1.9774158801883458e-05,0.007069999999999999,0.00335,5.59,8.149
8.02831307053566e-13,249.98125731945038,1.4272093772888182e-05,1.793254315853119e-05,0.00859,0.00308,4.577,8.423
6.979854106903077e-13,353.25196804478765,5.190735459327697e-06,1.5875891149044036e-05,0.007280000000000001,0.00326,4.787,8.266
8.652681559324265e-13,296.815849840641,9.631776362657545e-06,2.314610600471497e-05,0.00793,0.0034799999999999996,5.535,8.272
5.963431894779206e-13,475.32387375831604,6.485922932624816e-06,1.8138960748910903e-05,0.00626,0.00365,5.764,8.116
9.79958161711693e-13,303.08774411678314,9.835336375981568e-06,1.4991263747215272e-05,0.00793,0.00298,4.457,8.397
7.083596289157868e-13,298.53511452674866,8.783734589815138e-06,1.6979891061782836e-05,0.00792,0.00326,4.811,8.315
1.4667185842990877e-12,422.173935174942,7.833454161882399e-06,1.802415058016777e-05,0.006660000000000001,0.00329,5.677,8.13
6.030808985233307e-13,347.6916763931513,7.065641582012175e-06,1.705238103866577e-05,0.00734,0.00344,5.099,8.237
9.95629094541073e-13,373.5087461769581,7.845502793788909e-06,2.112264178693295e-05,0.0070999999999999995,0.0035000000000000005,5.814,8.158
1.461063235998154e-12,472.9844331741333,9.975676760077474e-06,1.89069165289402e-05,0.00629,0.0034,5.99,8.106
5.135989785194397e-13,476.38666331768036,1.5097475647926329e-05,1.799466833472252e-05,0.0063,0.00369,5.546,8.223
1.0383242070674897e-12,252.93610394001007,8.085156679153441e-06,1.97307456843555e-05,0.00852,0.00313,4.703,8.354
8.764654546976091e-13,249.48267936706543,6.917202770709991e-06,1.6893624663352968e-05,0.00849,0.00303,4.261,8.421
7.651965618133546e-13,351.9115542061627,5.9158417582511896e-06,1.898308515548706e-05,0.007270000000000001,0.00344,5.344,8.195
1.342079818248749e-12,270.5818384885788,8.875394910573957e-06,2.0766119137406352e-05,0.00824,0.00317,5.072,8.289
1.0757199227809908e-12,200.54015219211578,5.14886200428009e-06,1.5760210752487183e-05,0.00915,0.0027,3.408,8.655
5.892840623855592e-13,251.25791728496552,1.150881916284561e-05,1.4856063723564148e-05,0.00858,0.00303,3.945,8.539
9.10997398197651e-13,322.7141313254833,5.5960071086883534e-06,1.8212166130542755e-05,0.00758,0.0032700000000000003,5.053,8.236
1.0429987609386445e-12,251.0443776845932,5.554613173007964e-06,2.3779040277004246e-05,0.00844,0.0032200000000000006,4.918,8.395
1.0688802972435953e-12,301.23169124126434,9.921954665333032e-06,1.5943866968154907e-05,0.00793,0.00303,4.669,8.343
8.637399226427079e-13,273.10987412929535,9.888905584812163e-06,2.4369578957557683e-05,0.00822,0.00345,5.403,8.322
1.0810968801379204e-12,294.3055748939514,1.159590885043144e-05,1.8677041530609132e-05,0.00794,0.00317,5.064,8.295
1.2479311823844911e-12,347.835334809497,1.0373571179807184e-05,2.4513382911682133e-05,0.007360000000000001,0.0035000000000000005,6.016,8.219
5.227932035923005e-13,371.24964222311974,1.1555444300174712e-05,2.155337765812874e-05,0.00713,0.00379,5.833,8.207
1.170799717307091e-12,475.6542503833771,1.5148339867591855e-05,1.801366552710533e-05,0.0063,0.0033900000000000002,5.6,8.202
5.979853868484498e-13,349.37295792624354,1.133361831307411e-05,1.6961110532283785e-05,0.00738,0.00342,5.209,8.267
9.220350161194802e-13,450.44988095760345,8.182374984025954e-06,2.1487342864274982e-05,0.00646,0.00363,6.147,8.117
9.179538413882256e-13,326.2999653816223,1.241772875189781e-05,1.6984950006008148e-05,0.007649999999999999,0.0031999999999999997,5.08,8.292
7.992935478687287e-13,326.2743167579174,9.105845913290976e-06,2.139825358986855e-05,0.00757,0.0035000000000000005,5.549,8.232
5.929195880889894e-13,226.69594585895538,6.154492199420928e-06,1.7933016866445543e-05,0.00884,0.00321,4.103,8.485
6.953956186771394e-13,499.9194711446762,1.3076004683971403e-05,1.781298980116844e-05,0.00612,0.00358,5.725,8.158
1.4441287219524385e-12,326.2556731700897,1.2566883862018583e-05,1.992005702108145e-05,0.007649999999999999,0.0032300000000000002,5.528,8.23
1.4388522505760194e-12,351.6253418289125,7.875974029302596e-06,2.0413002073764804e-05,0.00734,0.0033199999999999996,5.627,8.172
5.502048730850221e-13,350.3420406021178,9.371327087283134e-06,2.1733878850936894e-05,0.007330000000000001,0.00375,5.757,8.209
7.982721477746965e-13,224.46161210536957,5.97115397453308e-06,2.1211758032441143e-05,0.00884,0.0032200000000000006,4.474,8.435
7.856944948434831e-13,427.18478441238403,9.055320844054221e-06,2.2568570077419283e-05,0.00665,0.00371,6.187,8.145
8.02712231874466e-13,320.28629407286644,9.772187676280735e-06,2.2265498191118243e-05,0.007649999999999999,0.0035200000000000006,5.613,8.245
9.012615457177163e-13,400.43183267116547,1.5306375622749327e-05,2.3214803934097294e-05,0.006889999999999999,0.0036199999999999995,5.97,8.225
7.679811269044877e-13,374.84053671360016,8.018287271261214e-06,2.1345752477645877e-05,0.00709,0.00361,5.836,8.167
8.402444869279863e-13,252.13502645492554,8.224480301141738e-06,2.406365513801575e-05,0.00852,0.0033800000000000006,5.084,8.384
4.898592829704285e-13,447.9736030101776,1.3409267365932462e-05,2.485772877931595e-05,0.00647,0.00402,6.289,8.211
6.243399381637574e-13,325.0059425830841,1.012680728919804e-05,2.2549686729907993e-05,0.007599999999999999,0.0036600000000000005,5.666,8.247
8.713532686233522e-13,319.4189749658108,1.0947396978735922e-05,2.329301476478577e-05,0.007649999999999999,0.0035200000000000006,5.706,8.254
1.07168098539114e-12,199.07673001289368,1.438839256763458e-05,2.2496409267187122e-05,0.00931,0.003,4.325,8.499
7.153328955173493e-13,324.12430942058563,9.325511828064917e-06,1.687105655670166e-05,0.00763,0.0033,5.011,8.277
6.940374970436097e-13,450.9266793727875,5.037665963172912e-06,1.4871097207069397e-05,0.0064,0.00329,5.003,8.209
6.171531379222871e-13,325.58973878622055,1.1643625050783155e-05,2.3363203406333928e-05,0.007599999999999999,0.00369,5.716,8.264
9.715306647121907e-13,402.06088572740555,1.1806043088436124e-05,2.2127645015716555e-05,0.00683,0.0035700000000000003,6.006,8.169
6.820391416549683e-13,451.9067317247391,8.842966854572295e-06,2.267635375261307e-05,0.00645,0.0038000000000000004,6.263,8.136
1.315664827823639e-12,275.3116101026535,6.55702918767929e-06,1.7983958870172503e-05,0.00817,0.00303,4.67,8.322
7.674038112163544e-13,225.4779189825058,9.937796983867882e-06,1.8778479173779488e-05,0.00891,0.00312,4.262,8.442
4.988256692886353e-13,445.8458870649338,1.4313329756259916e-05,1.706739276647568e-05,0.00649,0.0036199999999999995,5.388,8.232
5.786567032337189e-13,223.70577454566956,7.567346990108489e-06,1.507383018732071e-05,0.00889,0.00299,3.571,8.615
1.3483977615833285e-12,199.59836602210999,1.2573128044605253e-05,2.1059345081448557e-05,0.00931,0.0029,4.152,8.483
9.682446904480459e-13,228.0167281627655,4.804840683937072e-06,1.550378680229187e-05,0.00879,0.00282,3.7480000000000007,8.551
1.3772716820240022e-12,300.3425568342209,1.2813599109649656e-05,2.219461798667908e-05,0.00794,0.00329,5.568,8.268
1.2452663779258729e-12,424.07019436359406,1.3654160797595975e-05,1.5808255076408385e-05,0.00669,0.0031799999999999997,5.203,8.256
1.346181929111481e-12,371.38878405094147,1.0854382216930387e-05,2.03227336704731e-05,0.00713,0.00337,5.798,8.171
1.0215289369225504e-12,325.56260600686073,1.4863333404064176e-05,1.779977425932884e-05,0.00766,0.0031999999999999997,5.129,8.305
9.157197847962381e-13,250.85884928703308,1.0807746425271032e-05,2.2926756739616398e-05,0.00857,0.00331,5.057,8.347
