C,R,WLO,RF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
1.4715951085090639e-12,299.3645876646042,1.2130892276763915e-05,2.3838334977626805e-05,0.00793,0.00333,5.718,8.27
5.050813853740693e-13,423.131600022316,7.313291728496551e-06,2.058484021574259e-05,0.00664,0.00387,5.942,8.138
1.1237668544054034e-12,425.377681851387,9.291198328137397e-06,2.212771147489548e-05,0.00665,0.00358,6.2,8.135
7.392081320285798e-13,201.45685970783234,8.534901887178419e-06,2.02834539860487e-05,0.00931,0.00312,4.003,8.522
9.0172578394413e-13,276.60960257053375,1.4924623668193815e-05,2.2816118001937868e-05,0.00825,0.0033600000000000006,5.404,8.346
1.1084063202142717e-12,420.7407683134079,1.3795510232448576e-05,1.897354930639267e-05,0.00669,0.0034100000000000003,5.691,8.187
6.963331997394562e-13,228.33811938762665,8.715343326330184e-06,2.0772093757987024e-05,0.00891,0.00329,4.483,8.423
9.672991819679738e-13,273.0986177921295,7.531488686800002e-06,2.2885578274726872e-05,0.00825,0.0033600000000000006,5.202,8.306
6.071573793888093e-13,324.0897625684738,7.93249875307083e-06,2.0991958007216456e-05,0.00762,0.0036399999999999996,5.485,8.225
1.1757572144269944e-12,421.25155478715897,1.4907720685005186e-05,1.60463547706604e-05,0.00669,0.0031999999999999997,5.138,8.282
1.1153982728719713e-12,468.3452397584915,9.391619116067885e-06,2.2072269767522816e-05,0.00628,0.0036199999999999995,6.307,8.113
1.1357326954603197e-12,492.83063411712646,1.3937114775180815e-05,2.2940074503421787e-05,0.00611,0.00363,6.248,8.163
1.321819454431534e-12,202.44280397891998,1.0280569903552532e-05,2.094452373683453e-05,0.0093,0.00291,4.118,8.483
5.979474782943727e-13,326.5864856541157,9.116571024060248e-06,1.5084538757801055e-05,0.00763,0.0032300000000000002,4.616,8.368
1.1797120422124863e-12,373.3423978090286,1.392421096563339e-05,1.901561535894871e-05,0.00714,0.0033199999999999996,5.548,8.22
1.2041456997394563e-12,396.5743914246559,1.2909559905529021e-05,2.0918922647833828e-05,0.0069,0.0034599999999999995,5.929,8.174
1.1671738475561144e-12,444.88161504268646,1.3996989130973814e-05,2.3849568068981173e-05,0.00647,0.0036199999999999995,6.239,8.19
1.290378659963608e-12,469.8402136564255,1.1131097227334974e-05,1.5933075845241547e-05,0.0063,0.0032300000000000002,5.425,8.189
5.952929258346558e-13,397.98792004585266,9.958351389504967e-06,1.6051602065563202e-05,0.006889999999999999,0.00343,5.262,8.243
6.108007431030274e-13,271.6206043958664,6.146792173385619e-06,2.2412837445735935e-05,0.00825,0.00355,5.061,8.334
1.329591065645218e-12,421.8999117612839,8.101185113191603e-06,1.6069008111953734e-05,0.006660000000000001,0.0031799999999999997,5.341,8.185
1.4688009321689608e-12,445.10336220264435,1.4831754267215727e-05,1.8995393067598344e-05,0.00648,0.00335,5.698,8.191
1.204045742750168e-12,349.5184803381562,1.1936685144901273e-05,1.8069384247064592e-05,0.00738,0.0032300000000000002,5.399,8.229
1.3139646649360657e-12,252.1462917327881,5.985125303268432e-06,2.096334867179394e-05,0.00849,0.0031,4.779,8.352
7.052502632141114e-13,396.94657027721405,9.712587501853703e-06,2.2082156687974932e-05,0.006889999999999999,0.00372,6.075,8.165
9.013698771595956e-13,203.95412147045135,9.386688843369482e-06,2.0971858799457553e-05,0.00929,0.00306,4.101,8.497
1.1761497110128404e-12,400.58148205280304,7.533631324768066e-06,2.0476439483463766e-05,0.00686,0.0034599999999999995,5.878,8.131
9.013576358556749e-13,275.40603280067444,7.461478114128112e-06,1.920888029038906e-05,0.00822,0.0032300000000000002,4.858,8.309
6.705786287784577e-13,274.1777330636978,7.143989205360412e-06,2.1348078399896624e-05,0.00824,0.0034599999999999995,5.041,8.314
5.112294554710389e-13,276.94242000579834,1.4968663454055784e-05,2.4887658357620242e-05,0.00825,0.00374,5.491,8.392
7.007818520069124e-13,495.29455602169037,1.1532018035650251e-05,1.4944292902946471e-05,0.00612,0.00335,5.225,8.234
9.8108889721334e-13,253.85210514068604,8.121575415134429e-06,1.5017145872116089e-05,0.00852,0.00285,3.9060000000000006,8.51
1.274431347846985e-12,251.3991802930832,1.0045980447903274e-05,2.0976390540599826e-05,0.00857,0.00312,4.86,8.331
6.919016242027284e-13,277.75078415870667,1.1008622273802755e-05,1.6084271371364593e-05,0.00824,0.00312,4.435,8.41
9.883830323815346e-13,375.2536617219448,8.071217387914657e-06,1.6094120740890504e-05,0.007109999999999999,0.0031999999999999997,5.12,8.234
6.138748526573182e-13,229.84133660793304,5.015956759452819e-06,1.802325338125229e-05,0.00879,0.00319,4.052,8.496
1.498114347457886e-12,297.99342453479767,1.1107057332992553e-05,2.2835751175880437e-05,0.00793,0.0033,5.609,8.25
5.07692039012909e-13,201.6313999891281,1.056197691708803e-05,2.2190501838922505e-05,0.0093,0.00345,4.165,8.52
7.084074020385743e-13,396.9825878739357,1.195198580622673e-05,1.994139967951924e-05,0.0069,0.00361,5.837,8.177
1.4386826157569887e-12,301.44639760255814,5.300640761852264e-06,1.498658299446106e-05,0.00782,0.00285,4.28,8.382
7.233945429325105e-13,372.6943761110306,1.4849816262722014e-05,1.6997563540935518e-05,0.00714,0.00335,5.141,8.294
1.2184918969869616e-12,299.11518692970276,4.844565987586974e-06,2.4953460395336153e-05,0.007810000000000001,0.0033399999999999997,5.388,8.313
1.4012518823146822e-12,325.28406977653503,9.048051834106443e-06,1.80331052839756e-05,0.00763,0.00315,5.187,8.232
9.640680737793446e-13,374.07454028725624,1.4719985723495481e-05,1.5964214503765107e-05,0.00714,0.0031799999999999997,4.979,8.32
4.87728238105774e-13,325.46027302742004,5.170123577117919e-06,1.8587781488895416e-05,0.00754,0.0036,5.066,8.246
1.4022489488124849e-12,227.59778499603271,6.633135080337523e-06,2.2017588913440708e-05,0.00887,0.00304,4.61,8.411
6.040133237838746e-13,274.638232588768,5.059919655323028e-06,2.3860551118850712e-05,0.00811,0.0036,5.112,8.356
9.175568819046022e-13,253.6938101053238,1.4221246242523191e-05,2.2858331799507144e-05,0.00858,0.0033,5.167,8.376
7.113593816757203e-13,276.9875705242157,4.795048832893371e-06,2.195498645305634e-05,0.00812,0.00344,4.998,8.327
1.4955653846263887e-12,277.1333307027817,1.3023062050342558e-05,2.184391707181931e-05,0.00825,0.00319,5.352,8.298
1.0654246434569361e-12,350.8521822281182,8.108886927366256e-06,1.5078250169754028e-05,0.00735,0.00306,4.774,8.306
8.483369499444963e-13,186.96877360343933,1.2914477586746214e-05,1.461212694644928e-05,0.00931,0.00277,3.225,8.738
1.0149905169382693e-12,418.89952570199966,6.174090504646301e-06,1.859014168381691e-05,0.00665,0.0034,5.624,8.132
1.4426276981830598e-12,444.657427072525,1.1295914947986601e-05,1.600912481546402e-05,0.00649,0.0031799999999999997,5.378,8.201
1.1134049817919733e-12,253.94087731838226,6.599200665950774e-06,1.5014877319335937e-05,0.00849,0.00281,3.887,8.507
1.0843500643968584e-12,399.43723380565643,5.095353424549102e-06,1.5048061013221741e-05,0.00681,0.00309,4.835,8.242
9.315186515450479e-13,301.5745669603348,1.1106729507446288e-05,1.6997085511684417e-05,0.00793,0.00314,4.873,8.316
1.5126423239707949e-12,276.4660060405731,1.293482333421707e-05,2.0003327061422173e-05,0.00825,0.00309,5.138,8.303
1.2090881019830706e-12,252.99663245677948,1.3958336412906644e-05,2.096898697316647e-05,0.00859,0.00312,4.99,8.362
1.4469183385372163e-12,300.4811242222786,1.5047066211700438e-05,2.3897472918033603e-05,0.00794,0.00331,5.675,8.306
6.666595041751863e-13,271.99118733406067,7.1401742100715625e-06,1.9146192371845246e-05,0.00824,0.0033399999999999997,4.746,8.342
8.125490695238115e-13,300.9324327111244,9.73962379619479e-06,2.3026313185691837e-05,0.00792,0.0035200000000000006,5.547,8.262
1.1471336334943773e-12,424.1271197795868,5.349067151546478e-06,1.936216473579407e-05,0.00659,0.0033900000000000002,5.678,8.118
7.161087095737458e-13,227.7053862810135,6.7973402142524706e-06,2.298180907964707e-05,0.00887,0.00337,4.653,8.433
6.574950516223908e-13,298.17971736192703,7.439554929733275e-06,2.1114497557282452e-05,0.00793,0.0035200000000000006,5.252,8.268
1.3724237382411959e-12,373.30608516931534,1.0900614336133001e-05,1.9997294121421874e-05,0.00713,0.0033600000000000006,5.799,8.169
7.072810828685762e-13,395.724193751812,1.477040737867355e-05,1.9953458714298903e-05,0.0069,0.00358,5.657,8.225
1.3652696013450624e-12,301.2027680873871,1.4138969480991362e-05,2.4839839637279514e-05,0.00793,0.00337,5.786,8.308
5.992294251918794e-13,469.3017244338989,1.0663862377405165e-05,1.7944480627775192e-05,0.00629,0.0036399999999999996,5.781,8.145
1.427890866994858e-12,493.94209682941437,7.294872999191283e-06,2.0752584263682368e-05,0.00608,0.0035000000000000005,6.197,8.074
5.907136797904969e-13,492.645999789238,1.4121856391429899e-05,2.48909729719162e-05,0.0061,0.00397,6.335,8.206
5.310150980949402e-13,203.89881432056427,1.022578677162528e-05,2.5265985727310184e-05,0.0093,0.00356,4.425,8.54
1.1202303096652033e-12,444.98353004455566,7.926358431577682e-06,1.8024609982967378e-05,0.00646,0.0033900000000000002,5.761,8.121
5.017573237419129e-13,201.8871933221817,1.078560099005699e-05,2.1140282005071643e-05,0.0093,0.0034100000000000003,4.053,8.522
1.0146316746249797e-12,376.0673835873604,8.678418844938276e-06,2.149889156222344e-05,0.0070999999999999995,0.0035200000000000006,5.903,8.163
4.981587529182435e-13,349.0767593495548,1.4810277223587033e-05,2.1786406934261327e-05,0.00738,0.00377,5.662,8.269
9.655184149742127e-13,491.6223794221878,1.0728617459535597e-05,2.3872971534729007e-05,0.0061,0.00374,6.462,8.137
