Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
4.4817647337913514e-06,1204.9442613497376,8.93255080282688e-06,8.508127128705382e-06,131999999.99999999,0.00085,13.53
5.0764961689710615e-06,1629.4965893030167,8.152740865945816e-06,8.827606536448002e-06,105000000.00000001,0.000885,15.98
6.159610122442246e-06,1961.1689448356628,1.4228092893958091e-05,5.115575283765793e-06,253000000.0,0.00111,5.290000000000001
7.512550279498101e-06,1925.4214018583298,1.4070244565606117e-05,9.906361877918244e-06,460000000.0,0.00121,1.22
7.3237094208598136e-06,606.4618378877639,1.3215202435851097e-05,8.970203153789044e-06,278000000.0,0.00133,10.87
6.223111487925053e-06,1736.5353256464005,8.675757020711899e-06,6.617097467184067e-06,103000000.00000001,0.000997,16.4
5.898089848458767e-06,707.2046697139739,1.3489978104829788e-05,9.002035073935985e-06,235000000.0,0.00116,11.76
8.995781019330025e-06,1490.05938321352,1.6052279293537138e-05,6.220323324203492e-06,263999999.99999997,0.00146,7.16
6.37575663998723e-06,1709.8769396543503,9.120034888386726e-06,8.268596224486828e-06,105000000.00000001,0.00105,16.93
8.52707974612713e-06,1348.893828690052,1.280831356346607e-05,7.346318617463112e-06,130999999.99999999,0.0014,16.05
7.0402032807469365e-06,1298.8379076123238,6.816368550062179e-06,7.4781934022903445e-06,125000000.00000001,0.000978,13.509999999999998
5.880242295563221e-06,1369.5743195712566,1.1617468918673694e-05,8.65683814510703e-06,121000000.0,0.00109,16.19
8.280673384666443e-06,1121.3698275387287,1.3478065580129623e-05,6.967185586690903e-06,150000000.0,0.0014,14.73
5.3349699229002e-06,1384.9699199199677,7.291203528642654e-06,8.342540126293898e-06,117000000.0,0.000874,14.19
4.877184972167015e-06,1107.892632484436,1.081400914490223e-05,7.52914009988308e-06,143000000.0,0.0009470000000000001,13.78
4.501005023717881e-06,911.8410572409629,1.2234162524342536e-05,9.609280332922935e-06,174000000.0,0.000938,12.64
6.332654915750027e-06,506.2202215194701,7.252688288688659e-06,8.052118733525277e-06,323000000.0,0.000968,6.01
7.331272043287754e-06,1388.3263245224953,6.0036605000495905e-06,9.236441306769849e-06,117000000.0,0.0009480000000000001,13.8
6.580531932413578e-06,1561.6313144564629,1.0636097073554992e-05,7.546116039156914e-06,113000000.0,0.00113,16.62
7.66622281819582e-06,707.0082873106002,1.374861443042755e-05,9.722185119986534e-06,239000000.0,0.00139,12.55
6.787962611764669e-06,708.9816778898238,1.3894134059548377e-05,8.99593273550272e-06,236000000.0,0.00129,12.29
5.557902127504349e-06,1847.1767157316208,9.71376809477806e-06,8.798762261867524e-06,99999999.99999999,0.000991,17.68
4.43932843208313e-06,1011.1325904726981,1.668749964237213e-05,8.399655691348016e-06,157000000.0,0.00101,14.539999999999997
5.468864187598229e-06,907.1355909109114,6.811959624290466e-06,6.949301332235337e-06,175000000.0,0.000867,10.16
4.977114289999008e-06,502.26132571697224,1.4988191336393355e-05,8.772324193269015e-06,323000000.0,0.00106,8.77
5.438368946313858e-06,1864.3487989902496,7.962798088788986e-06,8.213921684771777e-06,97600000.00000001,0.000913,17.04
5.014095783233643e-06,503.7260353565215,1.62711943089962e-05,9.822058588266373e-06,324000000.0,0.00109,9.17
8.390654817223549e-06,1153.3287055790424,1.0569715842604636e-05,7.108639508485794e-06,143000000.0,0.00129,14.56
5.189672917127609e-06,1283.362578600645,9.199288845062255e-06,7.833543188869953e-06,125000000.00000001,0.000931,14.47
6.005966417491436e-06,1072.8003978729248,1.2672834083437919e-05,8.680517185479403e-06,150000000.0,0.00114,14.65
5.458511397242546e-06,1190.4790326952934,5.765114963054657e-06,6.9218484759330755e-06,131999999.99999999,0.00081,11.74
7.286022506654263e-06,813.0307793617247,8.195794194936751e-06,8.40471567865461e-06,200000000.0,0.0011,10.939999999999998
4.94117496907711e-06,1374.921403825283,7.101654469966888e-06,6.6017748117446905e-06,118000000.0,0.000819,13.56
7.445326879620552e-06,826.491892337799,1.4120994091033935e-05,6.1118109524250034e-06,213000000.0,0.00132,11.31
7.884953141212464e-06,1752.0995140075684,1.2258916303515433e-05,8.796304527670145e-06,242000000.0,0.00127,9.2
4.540154010057449e-06,511.0817700624465,6.850342750549316e-06,8.274214912205935e-06,323000000.0,0.000783,4.96
6.818291673436761e-06,1407.1488715708256,1.1818523947149514e-05,7.978321880102157e-06,121000000.0,0.0012,16.5
8.26314876973629e-06,1475.2412736415863,6.118367642164229e-06,6.134585589170456e-06,113000000.0,0.000986,14.05
7.865787148475648e-06,1307.413186877966,1.1085567984730005e-05,6.271757245063782e-06,129999999.99999999,0.00124,14.87
7.669611789286138e-06,697.0662772655486,1.0174144245684146e-05,1.0157641306519509e-05,237000000.0,0.00125,11.29
5.586117088794708e-06,610.0953817367553,1.6321665674448013e-05,8.818458426743746e-06,277000000.0,0.00118,10.99
8.360571965575218e-06,1184.5181584358215,1.4468445897102356e-05,9.209718972444534e-06,141000000.0,0.00146,16.43
5.014621898531914e-06,1863.8170063495636,8.869032964110373e-06,8.426966206170619e-06,97600000.00000001,0.000901,17.36
5.438818082213402e-06,1210.3192964568734,1.5437948644161222e-05,9.920522645115852e-06,132999999.99999999,0.00114,16.53
7.5522387251257895e-06,1923.057034611702,1.296579472720623e-05,9.027727626264095e-06,371000000.0,0.0012,3.460000000000001
6.572265096008778e-06,719.962328672409,1.1298541981726884e-05,7.491766601800919e-06,236000000.0,0.00116,10.7
5.970916248857975e-06,796.5916544198989,7.547492295503616e-06,8.715080309659243e-06,203000000.0,0.0009489999999999999,10.01
5.3596064150333405e-06,709.9799960851668,1.3862487092614173e-05,9.082234516739845e-06,234000000.0,0.0011,11.629999999999999
6.364994242787361e-06,1002.7624666690825,1.3034781351685524e-05,8.641165222972632e-06,160000000.0,0.0012,14.52
5.45011192560196e-06,1281.6446209326386,1.1948639053851366e-05,8.488174163736404e-06,127000000.00000001,0.00105,15.629999999999999
4.925331696867943e-06,610.6773763895034,1.663949680328369e-05,9.56997473537922e-06,274000000.0,0.00109,10.78
8.986332938075065e-06,786.7265790700911,1.598199415206909e-05,4.992846965789795e-06,219000000.0,0.00152,10.55
5.472261741757393e-06,915.6507104635238,1.158529783040285e-05,8.763085022568703e-06,174000000.0,0.00105,12.970000000000002
6.759624436497688e-06,1830.576702952385,7.559705436229705e-06,7.716703794896602e-06,99999999.99999999,0.000991,16.58
6.478024709969759e-06,1402.510941028595,1.4090770706534385e-05,9.389190703630448e-06,121000000.0,0.00124,17.42
5.602853536605835e-06,1706.3269019126892,1.0665435656905174e-05,7.560770183801651e-06,105000000.00000001,0.00102,17.16
7.2518690675497054e-06,1214.66133184731,1.5179354280233383e-05,1.0667370200157165e-05,135000000.0,0.00137,17.13
8.234576806426049e-06,950.0238448381423,9.006223529577255e-06,6.946349829435349e-06,177000000.0,0.00119,11.85
4.5171763300895695e-06,1763.6095881462097,1.0800274074077605e-05,1.075154560804367e-05,99999999.99999999,0.000905,17.8
5.975538969039917e-06,1298.7795695662498,1.10498005785048e-05,8.043571151793003e-06,126000000.00000001,0.00108,15.46
4.509282723069191e-06,1655.6283682584763,1.1717943012714386e-05,1.0474263310432435e-05,103999999.99999999,0.000927,17.58
7.15273217484355e-06,1211.4911396056414,1.427058219909668e-05,1.0187197536230087e-05,135000000.0,0.00133,16.72
4.865988895297051e-06,1777.3994952440262,7.330320000648498e-06,8.129738114774226e-06,99500000.0,0.000826,15.989999999999998
6.097358867526054e-06,909.2516303062438,8.775838881731032e-06,8.443959186784922e-06,175000000.0,0.00102,11.92
8.355496555566788e-06,1303.859293460846,9.075046569108962e-06,7.610138803720475e-06,127000000.00000001,0.00121,15.08
8.13400349020958e-06,874.0869313478469,1.3847164526581764e-05,6.219840168952942e-06,202000000.0,0.00138,11.73
8.807265982031822e-06,1197.5083649158478,1.5836835294961927e-05,1.114434540271759e-05,140000000.0,0.00157,17.45
7.239689826965332e-06,902.6151299476622,1.2727512761950493e-05,8.73195504397154e-06,180000000.0,0.00129,13.76
7.74117225408554e-06,1192.9495707154274,9.362511053681373e-06,8.325895261019468e-06,136000000.0,0.00118,14.57
6.176328331232071e-06,1707.6451629400253,8.714940041303633e-06,5.725182235240937e-06,103999999.99999999,0.000984,15.989999999999998
7.471547953784466e-06,1116.5524125099182,1.54666051864624e-05,1.07429239153862e-05,145000000.0,0.00141,16.77
8.146298602223397e-06,1017.1556472778319,1.614254409074783e-05,4.939813375473023e-06,171000000.0,0.00143,11.98
5.95604333281517e-06,1210.5266954749823,1.60583997964859e-05,1.0756187319755554e-05,133999999.99999999,0.00123,17.01
8.501819640398026e-06,1713.4375721216202,1.6622497737407684e-05,9.692820087075234e-06,519999999.99999994,0.00134,0.11999999999999984
8.392226323485374e-06,794.6274280548095,7.079190880060195e-06,8.170190684497356e-06,204000000.0,0.0011,10.269999999999998
5.506238222122193e-06,1095.621157437563,8.895984977483748e-06,7.795790426433086e-06,144000000.0,0.0009589999999999999,13.19
8.236737057566643e-06,623.3335137367247,9.16154809296131e-06,8.180362839251757e-06,274000000.0,0.00121,9.05
6.746206669136882e-06,1117.1664036810398,1.1864580158144235e-05,8.632862452417612e-06,145000000.0,0.0012,14.93
8.415698736906051e-06,513.8892382383345,7.33443683385849e-06,6.579378813505173e-06,327000000.0,0.00111,6.21
5.821311749517918e-06,1124.3616081774235,1.3373839184641838e-05,8.923546519130469e-06,143000000.0,0.00114,15.27
4.604536145925522e-06,715.9288674592971,1.3044816583395004e-05,6.996530070900918e-06,237000000.0,0.000964,10.47
6.948400184512138e-06,1240.457602776587,1.010255493223667e-05,6.9821893721818925e-06,132999999.99999999,0.00113,14.46
5.349926859140396e-06,507.88140296936024,8.56471464037895e-06,7.79007887840271e-06,322000000.0,0.000936,6.430000000000001
8.06367489695549e-06,906.0103595256804,5.869314968585967e-06,7.550097584724426e-06,175000000.0,0.000977,10.15
8.526737496256828e-06,1308.6867108941078,1.2538682132959365e-05,7.65632513910532e-06,282000000.0,0.00136,8.81
4.618363201618195e-06,1619.4184347987175,1.497899156808853e-05,9.779045045375825e-06,107000000.00000001,0.00101,18.16
4.488082677125931e-06,1482.6712384819984,6.928207874298095e-06,9.134773686528205e-06,111000000.0,0.000777,14.179999999999998
8.187631577253342e-06,913.9975756406783,1.1833887163549661e-05,8.115071922540665e-06,182000000.0,0.00134,13.16
8.652293711900712e-06,820.4548209905623,1.3924367606639862e-05,8.82553867995739e-06,203000000.0,0.00149,13.81
8.955445155501365e-06,1205.0947193056345,1.6128898680210112e-05,5.144601523876191e-06,153000000.0,0.00148,11.76
6.855237677693367e-06,609.71862077713,9.18445834517479e-06,7.953739166259765e-06,275000000.0,0.00111,8.9
5.676423579454422e-06,1364.9556338787079,8.419969171285628e-06,8.111961662769318e-06,119000000.0,0.00095,14.8
5.018649503588676e-06,1709.814801812172,1.290643699467182e-05,7.955849006772042e-06,105000000.00000001,0.00101,17.75
7.373951755464077e-06,1008.3307102322577,1.4884014278650284e-05,4.803631186485291e-06,168000000.0,0.00134,12.45
7.445723712444305e-06,1303.020242601633,1.3084710001945495e-05,8.832362830638885e-06,129000000.00000001,0.00131,16.53
8.59262676537037e-06,1138.4360082447529,1.632998424768448e-05,5.1842014789581306e-06,159000000.0,0.00147,12.03
6.203315645456314e-06,1082.373559474945,1.0442552559077738e-05,7.33836042881012e-06,149000000.0,0.00108,13.63
7.959387660026551e-06,997.5808858871459,6.857065796852111e-06,8.100871987640858e-06,158000000.0,0.00105,11.86
7.207585997879505e-06,1573.735497891903,6.1532581150531765e-06,9.636055499315263e-06,107000000.00000001,0.0009529999999999999,15.06
7.644071862101554e-06,1297.2439713776112,1.3155833557248115e-05,6.608919501304627e-06,132999999.99999999,0.00131,15.38
6.737036791630089e-06,1446.74713909626,1.1989070065319537e-05,5.017912834882737e-06,122999999.99999999,0.00116,14.34
6.872992711141706e-06,609.254240989685,8.19440683722496e-06,8.09993063285947e-06,274000000.0,0.00106,8.39
7.762250795960427e-06,1873.05149435997,1.3132605150341988e-05,1.0214837834239006e-05,329000000.0,0.00124,6.02
7.272011518478394e-06,1094.456609338522,1.106295084953308e-05,8.516249631997198e-06,148000000.0,0.00122,14.5
4.458696126937866e-06,604.1344851255416,1.6492107093334198e-05,9.305811949074268e-06,274000000.0,0.00101,10.3
4.461559653282166e-06,1928.5084456205368,5.872352600097656e-06,5.805957198143005e-06,94400000.0,0.000718,15.18
8.64382664859295e-06,1862.2153252363205,6.135373592376708e-06,9.556612759828568e-06,99800000.0,0.00103,16.23
4.47978150844574e-06,1197.558131068945,1.356465184688568e-05,7.2004176229238515e-06,133999999.99999999,0.000964,15.07
8.761986002326012e-06,1548.2336804270744,1.6913234412670134e-05,1.2238964915275574e-05,488000000.0,0.00149,3.33
7.259613074362278e-06,1917.8812205791473,1.3562118902802467e-05,9.423603728413581e-06,377000000.0,0.0012,3.5500000000000007
7.353375725448132e-06,691.0810619592665,1.1752583026885986e-05,9.205098122358323e-06,241000000.0,0.00128,11.59
7.24056476354599e-06,611.4475727081298,1.2621584378182887e-05,8.836682204157114e-06,275000000.0,0.0013,10.72
7.085495799779892e-06,1326.4015391469002,1.0975190065801143e-05,7.82688144594431e-06,126000000.00000001,0.00119,15.69
6.934064816683531e-06,1257.2970096953213,1.1080021176487207e-05,7.921090252697467e-06,130999999.99999999,0.00118,15.340000000000002
7.568548768758774e-06,818.0428892374038,1.1305372349917888e-05,7.669354163110257e-06,205000000.0,0.00123,11.41
8.19075420498848e-06,1013.2973119616507,1.3135067284107207e-05,7.154839038848877e-06,166000000.0,0.00139,13.94
7.917274296283723e-06,1770.955890417099,1.2103558629751204e-05,9.5880885720253e-06,254000000.00000003,0.00127,8.95
4.458057224750519e-06,1010.3369578719138,8.103592604398726e-06,9.478272035717964e-06,156000000.0,0.000821,11.56
7.426230490207673e-06,510.47509908676136,1.665343528985977e-05,1.0230769649147988e-05,325000000.0,0.00145,10.71
6.348689161241054e-06,894.9761316180228,1.0834150582551955e-05,7.64859350770712e-06,181000000.0,0.00111,12.31
8.568651169538499e-06,1011.6235464811324,1.3656570523977278e-05,8.780451986938715e-06,162000000.0,0.00146,15.119999999999997
8.482848644256593e-06,1645.856723189354,7.480835199356078e-06,7.366435065865517e-06,109000000.0,0.00112,15.87
7.6293542459607125e-06,1429.6516105532646,1.1960479702800512e-05,7.3999650180339815e-06,122999999.99999999,0.00128,16.36
8.399595156311988e-06,613.2034808397292,1.0771081618964672e-05,8.27346720546484e-06,277000000.0,0.00134,10.269999999999998
8.226246803998947e-06,1114.3313758075237,8.720546513795852e-06,7.412670582532883e-06,146000000.0,0.00117,13.41
6.590436207130552e-06,703.9300948381423,1.3426084250211715e-05,8.700347986072302e-06,237000000.0,0.00125,11.989999999999998
8.38413892686367e-06,719.934970140457,1.3116592839360237e-05,7.144759848713875e-06,240000000.0,0.00142,11.629999999999999
6.395696751773357e-06,1537.5678315758705,1.3190752550959587e-05,5.180462658405304e-06,120000000.0,0.00117,14.77
4.535050839185715e-06,900.3889635205268,1.7010862827301023e-05,9.509109690785407e-06,176000000.0,0.00103,13.89
6.145145237445831e-06,1541.4780899882317,1.011074385046959e-05,8.470147059299053e-06,112000000.0,0.00107,16.58
5.362989351153374e-06,1195.7727298140526,7.338294357061386e-06,8.625589828938246e-06,131999999.99999999,0.000881,13.05
6.614728219807148e-06,1985.7420474290848,6.519092738628387e-06,8.855876959860325e-06,94700000.0,0.000924,16.71
8.442311882972717e-06,2008.128434419632,7.237559467554092e-06,5.141036689281464e-06,119000000.0,0.00105,12.69
5.825085483491421e-06,1422.1592843532562,1.2050639022141695e-05,9.2207889854908e-06,118000000.0,0.0011,16.71
7.085778672248125e-06,1353.1309477984905,1.2979485377669334e-05,8.608854515478015e-06,125000000.00000001,0.00127,16.72
7.140331584960222e-06,1293.6498196795583,1.5971085429191587e-05,1.1071853131055832e-05,129000000.00000001,0.00138,17.77
8.588051453232765e-06,1648.037537932396,1.2845944330096245e-05,8.340221069753171e-06,276000000.0,0.00135,8.27
6.61231342703104e-06,1240.0981881655753,1.5080862700939177e-05,1.0359304696321488e-05,131999999.99999999,0.00129,17.09
7.700045607984067e-06,1895.8349376916885,1.531407517194748e-05,5.397489696741104e-06,347000000.0,0.00121,0.5599999999999996
7.829967722296715e-06,1352.5953777134418,1.3747815683484077e-05,7.66768815368414e-06,129999999.99999999,0.00137,16.3
4.4855195581912995e-06,613.1131798028945,1.4620666116476059e-05,8.467430125921964e-06,274000000.0,0.000978,9.79
7.006798379123211e-06,1896.5621292591095,1.568313330411911e-05,1.109043624997139e-05,463000000.0,0.00125,2.2400000000000007
8.50886057317257e-06,1004.9710199236869,5.890633463859557e-06,1.0150464177131652e-05,156000000.0,0.00102,11.49
7.032696515321732e-06,817.2809183597564,5.853385269641875e-06,6.954009279608727e-06,200000000.0,0.000915,8.8
5.330685362219811e-06,700.3165334463118,9.178869247436523e-06,7.973101779818534e-06,238000000.0,0.0009589999999999999,9.5
7.465967819094658e-06,1132.5335055589676,1.2750500954687595e-05,9.246944092214107e-06,144000000.0,0.00131,15.56
4.53539764881134e-06,807.0073425769805,1.1901171799749135e-05,8.469149547629058e-06,201000000.0,0.000931,11.4
8.436541512608529e-06,1265.755801461637,1.5108907520771026e-05,7.067667901515961e-06,142000000.0,0.00147,15.49
5.374458745121956e-06,1306.1737045645714,8.627569943666458e-06,8.221819896250964e-06,122999999.99999999,0.00093,14.46
