L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
1.7489648461341858e-10,3.702664375305176e-11,6.26494984060526e-10,7.28226998448372e-11,2.653564627766609e-10,1.5832566499710084e-05,4.006407928466797e-05,-0.11099999999999902,-4.505,3.796,0.7729999999999999,2.382,-4.525,0.0145
2.398721978068352e-10,8.457331180572511e-11,2.346654166579247e-10,9.014827966690063e-11,2.249629856348038e-10,2.5425347208976744e-05,3.1452397763729096e-05,-0.3229999999999998,-3.9650000000000003,12.090000000000002,3.877,5.814,-0.052000000000000046,0.0156
1.737510770559311e-10,4.5415942668914795e-11,4.758030290827155e-10,7.36216601729393e-11,2.5241701133549216e-10,1.8166781425476076e-05,3.6549980163574225e-05,-0.13200000000000042,-12.06,9.564,6.16,8.188,0.741,0.0145
2.487407460808754e-10,4.529404878616333e-11,2.3524009782075885e-10,2.9200812578201294e-11,8.805451720952986e-11,1.5846470355987547e-05,2.4557394504547118e-05,-0.444000000000001,-0.4719999999999992,3.303,0.20399999999999963,1.1899999999999995,-7.984999999999999,0.0108
1.7460431754589082e-10,8.38626152276993e-11,2.1277880716323857e-10,9.020550727844239e-11,2.7194136771559717e-10,1.88886901140213e-05,4.01999740600586e-05,-0.20499999999999946,-7.584,8.44,2.6090000000000004,4.592,-1.53,0.0154
3.501998498104513e-10,1.1080885887145998e-10,7.188951675891876e-10,2.80904495716095e-11,2.015947899147868e-10,1.5883270263671875e-05,4.0170825004577644e-05,-13.950000000000001,-2.2120000000000006,4.956999999999999,0.8129999999999994,3.233000000000001,-2.523,0.0145
4.401349171996117e-10,1.1582813739776613e-10,5.689025771915913e-10,8.00081491470337e-11,2.634671710729599e-10,2.79815639257431e-05,2.814405870437622e-05,-1.2869999999999993,-9.465,16.61,12.61,15.3,3.8269999999999995,0.0156
1.9585505425930025e-10,1.2111485958099367e-10,7.124492709636688e-10,6.921682924032212e-11,1.5871156868338585e-10,2.171544659137726e-05,4.022628593444825e-05,-0.4049999999999991,-3.4370000000000003,7.5649999999999995,2.5490000000000004,4.986,-0.6169999999999998,0.0164
3.481474713422358e-10,4.525891542434692e-11,2.2617948400974277e-10,2.8478701114654543e-11,1.9939975012093781e-10,2.8115509510040283e-05,3.674491167068482e-05,-8.372,-1.3709999999999998,4.652,0.48600000000000015,1.82,-4.327,0.0175
4.315648049116135e-10,1.039242196083069e-10,6.168566455245018e-10,7.49641290307045e-11,2.4495771926641464e-10,2.1818405017256736e-05,2.7968620777130127e-05,-0.41600000000000076,-8.665,17.53,13.61,16.05,3.883,0.0137
4.43505634367466e-10,1.0798993587493899e-10,4.712541785668582e-10,9.212090134620667e-11,7.988785219192504e-11,2.8017484426498413e-05,3.6842558383941655e-05,-0.5229999999999994,-8.252,11.849999999999998,8.778,11.9,3.36,0.0175
2.2038135826587678e-10,7.437809526920319e-11,7.265532513260842e-10,2.7483991384506227e-11,1.0469330243766307e-10,2.492417323589325e-05,4.0435867309570315e-05,-0.29899999999999993,-2.0349999999999993,5.127999999999999,1.4040000000000004,3.536,-1.857,0.0174
3.557237501256168e-10,9.742597818374636e-11,7.209508036375046e-10,6.549490928649903e-11,1.6846485861949622e-10,1.892159616947174e-05,3.205972059071064e-05,-15.05,-4.872,12.680000000000001,8.963,11.61,2.6689999999999996,0.0136
4.139136791229248e-10,7.726526141166687e-11,4.714110131487251e-10,9.063362360000611e-11,1.7393537019891664e-10,2.821824812889099e-05,2.370904541015625e-05,-0.36099999999999977,-5.582000000000001,17.93,12.08,15.02,3.801,0.0147
3.986338213086128e-10,6.970014929771424e-11,4.895663012396545e-10,9.195905685424805e-11,2.6928992605209354e-10,2.8036068201065062e-05,2.370815849304199e-05,-0.3709999999999995,-6.082000000000001,17.9,11.48,14.43,3.4839999999999995,0.0147
4.3947320729494095e-10,8.526465773582459e-11,7.213754867315293e-10,9.247594356536866e-11,1.7755214537866414e-10,2.8120698690414425e-05,2.790769577026367e-05,-1.1019999999999992,-5.735000000000001,15.78,12.77,15.819999999999999,4.185,0.0156
3.0442467033863067e-10,1.1418482780456544e-10,7.179596190452576e-10,7.378926783800125e-11,1.6982880907692015e-10,2.8427539110183715e-05,3.6196490764617926e-05,-0.5580000000000009,-4.172999999999999,10.07,5.580000000000001,8.425,1.7589999999999997,0.0175
3.545772349461913e-10,3.316384792327881e-11,4.844246444404126e-10,3.0040783882141116e-11,1.7289670760696754e-10,2.223465372622013e-05,2.826340365409851e-05,-7.222999999999998,-4.117,13.679999999999998,4.805,7.093,0.8270000000000001,0.0137
3.552477347664535e-10,3.4393768310546874e-11,4.693203991390765e-10,3.225279450416565e-11,2.612274226099253e-10,2.8349918127059933e-05,2.8458728075027467e-05,-8.385000000000002,-3.4729999999999994,12.7,3.8870000000000005,6.467,0.5529999999999998,0.0156
5.130888149142266e-10,4.102023601531982e-11,7.226741110086441e-10,8.69254195690155e-11,2.7858955937623977e-10,2.5406102538108823e-05,3.971697044372559e-05,-0.741999999999999,-4.594000000000001,7.346,2.734,5.768,0.02999999999999992,0.0174
3.9283762723207474e-10,1.0433637857437135e-10,7.216954429745675e-10,2.928552031517029e-11,1.0015649703145025e-10,1.9079261243343352e-05,2.388204765319824e-05,-0.29700000000000093,-17.13,20.14,10.31,11.58,1.7059999999999997,0.0118
3.571830254048109e-10,3.29238224029541e-11,7.289441605210305e-10,2.656394362449646e-11,1.4853205640614033e-10,1.885928809642792e-05,3.629287147521973e-05,-5.699000000000002,-2.786999999999999,6.655,2.6550000000000002,5.707,-0.2290000000000001,0.0145
5.300000101327897e-10,3.8744010925292965e-11,4.659138833284378e-10,6.110200837254524e-11,1.1149964813888072e-10,1.9066823840141295e-05,3.2290234267711645e-05,-0.5079999999999998,-17.13,12.78,10.46,13.61,3.139,0.0136
2.985443621873856e-10,7.0237455368042e-11,2.286877472996712e-10,3.042850434780121e-11,2.1259475177526474e-10,1.7640037059783936e-05,3.78914442062378e-05,-0.49700000000000055,-1.4359999999999995,4.398,0.42099999999999976,1.5260000000000002,-6.307,0.0145
3.468656639568508e-10,1.20564022064209e-10,4.703351183440536e-10,8.86290192604065e-11,2.7253844916820526e-10,2.1571094304323198e-05,3.638809680938721e-05,-10.03,-12.1,12.76,8.383,11.84,3.085,0.0155
4.543574243783951e-10,6.473223209381103e-11,4.674965524692089e-10,3.002275049686432e-11,2.772739173471928e-10,2.1083988517522813e-05,3.300835847854614e-05,-0.6070000000000001,-5.756000000000001,12.559999999999999,5.164,7.577,0.6310000000000001,0.0146
4.324602745473385e-10,4.32298469543457e-11,7.215446521639825e-10,8.983589887619019e-11,1.6778003091178833e-10,2.233426368236542e-05,2.7952428340911866e-05,-0.5989999999999993,-5.285000000000001,15.219999999999999,13.17,15.889999999999999,3.793,0.0137
2.3532151579856874e-10,7.5059734582901e-11,2.152443756461144e-10,9.380674481391908e-11,2.7148755484819414e-10,2.1796536073088646e-05,2.7918153762817382e-05,-0.2840000000000003,-3.0519999999999996,13.889999999999999,3.5179999999999993,5.003000000000001,-1.279,0.0136
4.0727471709251403e-10,1.1036711215972902e-10,4.738583352994174e-10,2.9183657169342044e-11,2.5817889599502085e-10,2.4666444957256317e-05,3.17633246332407e-05,-0.9209999999999996,-5.6080000000000005,13.47,5.36,7.681,1.016,0.0155
3.876329228281975e-10,9.449062108993532e-11,2.3138139891624454e-10,3.0247440934181214e-11,2.2372091311216355e-10,1.7891921162605286e-05,3.773411226272584e-05,-0.2009999999999991,-1.4730000000000005,5.255,0.5489999999999995,1.5580000000000003,-6.142,0.0145
3.46701140049845e-10,1.107541871070862e-10,2.3992143619060517e-10,9.12235450744629e-11,1.6475242944993078e-10,1.8709969162940978e-05,3.681800651550293e-05,-15.0,-5.798,10.23,3.7909999999999995,5.909,0.15200000000000005,0.0145
3.080006137490273e-10,8.172930270433427e-11,2.2610561746358875e-10,3.006906688213349e-11,2.1241214343160392e-10,1.875968658924103e-05,4.046354389190674e-05,-0.19900000000000012,-1.9270000000000003,4.133,0.4239999999999999,1.5719999999999998,-5.99,0.0154
4.2318367287516596e-10,1.1310456275939943e-10,2.283815791010857e-10,5.854642298072576e-11,1.1230124507844448e-10,2.782058274745941e-05,4.0123842239379885e-05,-0.5210000000000005,-4.781,8.414,2.4240000000000004,4.421,-0.623,0.0184
2.097459137439728e-10,4.47332763671875e-11,2.333177556395531e-10,2.881550431251526e-11,1.71005072562024e-10,1.5847054719924927e-05,4.005826091766358e-05,-0.425000000000001,-1.8039999999999992,1.7600000000000007,0.09200000000000043,1.379,-6.884,0.0145
3.51912728138268e-10,1.1449197053909304e-10,7.239149217605592e-10,9.145804166793824e-11,1.698973594494164e-10,1.9138484239578247e-05,2.3814252853393553e-05,-13.34,-5.127999999999999,19.12,17.16,18.94,4.28,0.0118
4.412615805864334e-10,9.693915128707887e-11,7.188498397469521e-10,9.124493122100831e-11,1.6795712389610707e-10,1.9079981684684753e-05,2.387364673614502e-05,-0.5599999999999998,-5.042999999999999,19.07,16.98,18.94,4.07,0.0118
2.0044178515672684e-10,3.996546745300293e-11,5.292375159561634e-10,5.850157845765353e-11,2.585277522802353e-10,2.809500741958618e-05,2.811832356452942e-05,-0.20800000000000038,-9.375,14.9,9.415,12.05,2.8759999999999994,0.0156
3.482020792551339e-10,1.210913419723511e-10,7.297371571063996e-10,5.996017590165138e-11,2.5771158370375634e-10,2.2018355932086706e-05,2.3706315994262694e-05,-9.917999999999997,-13.86,20.61,16.67,18.53,4.088,0.0127
2.3796918988227846e-10,1.0760313034057619e-10,4.704427940882743e-10,5.888698752969503e-11,1.796745479684323e-10,1.5488951921463013e-05,2.7728752136230467e-05,-0.21399999999999972,-10.75,16.55,10.81,12.93,2.2720000000000002,0.0117
3.574455109424889e-10,9.963032960891725e-11,4.776026214817539e-10,6.110364072024823e-11,2.653346628546715e-10,2.8077899217605588e-05,4.045413112640381e-05,-0.5889999999999996,-11.71,9.62,5.573,9.039,1.9370000000000003,0.0184
1.6657259166240694e-10,4.5074050426483155e-11,2.1808247613906862e-10,2.8576608896255496e-11,2.6962600469589234e-10,2.4938453316688536e-05,3.263639217615128e-05,-0.19099999999999934,-1.0570000000000004,5.533,0.46400000000000036,1.3550000000000002,-6.498,0.0155
3.8599193170666695e-10,5.699406147003174e-11,2.369414915442467e-10,6.057698763906955e-11,9.818228082358836e-11,1.9126148045063018e-05,3.159149503707886e-05,-0.19800000000000065,-2.302,9.192,2.187,3.6830000000000003,-2.372,0.0136
3.4166123270988467e-10,3.6165485382080077e-11,6.134218935966492e-10,4.639337718486786e-11,1.9733104840666056e-10,2.7941717743873594e-05,2.778018522262573e-05,-8.245999999999999,-9.428,15.38,8.999,9.657999999999998,1.9559999999999997,0.0156
5.044565141201019e-10,7.448848009109498e-11,4.775817735232413e-10,3.092143535614014e-11,8.221638512611387e-11,1.6030179500579833e-05,3.593520617485047e-05,-0.47499999999999964,-8.953,10.16,5.126,7.761,0.5529999999999998,0.0136
1.4106395542621612e-10,3.7647752761840816e-11,4.710629313830287e-10,6.258248962461949e-11,8.844929036498068e-11,1.9044538974761963e-05,2.3647608757019043e-05,-0.129999999999999,-3.6420000000000003,14.87,8.399,10.4,1.5689999999999995,0.0118
4.0575395673513413e-10,1.0558705806732179e-10,7.220022623538971e-10,8.976967692375184e-11,8.240918472409246e-11,2.4610979199409484e-05,3.2091719150543215e-05,-0.8570000000000009,-4.021999999999999,12.77,9.05,11.68,3.165,0.0156
4.015862472355366e-10,1.2606977939605715e-10,7.322266210913659e-10,6.388750523328781e-11,8.577577680349349e-11,2.1905356489121915e-05,3.179863403737545e-05,-0.7520000000000011,-4.222,13.28,9.058,11.27,2.7279999999999998,0.0146
2.399985879659653e-10,9.501485109329225e-11,3.1844092357158665e-10,7.76042926311493e-11,2.2508045311272144e-10,2.4513632535934445e-05,2.4296715259552e-05,-0.352999999999999,-2.0489999999999995,15.359999999999998,3.003,3.3419999999999996,-3.088,0.0137
4.900385022163391e-10,1.1858830690383913e-10,7.2123163241148e-10,9.247150897979737e-11,2.7596619400382043e-10,1.912589752674103e-05,2.4071393966674805e-05,-0.5830000000000002,-6.396,20.51,17.73,19.6,4.038,0.0117
3.521598441991955e-10,4.0584914684295653e-11,2.3191921758651737e-10,9.239593863487244e-11,2.327182765007019e-10,1.5563833475112915e-05,3.2489239573478704e-05,-4.613000000000001,-4.363000000000001,9.234,3.1419999999999995,5.352,-0.991,0.0126
3.9354822635650636e-10,9.26845443248749e-11,2.3661046522855763e-10,9.024010062217713e-11,1.8627231357991694e-10,2.8369971036911007e-05,2.806262230873108e-05,-1.11,-2.663,12.85,3.527000000000001,5.577000000000001,-0.12000000000000008,0.0156
3.7027368899434804e-10,1.1318755865097047e-10,7.187726323604584e-10,7.829564988613129e-11,2.673354019522667e-10,2.1750958099961283e-05,3.635299015045167e-05,-0.44500000000000045,-5.054999999999999,11.060000000000002,5.608,8.272,1.15,0.0155
3.6616127975285055e-10,1.2042609214782716e-10,2.1137132245302202e-10,9.451645374298096e-11,2.77301062643528e-10,2.1979978661984207e-05,2.7857471466064453e-05,-10.05,-2.9960000000000004,14.070000000000002,3.669,5.098,-0.775,0.0136
3.352560656145215e-10,3.951624870300293e-11,7.25518610060215e-10,5.888742081820964e-11,9.258690300583839e-11,2.211872897669673e-05,2.3293822288513182e-05,-0.1529999999999994,-8.436,18.02,15.06,17.11,3.7150000000000003,0.0127
5.074626430869102e-10,8.851313173770907e-11,7.172792201042176e-10,7.64765453338623e-11,1.5755690113827586e-10,1.9250577330589294e-05,3.20941868275404e-05,-0.5559999999999995,-4.531,12.73,9.025,11.9,2.5629999999999997,0.0136
2.7206146717071533e-10,8.444788366556169e-11,4.714083982510493e-10,2.996275305747986e-11,1.698413252029568e-10,2.7963000893592834e-05,4.0149744987487795e-05,-0.36099999999999977,-6.119,8.577,4.130000000000001,6.991,0.7889999999999999,0.0184
4.468542590737343e-10,1.0618636131286623e-10,7.154468824267387e-10,2.979458928108216e-11,1.6588242040388285e-10,1.8640032887458803e-05,4.0337253570556645e-05,-0.5509999999999996,-2.2370000000000005,5.359,1.1360000000000003,3.3940000000000006,-2.416,0.0154
