C1,L1,Rp,Wn,Wn5,Wn6,Wvar,OscillationFrequency,PowerConsumption,OutputPower,PhaseNoise,TuningRange
1.6305851340293884e-13,1.9397273063659665e-09,1067.4715936183927,1.9837783187627793e-06,1.1010361611843108e-05,3.987378787994385e-06,4.517118632793427e-06,4900000000.0,0.00835,17.59,-103.0,415000000.0
1.198294371366501e-13,4.0540932118892665e-09,3030.378893017769,2.448411226272583e-06,1.1994798541069031e-05,3.206396150588989e-06,3.056769907474518e-06,3610000000.0,0.00642,17.88,-95.63,236000000.0
1.4061845913529395e-13,3.919696062803268e-09,2134.6575170755386,1.5678869247436524e-06,1.1011401772499083e-05,4.000024318695069e-06,3.033130347728729e-06,3879999999.9999995,0.0082,18.16,-92.01,281000000.0
1.4655806832015515e-13,5.340007424354552e-09,3646.1502015590668,2.0850292563438414e-06,1.1990393161773681e-05,2.405723762512207e-06,3.254818320274353e-06,3120000000.0,0.00488,17.7,-98.58,220000000.00000003
1.9173092246055604e-13,3.0018830895423887e-09,2877.4606585502625,2.3333297729492188e-06,1.0992474734783171e-05,3.203551459312439e-06,3.496829628944397e-06,3890000000.0000005,0.00688,17.88,-97.66,243000000.0
2.0417918562889098e-13,1.9680755138397213e-09,1021.8096673488615,1.9982298105955126e-06,1.2005615830421447e-05,3.997675514221191e-06,3.0320995450019834e-06,4950000000.0,0.0077800000000000005,17.68,-93.24,284000000.0
1.8985474705696106e-13,5.068779349327087e-09,2099.6971130371094,1.628894567489624e-06,1.1010528445243835e-05,3.194585782289505e-06,5.001181364059449e-06,2960000000.0,0.00671,17.72,-98.27,272000000.0
1.961945354938507e-13,6.131001949310302e-09,3925.9446561336517,1.162274169921875e-06,1.101052278280258e-05,4.000284099578858e-06,4.938049793243409e-06,2740000000.0,0.008,18.16,-94.27000000000001,259000000.0
1.3064781427383422e-13,2.9600354433059688e-09,3026.6474932432175,2.348890948295593e-06,1.20155388712883e-05,4.01549940109253e-06,3.0802616477012635e-06,4159999999.9999995,0.00787,18.05,-94.11000000000001,100999999.99999997
1.360051155090332e-13,5.730747938156127e-09,3410.734236240387,1.257586145401001e-06,1.200543361902237e-05,2.3994750022888186e-06,3.594947576522827e-06,3260000000.0,0.00473,17.72,-97.9,293000000.0
1.7133071422576904e-13,5.820124864578246e-09,2031.116962432861,2.710959529876709e-06,1.1004715502262116e-05,3.994189167022705e-06,3.222266435623169e-06,2730000000.0,0.00853,18.08,-92.67,167000000.0
1.207479238510132e-13,3.1744855046272273e-09,1015.0395929813383,2.3160939931869506e-06,1.1989122956991195e-05,3.988531541824341e-06,3.9950153604149815e-06,4020000000.0,0.00787,17.56,-92.1,328000000.0
1.4930667551234365e-13,6.080749988555907e-09,2820.142701268196,2.766243267059326e-06,1.0986416697502136e-05,3.204784679412842e-06,5.0104032754898074e-06,2550000000.0,0.00694,17.77,-94.92000000000002,220000000.00000003
1.2912801206111908e-13,2.9814816713333127e-09,3494.7887659072876,2.8042386054992674e-06,1.200293755531311e-05,3.2066503912210462e-06,4.68979561328888e-06,3810000000.0,0.00647,17.67,-97.59,313000000.0
1.0138650238513946e-13,2.087850451469421e-09,1030.4467380046842,2.7667781352996827e-06,1.2000370681285858e-05,3.204661327600479e-06,4.451081961393357e-06,4840000000.0,0.00647,17.18,-101.49999999999999,422000000.0
2.067281424999237e-13,2.984088063240051e-09,3606.0116589069366,2.6929874420166017e-06,1.1013436138629912e-05,4.001792144775391e-06,3.0851476192474365e-06,3730000000.0,0.00853,18.13,-95.71,188000000.00000003
1.043290138244629e-13,4.01838082447648e-09,3913.8442277908325,1.2258058071136474e-06,1.1003488719463347e-05,2.421336269378662e-06,3.4946796894073484e-06,4150000000.0,0.00508,17.82,-96.87,412000000.0
1.4121097922325134e-13,5.54665994644165e-09,2376.0237507522106,2.049120020866394e-06,1.1003011822700499e-05,2.415651845932007e-06,3.897655494511127e-06,3000000000.0,0.00524,17.58,-95.25999999999999,247000000.00000003
9.859955906867981e-14,2.035797357559204e-09,1055.6103289127348,2.006095525622368e-06,1.1998926669359207e-05,3.2005271792411805e-06,3.997551321983337e-06,5310000000.0,0.00635,17.26,-93.81,511000000.0
1.3239572048187255e-13,5.97862148284912e-09,1964.6678715944288,2.7798048496246336e-06,1.2000664293766022e-05,3.993485355377198e-06,3.044717192649841e-06,2810000000.0,0.00795,18.0,-93.4,177000000.0
1.0506730377674102e-13,4.6986333131790156e-09,3470.287322998047,2.5249568462371827e-06,1.2012095391750335e-05,2.4007567405700686e-06,3.7697991728782654e-06,3260000000.0,0.00493,17.58,-97.31,260000000.0
1.4178425669670104e-13,3.046190798282623e-09,4096.91321849823,1.1951112747192384e-06,1.1988417357206345e-05,2.417987108230591e-06,2.9656205177307127e-06,4630000000.0,0.00473,17.81,-94.44000000000001,368000000.0
1.4233705624938011e-13,5.603955388069152e-09,2669.13753002882,1.1913261413574218e-06,1.1006641685962676e-05,3.981541061401367e-06,3.3647975921630857e-06,3290000000.0,0.008,18.24,-89.48,280000000.0
1.1981437802314758e-13,4.612213253974914e-09,3587.5201523303986,2.8944171905517578e-06,1.2006597816944122e-05,2.4128817558288575e-06,4.739792943000794e-06,3020000000.0,0.00497,17.46,-99.19000000000001,259000000.0
2.0398051738739013e-13,3.017909705638885e-09,957.5366973876951,1.9416053950786592e-06,1.101405781507492e-05,3.999024486541748e-06,3.552452206611633e-06,3930000000.0,0.00835,17.72,-95.54,252999999.99999997
1.7774558067321777e-13,6.052380323410033e-09,4039.932370185852,2.812838077545166e-06,1.1001896381378173e-05,2.3925895690917967e-06,4.5102833509445194e-06,2570000000.0,0.00533,17.63,-100.1,197000000.00000003
1.3358836770057678e-13,2.031515836715698e-09,1939.9077296257017,1.9939271837472915e-06,1.1000614643096923e-05,3.209666419029236e-06,4.87449461221695e-06,4930000000.0,0.00681,17.62,-76.57,475000000.0
1.587474025785923e-13,6.015347719192504e-09,2876.581162214279,2.688171100616455e-06,1.1005074501037598e-05,4.000134754180908e-06,3.0847954750061036e-06,2710000000.0,0.00853,18.18,-92.75,167000000.0
1.948012501001358e-13,5.24742567539215e-09,2746.3466599583626,2.351201367378235e-06,1.1989185333251953e-05,3.9995637893676754e-06,3.2817912101745605e-06,2900000000.0,0.00787,18.06,-94.91,174000000.0
1.9082846045494078e-13,4.1412739306688306e-09,2234.6087843179703,1.3008456230163574e-06,1.1010460078716277e-05,2.4091060638427732e-06,4.419652223587036e-06,3530000000.0,0.00508,17.5,-96.36,258000000.0
1.798522025346756e-13,4.289852797985077e-09,3440.0297701358795,1.3018666744232177e-06,1.1001462697982788e-05,2.4073996543884275e-06,4.180787354707718e-06,3530000000.0,0.00508,17.71,-103.7,316000000.0
1.4997852826491e-13,5.0888327360153195e-09,995.7563877105711,2.4491227149963378e-06,1.2005111753940582e-05,3.199875319004059e-06,4.340687394142151e-06,2980000000.0,0.00642,17.25,-100.9,244000000.0
1.320808917284012e-13,3.987714927643537e-09,3128.4917294979095,2.776638650894165e-06,1.0995480597019194e-05,3.199784219264984e-06,3.0508407950401307e-06,3470000000.0,0.00694,17.94,-95.16,209000000.0
2.0418730974197388e-13,1.9733548164367673e-09,1067.657560110092,1.9561282396316526e-06,1.0997949957847594e-05,3.192379277944565e-06,4.0168169215321545e-06,4780000000.0,0.00681,17.38,-95.38,361000000.0
1.227765917778015e-13,2.0671732425689694e-09,1943.0938363075254,2.4415326118469238e-06,1.1001079320907592e-05,2.4145607948303223e-06,3.432533383369446e-06,5070000000.0,0.00529,17.47,-98.38999999999999,374000000.0
1.1513398587703704e-13,4.13360834121704e-09,3677.846223115921,2.4515148639678956e-06,1.2000155985355377e-05,3.1973411858081817e-06,4.872179150581361e-06,3330000000.0,0.00642,17.72,-97.26,306000000.0
1.5192572586238385e-13,2.035999298095703e-09,1997.5923895835874,2.793678426742554e-06,1.2008268475532532e-05,3.2043761074542998e-06,4.055985264480114e-06,4670000000.0,0.00647,17.58,-98.14,335000000.0
1.8055072724819182e-13,3.2108139395713804e-09,1053.3333122730253,2.0120191246271134e-06,1.2005167245864868e-05,3.2018276512622834e-06,4.85890531539917e-06,3759999999.9999995,0.00635,17.19,-101.6,339000000.0
1.6785893738269807e-13,3.0203154683113096e-09,3245.035946369171,2.0580047965049744e-06,1.1988591432571411e-05,2.4171396255493163e-06,5.05985713005066e-06,3849999999.9999995,0.00488,17.42,-106.7,364000000.0
1.5299656987190247e-13,5.057368040084838e-09,3919.2780256271362,2.3373706579208375e-06,1.1003935992717743e-05,3.2086712792515755e-06,4.132798105478287e-06,2990000000.0,0.00688,17.93,-96.14,234000000.0
1.5308106429874897e-13,3.0009840130805964e-09,3106.9340109825134,1.232031488418579e-06,1.1000613272190094e-05,2.4057634353637697e-06,3.0216569900512695e-06,4630000000.0,0.00508,17.8,-102.6,356000000.0
2.027727961540222e-13,1.981140851974487e-09,1054.2352497577665,2.3429501056671143e-06,1.1997190177440643e-05,3.997718906402588e-06,3.4931875467300414e-06,4700000000.0,0.00787,17.6,-95.72,288000000.0
1.3185390532016755e-13,5.969830036163329e-09,2874.040260910988,1.1764161109924317e-06,1.1009804069995879e-05,4.000134181976318e-06,4.500555992126466e-06,3030000000.0,0.008,18.14,-92.80000000000001,311000000.0
1.7066696286201476e-13,5.919318556785583e-09,3114.13511633873,1.6657303810119628e-06,1.1007079243659972e-05,2.417512893676758e-06,4.113798439502717e-06,2880000000.0,0.00517,17.7,-94.59000000000002,244000000.0
1.4621978178620338e-13,5.104184746742248e-09,3713.074892759323,2.4148681640625e-06,1.1002908945083617e-05,2.4209399700164794e-06,4.31722491979599e-06,2970000000.0,0.00529,17.63,-97.79,246000000.00000003
1.130690723657608e-13,3.7223620712757105e-09,3595.355063676834,2.0925733625888825e-06,1.1992887794971466e-05,2.409567403793335e-06,4.8241807222366335e-06,3640000000.0,0.00488,17.48,-98.13,364000000.0
1.2229264974594117e-13,4.174307331442833e-09,888.8508677482603,2.3225558519363403e-06,1.1992101073265076e-05,4.002381801605225e-06,3.4613872766494752e-06,3550000000.0,0.00787,17.62,-98.61,264000000.0
1.8540691435337066e-13,4.762584388256073e-09,2383.3305798470974,1.21625075340271e-06,1.1998093545436858e-05,3.1980321407318117e-06,3.367280125617981e-06,3430000000.0,0.00612,17.89,-96.84,256000000.0
1.3475411534309386e-13,2.020215034484863e-09,2888.2333487272263,1.928963869810104e-06,1.1005835354328154e-05,3.995760250091553e-06,3.5682371258735657e-06,5200000000.0,0.00835,18.07,-94.55,391000000.0
1.9472505152225493e-13,4.070062242448329e-09,1964.6296948194502,2.78830623626709e-06,1.1009377181529998e-05,3.2004185378551485e-06,4.031339637935162e-06,3140000000.0,0.00694,17.71,-97.42,204000000.0
1.40261097997427e-13,2.0154581069946287e-09,994.4882392883299,2.484730815887451e-06,1.199629658460617e-05,2.410172605514526e-06,4.507558226585388e-06,4800000000.0,0.00493,16.77,-95.3,445999999.99999994
1.0180619060993194e-13,2.00759482383728e-09,3128.5995095968246,1.6302964448928834e-06,1.0995090901851653e-05,2.415666389465332e-06,4.559309840202332e-06,5400000000.0,0.00517,17.54,-103.4,592000000.0
1.3431265354156493e-13,4.008203517645597e-09,3154.649794101715,2.7796698570251464e-06,1.1001513719558716e-05,3.201981571316719e-06,4.4839952588081365e-06,3280000000.0,0.00694,17.78,-95.79,261000000.0
1.1678240299224852e-13,3.0947722196578976e-09,3962.383896112442,1.2296668529510497e-06,1.1999700605869294e-05,3.1936030715703963e-06,3.02269446849823e-06,4760000000.0,0.00612,18.04,-92.1,396000000.0
2.0046911835670472e-13,3.019341647624969e-09,1040.1491820812223,1.59029541015625e-06,1.1996660232543945e-05,3.9890154361724855e-06,3.0133798122406004e-06,4170000000.0,0.007640000000000001,17.72,-94.82,252999999.99999997
1.0796522796154022e-13,5.097928524017334e-09,2021.0949331521986,2.4984042167663574e-06,1.1992881089448929e-05,2.4178056716918945e-06,4.95727813243866e-06,3000000000.0,0.00493,17.29,-101.6,292000000.0
1.3280619382858275e-13,2.0197269916534423e-09,1978.3706068992612,2.7211622714996337e-06,1.1992083489894866e-05,3.995253372192383e-06,2.9950643777847288e-06,4950000000.0,0.00795,17.91,-96.05,289000000.0
1.8377509117126464e-13,4.705986559391021e-09,2291.6626781225204,1.9604931235313415e-06,1.1000384628772735e-05,3.994286060333252e-06,4.2584404647350315e-06,3080000000.0,0.00835,18.02,-94.02,239000000.0
1.984950840473175e-13,5.051651000976562e-09,1959.4497233629224,2.370413947105408e-06,1.0988009572029113e-05,3.1944883108139036e-06,4.009627997875214e-06,2870000000.0,0.00688,17.77,-98.13,198000000.00000003
8.702513575553894e-14,4.0883809924125665e-09,2052.02554166317,2.475716686248779e-06,1.1992988169193268e-05,2.4049702644348146e-06,4.91141963005066e-06,3450000000.0,0.00493,17.27,-98.5,350000000.0
1.5283719711005688e-13,4.073115140199661e-09,2865.77869951725,2.345147967338562e-06,1.0991271257400512e-05,3.1995356440544127e-06,3.003453969955444e-06,3500000000.0,0.00688,17.97,-93.74,210000000.0
1.9198602735996247e-13,4.100316666066646e-09,3040.321707725525,2.390722584724426e-06,1.0990294992923736e-05,2.412195301055908e-06,3.447969079017639e-06,3310000000.0,0.00529,17.67,-93.92,207000000.0
1.175470679998398e-13,5.826962947845458e-09,3294.689267873764,2.8443105697631836e-06,1.101084268093109e-05,2.4137234687805174e-06,4.713827252388001e-06,2750000000.0,0.00533,17.55,-99.34000000000002,242000000.0
1.7822961509227753e-13,4.211092606186866e-09,1940.5022412538526,2.776434373855591e-06,1.2002407491207123e-05,3.2047651290893554e-06,3.523343086242676e-06,3190000000.0,0.00647,17.7,-95.88,189000000.00000003
2.0505314469337464e-13,6.150846004486083e-09,2977.386087179184,2.7272854804992675e-06,1.1988486230373382e-05,4.001644992828369e-06,4.7316238284111025e-06,2440000000.0,0.00795,17.91,-95.68,179000000.0
1.1377410292625428e-13,5.98526644706726e-09,994.9595928192136,1.716476321220398e-06,1.1994756191968918e-05,2.4151750564575197e-06,3.4126925468444823e-06,3160000000.0,0.00482,16.97,-99.98,281000000.0
1.9205175042152405e-13,5.178711891174316e-09,1013.6208832263944,1.5454999446868896e-06,1.1002004384994506e-05,4.002015495300293e-06,3.976040713489056e-06,3070000000.0,0.0082,17.73,-99.52999999999999,242000000.0
1.9918002784252166e-13,1.9564695358276365e-09,3924.7500896453857,1.2087140560150146e-06,1.2003073036670685e-05,3.996054744720459e-06,3.5826199352741242e-06,5200000000.0,0.00746,18.13,-98.02,389000000.0
1.941994249820709e-13,2.9608125686645503e-09,1061.8967115879057,1.2725713729858399e-06,1.200745004415512e-05,2.3865962028503416e-06,3.491733431816101e-06,4290000000.0000005,0.00473,16.91,-93.72,367000000.0
2.0076910853385925e-13,2.0326273441314694e-09,3347.3866283893585,1.557541561126709e-06,1.2006704092025756e-05,4.0010648727416995e-06,3.6567550897598266e-06,5000000000.0,0.007640000000000001,18.04,-98.56,356000000.0
1.4838400334119798e-13,4.0487735830247394e-09,2865.7620698213577,1.5840124130249024e-06,1.1006111562252044e-05,3.1956573247909547e-06,3.0251903533935547e-06,3780000000.0,0.00671,18.04,-93.73,262000000.0
2.0165024995803833e-13,2.956250429153442e-09,2600.5988530814648,2.6294914722442627e-06,1.1004956483840942e-05,4.0032416343688965e-06,5.052076935768128e-06,3500000000.0,0.00853,17.9,-104.5,269000000.0
1.1516408920288086e-13,3.0942957401275632e-09,1023.3256518840788,2.4886818408966066e-06,1.1991900831460952e-05,2.4057008743286133e-06,4.916387617588044e-06,3930000000.0,0.00493,16.76,-96.39999999999999,400000000.0
1.4830651152879e-13,6.118137121200561e-09,967.3246145248411,2.459848737716675e-06,1.1004874885082244e-05,2.428813552856445e-06,4.434293329715729e-06,2730000000.0,0.00529,16.99,-95.43999999999998,237000000.0
1.453496266156435e-13,6.088984727859496e-09,970.5860018730161,1.2482100009918212e-06,1.2009451866149902e-05,3.1967134952545166e-06,5.004056572914124e-06,2960000000.0,0.00612,17.22,-90.08,334000000.0
1.3834597915410996e-13,2.9091534614562983e-09,2903.0101746320724,2.0688367486000063e-06,1.1994375199079514e-05,2.4103878021240232e-06,2.8423926830291747e-06,4370000000.0,0.00488,17.65,-94.6,279000000.0
1.7440512776374818e-13,2.905705571174621e-09,2381.1581023037434,1.6678504943847657e-06,1.101812195777893e-05,2.3917959213256838e-06,4.496798634529114e-06,4050000000.0,0.00517,17.45,-99.35,67199999.99999999
2.07245671749115e-13,2.0899164676666256e-09,2809.42839384079,2.2954771757125853e-06,1.1006239354610443e-05,3.996436309814453e-06,4.0814511403441436e-06,4580000000.0,0.00845,17.98,-96.61,305000000.0
2.0455907583236693e-13,6.062675237655639e-09,2840.527892112732,2.013940653204918e-06,1.0995488643646239e-05,3.198341739177704e-06,3.281710147857666e-06,2740000000.0,0.00681,18.0,-97.35,171000000.0
1.197920799255371e-13,5.123352289199828e-09,983.1657409667966,1.6393613338470458e-06,1.199925047159195e-05,3.2044617712497713e-06,4.289283901453018e-06,3280000000.0,0.00625,17.28,-98.4,327000000.0
1.031270682811737e-13,5.220319271087646e-09,996.4757561683653,2.272266960144043e-06,1.0990491807460784e-05,3.997065258026123e-06,4.940583348274232e-06,3040000000.0,0.00845,17.58,-73.0,298000000.0
1.3927683904767036e-13,5.804893255233764e-09,3325.7625699043274,1.6155333042144776e-06,1.1006878077983856e-05,3.183279614150524e-06,3.0226813554763795e-06,3150000000.0,0.00671,18.11,-93.54,227000000.0
1.3839133381843568e-13,4.2675838470458976e-09,2421.6212816536427,1.6002007484436036e-06,1.1016281008720397e-05,3.992499494552612e-06,3.736974596977234e-06,3590000000.0,0.0082,18.11,-89.99,301000000.0
1.050442487001419e-13,4.183954998850822e-09,3830.3053081035614,1.7122132539749146e-06,1.2000439763069152e-05,2.4190773487091066e-06,3.882598705589771e-06,3759999999.9999995,0.00482,17.66,-95.54,355000000.0
1.9046644270420075e-13,5.240894794464111e-09,3102.94046998024,1.2307796001434326e-06,1.0995214700698852e-05,3.193757066130638e-06,3.6822786927223206e-06,3210000000.0,0.00656,18.02,-96.24999999999999,251999999.99999997
9.76010799407959e-14,6.0328168869018544e-09,3835.784435272217,2.024434147775173e-06,1.2003081679344178e-05,3.1902149200439452e-06,2.8605247735977172e-06,3120000000.0,0.00635,18.04,-96.21,232000000.0
1.5055654887109995e-13,5.508209943771362e-09,3626.9255578517914,2.9128135681152346e-06,1.1999369382858276e-05,2.4028549194335936e-06,3.879716955125332e-06,2790000000.0,0.00497,17.57,-100.1,197000000.00000003
1.1497631669044495e-13,5.859147548675536e-09,1017.900079488754,2.2793616533279418e-06,1.1006122231483459e-05,3.996226024627686e-06,3.1917885541915894e-06,3020000000.0,0.00845,17.8,-90.18,228000000.0
1.7186299264430999e-13,5.016685605049133e-09,1996.585130691528,2.0104769296944143e-06,1.2000131130218505e-05,3.2031707398593424e-06,4.065247543156148e-06,3040000000.0,0.00635,17.7,-93.98,239000000.0
1.0446803271770478e-13,3.0483040213584895e-09,1038.733512163162,2.762980365753174e-06,1.2001160740852356e-05,3.200882178544998e-06,4.026415549218655e-06,4010000000.0000005,0.00647,17.25,-90.27,328000000.0
